CE10	DAVYZW_20050110.1403-CE1
CE11	DAVYZW_20050110.1403-CE2
CE31	DAVYZW_20050110.1403-CE3
CE12	DAVYZW_20050110.1403-CE4
CE14	DAVYZW_20050110.1403-CE5
CE13	DAVYZW_20050110.1403-CE6
CE15	DAVYZW_20050110.1403-CE7
CE16	DAVYZW_20050110.1403-CE8
CE17	DAVYZW_20050110.1403-CE9
CE18	DAVYZW_20050110.1403-CE10
CE19	DAVYZW_20050110.1403-CE11
CE2	DAVYZW_20050110.1403-CE12
CE20	DAVYZW_20050110.1403-CE13
CE21	DAVYZW_20050110.1403-CE14
CE22	DAVYZW_20050110.1403-CE15
CE23	DAVYZW_20050110.1403-CE16
CE25	DAVYZW_20050110.1403-CE17
CE24	DAVYZW_20050110.1403-CE18
CE26	DAVYZW_20050110.1403-CE19
CE27	DAVYZW_20050110.1403-CE20
CE28	DAVYZW_20050110.1403-CE21
CE3	DAVYZW_20050110.1403-CE22
CE1	DAVYZW_20050110.1403-CE23
CE8	DAVYZW_20050110.1403-CE24
CE29	DAVYZW_20050110.1403-CE25
CE4	DAVYZW_20050110.1403-CE26
CE30	DAVYZW_20050110.1403-CE27
CE6	DAVYZW_20050110.1403-CE28
CE7	DAVYZW_20050110.1403-CE29
CE9	DAVYZW_20050110.1403-CE30
E12	DAVYZW_20050110.1403-E1
E13	DAVYZW_20050110.1403-E2
E47	DAVYZW_20050110.1403-E3
E15	DAVYZW_20050110.1403-E4
E16	DAVYZW_20050110.1403-E5
E17	DAVYZW_20050110.1403-E6
E18	DAVYZW_20050110.1403-E7
E19	DAVYZW_20050110.1403-E8
E20	DAVYZW_20050110.1403-E9
E21	DAVYZW_20050110.1403-E10
E22	DAVYZW_20050110.1403-E11
E23	DAVYZW_20050110.1403-E12
E24	DAVYZW_20050110.1403-E13
E25	DAVYZW_20050110.1403-E14
E26	DAVYZW_20050110.1403-E15
E27	DAVYZW_20050110.1403-E16
E28	DAVYZW_20050110.1403-E17
E30	DAVYZW_20050110.1403-E18
E1	DAVYZW_20050110.1403-E19
E31	DAVYZW_20050110.1403-E20
E32	DAVYZW_20050110.1403-E21
E33	DAVYZW_20050110.1403-E22
E34	DAVYZW_20050110.1403-E23
E35	DAVYZW_20050110.1403-E24
E36	DAVYZW_20050110.1403-E25
E37	DAVYZW_20050110.1403-E26
E45	DAVYZW_20050110.1403-E27
E2	DAVYZW_20050110.1403-E28
E3	DAVYZW_20050110.1403-E29
E46	DAVYZW_20050110.1403-E30
E8	DAVYZW_20050110.1403-E31
E10	DAVYZW_20050110.1403-E32
E11	DAVYZW_20050110.1403-E33
EM2	DAVYZW_20050110.1403-E19-1
EM22	DAVYZW_20050110.1403-E19-2
EM25	DAVYZW_20050110.1403-E2-3
EM50	DAVYZW_20050110.1403-E15-4
EM27	DAVYZW_20050110.1403-E32-5
EM26	DAVYZW_20050110.1403-E32-6
EM28	DAVYZW_20050110.1403-E1-7
EM29	DAVYZW_20050110.1403-E1-8
EM30	DAVYZW_20050110.1403-E4-9
EM31	DAVYZW_20050110.1403-E5-10
EM32	DAVYZW_20050110.1403-E4-11
EM33	DAVYZW_20050110.1403-E6-12
EM37	DAVYZW_20050110.1403-E6-13
EM34	DAVYZW_20050110.1403-E7-14
EM35	DAVYZW_20050110.1403-E19-15
EM38	DAVYZW_20050110.1403-E1-16
EM36	DAVYZW_20050110.1403-E8-17
EM39	DAVYZW_20050110.1403-E9-18
EM40	DAVYZW_20050110.1403-E4-19
EM41	DAVYZW_20050110.1403-E10-20
EM42	DAVYZW_20050110.1403-E19-21
EM43	DAVYZW_20050110.1403-E11-22
EM45	DAVYZW_20050110.1403-E12-23
EM46	DAVYZW_20050110.1403-E13-24
EM47	DAVYZW_20050110.1403-E4-25
EM3	DAVYZW_20050110.1403-E14-26
