CE10	LIUYIFENG_20050127.0711-CE1
CE9	LIUYIFENG_20050127.0711-CE2
CE11	LIUYIFENG_20050127.0711-CE3
CE12	LIUYIFENG_20050127.0711-CE4
CE13	LIUYIFENG_20050127.0711-CE5
CE14	LIUYIFENG_20050127.0711-CE6
CE15	LIUYIFENG_20050127.0711-CE7
CE16	LIUYIFENG_20050127.0711-CE8
CE17	LIUYIFENG_20050127.0711-CE9
CE18	LIUYIFENG_20050127.0711-CE10
CE20	LIUYIFENG_20050127.0711-CE11
CE21	LIUYIFENG_20050127.0711-CE12
CE22	LIUYIFENG_20050127.0711-CE13
CE1	LIUYIFENG_20050127.0711-CE14
CE24	LIUYIFENG_20050127.0711-CE15
CE2	LIUYIFENG_20050127.0711-CE16
CE19	LIUYIFENG_20050127.0711-CE17
CE4	LIUYIFENG_20050127.0711-CE18
CE5	LIUYIFENG_20050127.0711-CE19
CE6	LIUYIFENG_20050127.0711-CE20
CE7	LIUYIFENG_20050127.0711-CE21
CE3	LIUYIFENG_20050127.0711-CE22
CE8	LIUYIFENG_20050127.0711-CE23
E12	LIUYIFENG_20050127.0711-E1
E13	LIUYIFENG_20050127.0711-E2
E14	LIUYIFENG_20050127.0711-E3
E15	LIUYIFENG_20050127.0711-E4
E16	LIUYIFENG_20050127.0711-E5
E18	LIUYIFENG_20050127.0711-E6
E19	LIUYIFENG_20050127.0711-E7
E20	LIUYIFENG_20050127.0711-E8
E21	LIUYIFENG_20050127.0711-E9
E23	LIUYIFENG_20050127.0711-E10
E24	LIUYIFENG_20050127.0711-E11
E25	LIUYIFENG_20050127.0711-E12
E26	LIUYIFENG_20050127.0711-E13
E27	LIUYIFENG_20050127.0711-E14
E1	LIUYIFENG_20050127.0711-E15
E29	LIUYIFENG_20050127.0711-E16
E30	LIUYIFENG_20050127.0711-E17
E2	LIUYIFENG_20050127.0711-E18
E31	LIUYIFENG_20050127.0711-E19
E4	LIUYIFENG_20050127.0711-E20
E6	LIUYIFENG_20050127.0711-E21
E7	LIUYIFENG_20050127.0711-E22
E8	LIUYIFENG_20050127.0711-E23
E9	LIUYIFENG_20050127.0711-E24
E11	LIUYIFENG_20050127.0711-E25
EM1	LIUYIFENG_20050127.0711-E15-1
EM18	LIUYIFENG_20050127.0711-E1-2
EM19	LIUYIFENG_20050127.0711-E2-3
EM20	LIUYIFENG_20050127.0711-E24-4
EM3	LIUYIFENG_20050127.0711-E24-5
EM21	LIUYIFENG_20050127.0711-E24-6
EM22	LIUYIFENG_20050127.0711-E24-7
EM23	LIUYIFENG_20050127.0711-E3-8
EM24	LIUYIFENG_20050127.0711-E24-9
EM25	LIUYIFENG_20050127.0711-E4-10
EM26	LIUYIFENG_20050127.0711-E2-11
EM27	LIUYIFENG_20050127.0711-E5-12
EM28	LIUYIFENG_20050127.0711-E24-13
EM29	LIUYIFENG_20050127.0711-E25-14
EM30	LIUYIFENG_20050127.0711-E24-15
EM31	LIUYIFENG_20050127.0711-E24-16
EM32	LIUYIFENG_20050127.0711-E6-17
EM33	LIUYIFENG_20050127.0711-E24-18
EM34	LIUYIFENG_20050127.0711-E7-19
EM35	LIUYIFENG_20050127.0711-E8-20
EM36	LIUYIFENG_20050127.0711-E9-21
EM37	LIUYIFENG_20050127.0711-E10-22
EM38	LIUYIFENG_20050127.0711-E20-23
EM40	LIUYIFENG_20050127.0711-E11-24
EM41	LIUYIFENG_20050127.0711-E23-25
EM43	LIUYIFENG_20050127.0711-E23-26
EM42	LIUYIFENG_20050127.0711-E12-27
EM44	LIUYIFENG_20050127.0711-E23-28
EM45	LIUYIFENG_20050127.0711-E13-29
EM46	LIUYIFENG_20050127.0711-E23-30
