CE12	XIN20001104.2000.0121-CE1
CE13	XIN20001104.2000.0121-CE2
CE14	XIN20001104.2000.0121-CE3
CE15	XIN20001104.2000.0121-CE4
CE16	XIN20001104.2000.0121-CE5
CE17	XIN20001104.2000.0121-CE6
CE19	XIN20001104.2000.0121-CE7
CE20	XIN20001104.2000.0121-CE8
CE21	XIN20001104.2000.0121-CE9
CE22	XIN20001104.2000.0121-CE10
CE23	XIN20001104.2000.0121-CE11
CE24	XIN20001104.2000.0121-CE12
CE25	XIN20001104.2000.0121-CE13
CE27	XIN20001104.2000.0121-CE14
CE28	XIN20001104.2000.0121-CE15
CE29	XIN20001104.2000.0121-CE16
CE30	XIN20001104.2000.0121-CE17
CE31	XIN20001104.2000.0121-CE18
CE32	XIN20001104.2000.0121-CE19
CE33	XIN20001104.2000.0121-CE20
CE34	XIN20001104.2000.0121-CE21
CE1	XIN20001104.2000.0121-CE22
CE35	XIN20001104.2000.0121-CE23
CE36	XIN20001104.2000.0121-CE24
CE37	XIN20001104.2000.0121-CE25
CE38	XIN20001104.2000.0121-CE26
CE40	XIN20001104.2000.0121-CE27
CE41	XIN20001104.2000.0121-CE28
CE42	XIN20001104.2000.0121-CE29
CE43	XIN20001104.2000.0121-CE30
CE44	XIN20001104.2000.0121-CE31
CE45	XIN20001104.2000.0121-CE32
CE46	XIN20001104.2000.0121-CE33
CE2	XIN20001104.2000.0121-CE34
CE3	XIN20001104.2000.0121-CE35
CE4	XIN20001104.2000.0121-CE36
CE5	XIN20001104.2000.0121-CE37
CE6	XIN20001104.2000.0121-CE38
CE7	XIN20001104.2000.0121-CE39
CE8	XIN20001104.2000.0121-CE40
CE9	XIN20001104.2000.0121-CE41
CE10	XIN20001104.2000.0121-CE42
CE11	XIN20001104.2000.0121-CE43
E15	XIN20001104.2000.0121-E1
E16	XIN20001104.2000.0121-E2
E17	XIN20001104.2000.0121-E3
E18	XIN20001104.2000.0121-E4
E19	XIN20001104.2000.0121-E5
E20	XIN20001104.2000.0121-E6
E22	XIN20001104.2000.0121-E7
E23	XIN20001104.2000.0121-E8
E24	XIN20001104.2000.0121-E9
E25	XIN20001104.2000.0121-E10
E26	XIN20001104.2000.0121-E11
E27	XIN20001104.2000.0121-E12
E28	XIN20001104.2000.0121-E13
E29	XIN20001104.2000.0121-E14
E1	XIN20001104.2000.0121-E15
E31	XIN20001104.2000.0121-E16
E32	XIN20001104.2000.0121-E17
E33	XIN20001104.2000.0121-E18
E34	XIN20001104.2000.0121-E19
E35	XIN20001104.2000.0121-E20
E36	XIN20001104.2000.0121-E21
E37	XIN20001104.2000.0121-E22
E38	XIN20001104.2000.0121-E23
E39	XIN20001104.2000.0121-E24
E40	XIN20001104.2000.0121-E25
E41	XIN20001104.2000.0121-E26
E42	XIN20001104.2000.0121-E27
E43	XIN20001104.2000.0121-E28
E45	XIN20001104.2000.0121-E29
E46	XIN20001104.2000.0121-E30
E47	XIN20001104.2000.0121-E31
E48	XIN20001104.2000.0121-E32
E49	XIN20001104.2000.0121-E33
E50	XIN20001104.2000.0121-E34
E51	XIN20001104.2000.0121-E35
E52	XIN20001104.2000.0121-E36
E2	XIN20001104.2000.0121-E37
E3	XIN20001104.2000.0121-E38
E4	XIN20001104.2000.0121-E39
E5	XIN20001104.2000.0121-E40
E6	XIN20001104.2000.0121-E41
E7	XIN20001104.2000.0121-E42
E8	XIN20001104.2000.0121-E43
E9	XIN20001104.2000.0121-E44
E10	XIN20001104.2000.0121-E45
E11	XIN20001104.2000.0121-E46
E12	XIN20001104.2000.0121-E47
E13	XIN20001104.2000.0121-E48
E14	XIN20001104.2000.0121-E49
EM1	XIN20001104.2000.0121-E15-1
EM18	XIN20001104.2000.0121-E1-2
EM19	XIN20001104.2000.0121-E2-3
EM20	XIN20001104.2000.0121-E40-4
EM21	XIN20001104.2000.0121-E44-5
EM22	XIN20001104.2000.0121-E3-6
EM23	XIN20001104.2000.0121-E4-7
EM24	XIN20001104.2000.0121-E5-8
EM25	XIN20001104.2000.0121-E44-9
EM26	XIN20001104.2000.0121-E47-10
EM27	XIN20001104.2000.0121-E41-11
EM28	XIN20001104.2000.0121-E44-12
EM29	XIN20001104.2000.0121-E41-13
EM30	XIN20001104.2000.0121-E44-14
EM31	XIN20001104.2000.0121-E44-15
EM32	XIN20001104.2000.0121-E6-16
EM33	XIN20001104.2000.0121-E41-17
EM34	XIN20001104.2000.0121-E47-18
EM35	XIN20001104.2000.0121-E44-19
EM36	XIN20001104.2000.0121-E44-20
EM37	XIN20001104.2000.0121-E41-21
EM38	XIN20001104.2000.0121-E41-22
EM40	XIN20001104.2000.0121-E44-23
EM41	XIN20001104.2000.0121-E7-24
EM43	XIN20001104.2000.0121-E41-25
EM44	XIN20001104.2000.0121-E47-26
EM45	XIN20001104.2000.0121-E8-27
EM46	XIN20001104.2000.0121-E9-28
EM47	XIN20001104.2000.0121-E47-29
EM48	XIN20001104.2000.0121-E10-30
EM49	XIN20001104.2000.0121-E10-31
EM50	XIN20001104.2000.0121-E10-32
EM51	XIN20001104.2000.0121-E44-33
EM52	XIN20001104.2000.0121-E47-34
EM53	XIN20001104.2000.0121-E11-35
EM54	XIN20001104.2000.0121-E44-36
EM55	XIN20001104.2000.0121-E44-37
EM56	XIN20001104.2000.0121-E12-38
EM57	XIN20001104.2000.0121-E47-39
EM58	XIN20001104.2000.0121-E13-40
EM59	XIN20001104.2000.0121-E13-41
EM60	XIN20001104.2000.0121-E13-42
EM61	XIN20001104.2000.0121-E14-43
EM62	XIN20001104.2000.0121-E47-44
EM63	XIN20001104.2000.0121-E13-45
EM66	XIN20001104.2000.0121-E40-46
EM67	XIN20001104.2000.0121-E16-47
EM68	XIN20001104.2000.0121-E44-48
EM69	XIN20001104.2000.0121-E17-49
EM70	XIN20001104.2000.0121-E18-50
EM71	XIN20001104.2000.0121-E16-51
EM72	XIN20001104.2000.0121-E44-52
EM73	XIN20001104.2000.0121-E13-53
EM74	XIN20001104.2000.0121-E19-54
EM75	XIN20001104.2000.0121-E20-55
EM76	XIN20001104.2000.0121-E44-56
EM77	XIN20001104.2000.0121-E13-57
EM78	XIN20001104.2000.0121-E21-58
EM79	XIN20001104.2000.0121-E47-59
EM80	XIN20001104.2000.0121-E22-60
EM81	XIN20001104.2000.0121-E44-61
EM82	XIN20001104.2000.0121-E23-62
EM83	XIN20001104.2000.0121-E44-63
EM84	XIN20001104.2000.0121-E24-64
EM85	XIN20001104.2000.0121-E25-65
EM86	XIN20001104.2000.0121-E24-66
EM87	XIN20001104.2000.0121-E26-67
EM88	XIN20001104.2000.0121-E10-68
EM89	XIN20001104.2000.0121-E44-69
EM90	XIN20001104.2000.0121-E27-70
EM91	XIN20001104.2000.0121-E47-71
EM92	XIN20001104.2000.0121-E44-72
EM93	XIN20001104.2000.0121-E44-73
EM94	XIN20001104.2000.0121-E28-74
EM96	XIN20001104.2000.0121-E29-75
EM97	XIN20001104.2000.0121-E30-76
EM99	XIN20001104.2000.0121-E31-77
EM100	XIN20001104.2000.0121-E32-78
EM101	XIN20001104.2000.0121-E33-79
EM102	XIN20001104.2000.0121-E44-80
EM103	XIN20001104.2000.0121-E34-81
EM104	XIN20001104.2000.0121-E35-82
EM2	XIN20001104.2000.0121-E37-83
EM105	XIN20001104.2000.0121-E36-84
EM3	XIN20001104.2000.0121-E38-85
EM4	XIN20001104.2000.0121-E38-86
EM5	XIN20001104.2000.0121-E39-87
EM6	XIN20001104.2000.0121-E40-88
EM7	XIN20001104.2000.0121-E41-89
EM8	XIN20001104.2000.0121-E42-90
EM9	XIN20001104.2000.0121-E41-91
EM10	XIN20001104.2000.0121-E43-92
EM11	XIN20001104.2000.0121-E44-93
EM12	XIN20001104.2000.0121-E45-94
EM13	XIN20001104.2000.0121-E46-95
EM14	XIN20001104.2000.0121-E40-96
EM15	XIN20001104.2000.0121-E47-97
EM16	XIN20001104.2000.0121-E48-98
EM17	XIN20001104.2000.0121-E49-99
R1	XIN20001104.2000.0121-R1
R3	XIN20001104.2000.0121-R2
R5	XIN20001104.2000.0121-R3
R8	XIN20001104.2000.0121-R4
R10	XIN20001104.2000.0121-R5
R11	XIN20001104.2000.0121-R6
R12	XIN20001104.2000.0121-R7
R13	XIN20001104.2000.0121-R8
R14	XIN20001104.2000.0121-R9
R15	XIN20001104.2000.0121-R10
R16	XIN20001104.2000.0121-R11
R17	XIN20001104.2000.0121-R12
R18	XIN20001104.2000.0121-R13
R19	XIN20001104.2000.0121-R14
R20	XIN20001104.2000.0121-R15
R21	XIN20001104.2000.0121-R16
R22	XIN20001104.2000.0121-R17
R23	XIN20001104.2000.0121-R18
R24	XIN20001104.2000.0121-R19
R25	XIN20001104.2000.0121-R20
R26	XIN20001104.2000.0121-R21
R28	XIN20001104.2000.0121-R22
R29	XIN20001104.2000.0121-R23
R30	XIN20001104.2000.0121-R24
R31	XIN20001104.2000.0121-R25
R32	XIN20001104.2000.0121-R26
R34	XIN20001104.2000.0121-R27
R35	XIN20001104.2000.0121-R28
R36	XIN20001104.2000.0121-R29
RM1	XIN20001104.2000.0121-R1-1
RM3	XIN20001104.2000.0121-R2-1
RM5	XIN20001104.2000.0121-R3-1
RM8	XIN20001104.2000.0121-R4-1
RM10	XIN20001104.2000.0121-R5-1
RM11	XIN20001104.2000.0121-R6-1
RM12	XIN20001104.2000.0121-R7-1
RM13	XIN20001104.2000.0121-R8-1
RM14	XIN20001104.2000.0121-R9-1
RM15	XIN20001104.2000.0121-R8-2
RM16	XIN20001104.2000.0121-R11-1
RM17	XIN20001104.2000.0121-R12-1
RM18	XIN20001104.2000.0121-R13-1
RM19	XIN20001104.2000.0121-R14-1
RM20	XIN20001104.2000.0121-R15-1
RM21	XIN20001104.2000.0121-R16-1
RM22	XIN20001104.2000.0121-R17-1
RM23	XIN20001104.2000.0121-R18-1
RM24	XIN20001104.2000.0121-R16-2
RM25	XIN20001104.2000.0121-R20-1
RM26	XIN20001104.2000.0121-R21-1
RM28	XIN20001104.2000.0121-R22-1
RM29	XIN20001104.2000.0121-R23-1
RM30	XIN20001104.2000.0121-R24-1
RM31	XIN20001104.2000.0121-R25-1
RM32	XIN20001104.2000.0121-R26-1
RM34	XIN20001104.2000.0121-R27-1
