CE11	ZBN20001105.0400.0004-CE1
CE12	ZBN20001105.0400.0004-CE2
CE13	ZBN20001105.0400.0004-CE3
CE14	ZBN20001105.0400.0004-CE4
CE15	ZBN20001105.0400.0004-CE5
CE16	ZBN20001105.0400.0004-CE6
CE17	ZBN20001105.0400.0004-CE7
CE18	ZBN20001105.0400.0004-CE8
CE19	ZBN20001105.0400.0004-CE9
CE20	ZBN20001105.0400.0004-CE10
CE21	ZBN20001105.0400.0004-CE11
CE22	ZBN20001105.0400.0004-CE12
CE23	ZBN20001105.0400.0004-CE13
CE25	ZBN20001105.0400.0004-CE14
CE26	ZBN20001105.0400.0004-CE15
CE27	ZBN20001105.0400.0004-CE16
CE28	ZBN20001105.0400.0004-CE17
CE29	ZBN20001105.0400.0004-CE18
CE1	ZBN20001105.0400.0004-CE19
CE31	ZBN20001105.0400.0004-CE20
CE32	ZBN20001105.0400.0004-CE21
CE33	ZBN20001105.0400.0004-CE22
CE34	ZBN20001105.0400.0004-CE23
CE35	ZBN20001105.0400.0004-CE24
CE36	ZBN20001105.0400.0004-CE25
CE37	ZBN20001105.0400.0004-CE26
CE38	ZBN20001105.0400.0004-CE27
CE39	ZBN20001105.0400.0004-CE28
CE40	ZBN20001105.0400.0004-CE29
CE41	ZBN20001105.0400.0004-CE30
CE42	ZBN20001105.0400.0004-CE31
CE43	ZBN20001105.0400.0004-CE32
CE2	ZBN20001105.0400.0004-CE33
CE3	ZBN20001105.0400.0004-CE34
CE4	ZBN20001105.0400.0004-CE35
CE5	ZBN20001105.0400.0004-CE36
CE6	ZBN20001105.0400.0004-CE37
CE7	ZBN20001105.0400.0004-CE38
CE8	ZBN20001105.0400.0004-CE39
CE9	ZBN20001105.0400.0004-CE40
CE10	ZBN20001105.0400.0004-CE41
E14	ZBN20001105.0400.0004-E1
E15	ZBN20001105.0400.0004-E2
E16	ZBN20001105.0400.0004-E3
E17	ZBN20001105.0400.0004-E4
E18	ZBN20001105.0400.0004-E5
E19	ZBN20001105.0400.0004-E6
E20	ZBN20001105.0400.0004-E7
E21	ZBN20001105.0400.0004-E8
E22	ZBN20001105.0400.0004-E9
E23	ZBN20001105.0400.0004-E10
E24	ZBN20001105.0400.0004-E11
E25	ZBN20001105.0400.0004-E12
E26	ZBN20001105.0400.0004-E13
E27	ZBN20001105.0400.0004-E14
E1	ZBN20001105.0400.0004-E15
E29	ZBN20001105.0400.0004-E16
E30	ZBN20001105.0400.0004-E17
E31	ZBN20001105.0400.0004-E18
E32	ZBN20001105.0400.0004-E19
E33	ZBN20001105.0400.0004-E20
E34	ZBN20001105.0400.0004-E21
E35	ZBN20001105.0400.0004-E22
E37	ZBN20001105.0400.0004-E23
E38	ZBN20001105.0400.0004-E24
E39	ZBN20001105.0400.0004-E25
E40	ZBN20001105.0400.0004-E26
E41	ZBN20001105.0400.0004-E27
E42	ZBN20001105.0400.0004-E28
E43	ZBN20001105.0400.0004-E29
E44	ZBN20001105.0400.0004-E30
E45	ZBN20001105.0400.0004-E31
E46	ZBN20001105.0400.0004-E32
E47	ZBN20001105.0400.0004-E33
E48	ZBN20001105.0400.0004-E34
E49	ZBN20001105.0400.0004-E35
E50	ZBN20001105.0400.0004-E36
E51	ZBN20001105.0400.0004-E37
E2	ZBN20001105.0400.0004-E38
E3	ZBN20001105.0400.0004-E39
E4	ZBN20001105.0400.0004-E40
E5	ZBN20001105.0400.0004-E41
E6	ZBN20001105.0400.0004-E42
E7	ZBN20001105.0400.0004-E43
E8	ZBN20001105.0400.0004-E44
