CE10	XIN20001126.0800.0042-CE1
CE11	XIN20001126.0800.0042-CE2
CE20	XIN20001126.0800.0042-CE3
CE13	XIN20001126.0800.0042-CE4
CE14	XIN20001126.0800.0042-CE5
CE15	XIN20001126.0800.0042-CE6
CE17	XIN20001126.0800.0042-CE7
CE19	XIN20001126.0800.0042-CE8
CE1	XIN20001126.0800.0042-CE9
CE2	XIN20001126.0800.0042-CE10
CE3	XIN20001126.0800.0042-CE11
CE4	XIN20001126.0800.0042-CE12
CE5	XIN20001126.0800.0042-CE13
CE6	XIN20001126.0800.0042-CE14
CE8	XIN20001126.0800.0042-CE15
CE9	XIN20001126.0800.0042-CE16
E12	XIN20001126.0800.0042-E1
E13	XIN20001126.0800.0042-E2
E22	XIN20001126.0800.0042-E3
E15	XIN20001126.0800.0042-E4
E16	XIN20001126.0800.0042-E5
E17	XIN20001126.0800.0042-E6
E19	XIN20001126.0800.0042-E7
E1	XIN20001126.0800.0042-E8
E21	XIN20001126.0800.0042-E9
E2	XIN20001126.0800.0042-E10
E3	XIN20001126.0800.0042-E11
E4	XIN20001126.0800.0042-E12
E5	XIN20001126.0800.0042-E13
E6	XIN20001126.0800.0042-E14
E7	XIN20001126.0800.0042-E15
E8	XIN20001126.0800.0042-E16
E10	XIN20001126.0800.0042-E17
E11	XIN20001126.0800.0042-E18
EM1	XIN20001126.0800.0042-E8-1
EM21	XIN20001126.0800.0042-E13-2
EM22	XIN20001126.0800.0042-E17-3
EM23	XIN20001126.0800.0042-E14-4
EM24	XIN20001126.0800.0042-E14-5
EM25	XIN20001126.0800.0042-E14-6
EM26	XIN20001126.0800.0042-E14-7
EM27	XIN20001126.0800.0042-E14-8
EM28	XIN20001126.0800.0042-E17-9
EM29	XIN20001126.0800.0042-E16-10
EM30	XIN20001126.0800.0042-E1-11
EM31	XIN20001126.0800.0042-E16-12
EM32	XIN20001126.0800.0042-E2-13
EM34	XIN20001126.0800.0042-E4-14
EM35	XIN20001126.0800.0042-E17-15
EM36	XIN20001126.0800.0042-E1-16
EM37	XIN20001126.0800.0042-E14-17
EM38	XIN20001126.0800.0042-E16-18
EM39	XIN20001126.0800.0042-E2-19
EM40	XIN20001126.0800.0042-E17-20
EM41	XIN20001126.0800.0042-E5-21
EM42	XIN20001126.0800.0042-E2-22
EM43	XIN20001126.0800.0042-E6-23
EM45	XIN20001126.0800.0042-E6-24
EM46	XIN20001126.0800.0042-E6-25
EM47	XIN20001126.0800.0042-E1-26
EM48	XIN20001126.0800.0042-E17-27
EM49	XIN20001126.0800.0042-E16-28
EM51	XIN20001126.0800.0042-E13-29
EM52	XIN20001126.0800.0042-E13-30
EM54	XIN20001126.0800.0042-E1-31
EM56	XIN20001126.0800.0042-E16-32
EM57	XIN20001126.0800.0042-E16-33
EM59	XIN20001126.0800.0042-E17-34
EM60	XIN20001126.0800.0042-E7-35
EM61	XIN20001126.0800.0042-E7-36
EM62	XIN20001126.0800.0042-E7-37
EM63	XIN20001126.0800.0042-E7-38
EM64	XIN20001126.0800.0042-E17-39
EM66	XIN20001126.0800.0042-E9-40
EM68	XIN20001126.0800.0042-E10-41
EM2	XIN20001126.0800.0042-E10-42
EM3	XIN20001126.0800.0042-E11-43
EM4	XIN20001126.0800.0042-E11-44
EM5	XIN20001126.0800.0042-E12-45
EM6	XIN20001126.0800.0042-E13-46
EM7	XIN20001126.0800.0042-E14-47
EM8	XIN20001126.0800.0042-E14-48
EM9	XIN20001126.0800.0042-E15-49
EM10	XIN20001126.0800.0042-E16-50
EM11	XIN20001126.0800.0042-E16-51
EM13	XIN20001126.0800.0042-E14-52
EM67	XIN20001126.0800.0042-E3-53
EM15	XIN20001126.0800.0042-E17-54
EM16	XIN20001126.0800.0042-E14-55
EM17	XIN20001126.0800.0042-E17-56
EM18	XIN20001126.0800.0042-E18-57
EM19	XIN20001126.0800.0042-E14-58
EM20	XIN20001126.0800.0042-E16-59
R10	XIN20001126.0800.0042-R1
R11	XIN20001126.0800.0042-R2
R12	XIN20001126.0800.0042-R3
R1	XIN20001126.0800.0042-R4
R2	XIN20001126.0800.0042-R5
R3	XIN20001126.0800.0042-R6
R4	XIN20001126.0800.0042-R7
R5	XIN20001126.0800.0042-R8
R6	XIN20001126.0800.0042-R9
R7	XIN20001126.0800.0042-R10
R8	XIN20001126.0800.0042-R11
R9	XIN20001126.0800.0042-R12
RM11	XIN20001126.0800.0042-R1-1
RM12	XIN20001126.0800.0042-R2-1
RM13	XIN20001126.0800.0042-R3-1
RM1	XIN20001126.0800.0042-R4-1
RM2	XIN20001126.0800.0042-R5-1
RM3	XIN20001126.0800.0042-R6-1
RM4	XIN20001126.0800.0042-R7-1
RM5	XIN20001126.0800.0042-R7-2
RM6	XIN20001126.0800.0042-R9-1
RM7	XIN20001126.0800.0042-R7-3
RM8	XIN20001126.0800.0042-R11-1
RM9	XIN20001126.0800.0042-R12-1
V1	XIN20001126.0800.0042-EV1
VM1	XIN20001126.0800.0042-EV1-1
Q1	XIN20001126.0800.0042-T1
Q2	XIN20001126.0800.0042-T2
Q3	XIN20001126.0800.0042-T3
