CE13	XIN20001127.0200.0014-CE1
CE14	XIN20001127.0200.0014-CE2
CE15	XIN20001127.0200.0014-CE3
CE16	XIN20001127.0200.0014-CE4
CE17	XIN20001127.0200.0014-CE5
CE18	XIN20001127.0200.0014-CE6
CE19	XIN20001127.0200.0014-CE7
CE20	XIN20001127.0200.0014-CE8
CE21	XIN20001127.0200.0014-CE9
CE22	XIN20001127.0200.0014-CE10
CE23	XIN20001127.0200.0014-CE11
CE24	XIN20001127.0200.0014-CE12
CE1	XIN20001127.0200.0014-CE13
CE2	XIN20001127.0200.0014-CE14
CE3	XIN20001127.0200.0014-CE15
CE4	XIN20001127.0200.0014-CE16
CE5	XIN20001127.0200.0014-CE17
CE6	XIN20001127.0200.0014-CE18
CE7	XIN20001127.0200.0014-CE19
CE8	XIN20001127.0200.0014-CE20
CE9	XIN20001127.0200.0014-CE21
CE10	XIN20001127.0200.0014-CE22
CE11	XIN20001127.0200.0014-CE23
E15	XIN20001127.0200.0014-E1
E16	XIN20001127.0200.0014-E2
E17	XIN20001127.0200.0014-E3
E18	XIN20001127.0200.0014-E4
E19	XIN20001127.0200.0014-E5
E20	XIN20001127.0200.0014-E6
E21	XIN20001127.0200.0014-E7
E22	XIN20001127.0200.0014-E8
E23	XIN20001127.0200.0014-E9
E24	XIN20001127.0200.0014-E10
E25	XIN20001127.0200.0014-E11
E1	XIN20001127.0200.0014-E12
E2	XIN20001127.0200.0014-E13
E3	XIN20001127.0200.0014-E14
E4	XIN20001127.0200.0014-E15
E5	XIN20001127.0200.0014-E16
E6	XIN20001127.0200.0014-E17
E7	XIN20001127.0200.0014-E18
E8	XIN20001127.0200.0014-E19
E9	XIN20001127.0200.0014-E20
E10	XIN20001127.0200.0014-E21
E11	XIN20001127.0200.0014-E22
E12	XIN20001127.0200.0014-E23
E14	XIN20001127.0200.0014-E24
EM1	XIN20001127.0200.0014-E12-1
EM18	XIN20001127.0200.0014-E1-2
EM19	XIN20001127.0200.0014-E20-3
EM20	XIN20001127.0200.0014-E2-4
EM21	XIN20001127.0200.0014-E3-5
EM22	XIN20001127.0200.0014-E3-6
EM23	XIN20001127.0200.0014-E23-7
EM24	XIN20001127.0200.0014-E4-8
EM25	XIN20001127.0200.0014-E5-9
EM26	XIN20001127.0200.0014-E6-10
EM27	XIN20001127.0200.0014-E14-11
EM28	XIN20001127.0200.0014-E7-12
EM29	XIN20001127.0200.0014-E8-13
EM30	XIN20001127.0200.0014-E9-14
EM31	XIN20001127.0200.0014-E14-15
EM32	XIN20001127.0200.0014-E10-16
EM33	XIN20001127.0200.0014-E11-17
EM2	XIN20001127.0200.0014-E13-18
EM3	XIN20001127.0200.0014-E14-19
EM4	XIN20001127.0200.0014-E15-20
EM5	XIN20001127.0200.0014-E16-21
EM6	XIN20001127.0200.0014-E17-22
EM7	XIN20001127.0200.0014-E18-23
EM8	XIN20001127.0200.0014-E19-24
EM9	XIN20001127.0200.0014-E20-25
EM10	XIN20001127.0200.0014-E20-26
EM11	XIN20001127.0200.0014-E21-27
EM12	XIN20001127.0200.0014-E15-28
EM13	XIN20001127.0200.0014-E22-29
EM14	XIN20001127.0200.0014-E15-30
EM15	XIN20001127.0200.0014-E23-31
EM17	XIN20001127.0200.0014-E24-32
R1	XIN20001127.0200.0014-R1
R2	XIN20001127.0200.0014-R2
R4	XIN20001127.0200.0014-R3
R5	XIN20001127.0200.0014-R4
R6	XIN20001127.0200.0014-R5
R17	XIN20001127.0200.0014-R6
R18	XIN20001127.0200.0014-R7
R10	XIN20001127.0200.0014-R8
R11	XIN20001127.0200.0014-R9
R16	XIN20001127.0200.0014-R10
R12	XIN20001127.0200.0014-R11
RM1	XIN20001127.0200.0014-R1-1
RM2	XIN20001127.0200.0014-R2-1
RM4	XIN20001127.0200.0014-R3-1
RM5	XIN20001127.0200.0014-R4-1
RM6	XIN20001127.0200.0014-R5-1
RM18	XIN20001127.0200.0014-R6-1
RM19	XIN20001127.0200.0014-R7-1
RM10	XIN20001127.0200.0014-R8-1
RM11	XIN20001127.0200.0014-R9-1
RM16	XIN20001127.0200.0014-R10-1
RM12	XIN20001127.0200.0014-R11-1
V1	XIN20001127.0200.0014-EV1
V2	XIN20001127.0200.0014-EV2
V3	XIN20001127.0200.0014-EV3
V4	XIN20001127.0200.0014-EV4
V5	XIN20001127.0200.0014-EV5
V6	XIN20001127.0200.0014-EV6
V8	XIN20001127.0200.0014-EV7
V9	XIN20001127.0200.0014-EV8
V10	XIN20001127.0200.0014-EV9
V11	XIN20001127.0200.0014-EV10
VM1	XIN20001127.0200.0014-EV1-1
VM2	XIN20001127.0200.0014-EV2-1
VM3	XIN20001127.0200.0014-EV3-1
VM4	XIN20001127.0200.0014-EV4-1
VM5	XIN20001127.0200.0014-EV5-1
VM6	XIN20001127.0200.0014-EV6-1
VM8	XIN20001127.0200.0014-EV7-1
VM9	XIN20001127.0200.0014-EV8-1
VM10	XIN20001127.0200.0014-EV9-1
VM11	XIN20001127.0200.0014-EV10-1
Q1	XIN20001127.0200.0014-T1
Q2	XIN20001127.0200.0014-T2
Q3	XIN20001127.0200.0014-T3
Q4	XIN20001127.0200.0014-T4
Q6	XIN20001127.0200.0014-T5
Q7	XIN20001127.0200.0014-T6
Q8	XIN20001127.0200.0014-T7
