CE10	XIN20001118.2000.0108-CE1
CE11	XIN20001118.2000.0108-CE2
CE12	XIN20001118.2000.0108-CE3
CE13	XIN20001118.2000.0108-CE4
CE15	XIN20001118.2000.0108-CE5
CE1	XIN20001118.2000.0108-CE6
CE2	XIN20001118.2000.0108-CE7
CE3	XIN20001118.2000.0108-CE8
CE4	XIN20001118.2000.0108-CE9
CE5	XIN20001118.2000.0108-CE10
CE6	XIN20001118.2000.0108-CE11
CE7	XIN20001118.2000.0108-CE12
CE8	XIN20001118.2000.0108-CE13
CE9	XIN20001118.2000.0108-CE14
E12	XIN20001118.2000.0108-E1
E13	XIN20001118.2000.0108-E2
E14	XIN20001118.2000.0108-E3
E15	XIN20001118.2000.0108-E4
E17	XIN20001118.2000.0108-E5
E1	XIN20001118.2000.0108-E6
E2	XIN20001118.2000.0108-E7
E3	XIN20001118.2000.0108-E8
E4	XIN20001118.2000.0108-E9
E5	XIN20001118.2000.0108-E10
E6	XIN20001118.2000.0108-E11
E7	XIN20001118.2000.0108-E12
E8	XIN20001118.2000.0108-E13
E9	XIN20001118.2000.0108-E14
E10	XIN20001118.2000.0108-E15
E11	XIN20001118.2000.0108-E16
EM1	XIN20001118.2000.0108-E6-1
EM20	XIN20001118.2000.0108-E2-2
EM21	XIN20001118.2000.0108-E3-3
EM22	XIN20001118.2000.0108-E14-4
EM23	XIN20001118.2000.0108-E12-5
EM24	XIN20001118.2000.0108-E15-6
EM25	XIN20001118.2000.0108-E15-7
EM26	XIN20001118.2000.0108-E15-8
EM27	XIN20001118.2000.0108-E4-9
EM28	XIN20001118.2000.0108-E5-10
EM29	XIN20001118.2000.0108-E15-11
EM30	XIN20001118.2000.0108-E15-12
EM2	XIN20001118.2000.0108-E7-13
EM3	XIN20001118.2000.0108-E8-14
EM4	XIN20001118.2000.0108-E9-15
EM5	XIN20001118.2000.0108-E8-16
EM6	XIN20001118.2000.0108-E10-17
EM7	XIN20001118.2000.0108-E11-18
EM8	XIN20001118.2000.0108-E7-19
EM9	XIN20001118.2000.0108-E12-20
EM10	XIN20001118.2000.0108-E13-21
EM11	XIN20001118.2000.0108-E12-22
EM12	XIN20001118.2000.0108-E14-23
EM13	XIN20001118.2000.0108-E10-24
EM14	XIN20001118.2000.0108-E15-25
EM15	XIN20001118.2000.0108-E16-26
EM16	XIN20001118.2000.0108-E15-27
EM17	XIN20001118.2000.0108-E15-28
EM18	XIN20001118.2000.0108-E12-29
EM19	XIN20001118.2000.0108-E1-30
R1	XIN20001118.2000.0108-R1
R2	XIN20001118.2000.0108-R2
R3	XIN20001118.2000.0108-R3
R4	XIN20001118.2000.0108-R4
R5	XIN20001118.2000.0108-R5
R6	XIN20001118.2000.0108-R6
R7	XIN20001118.2000.0108-R7
R8	XIN20001118.2000.0108-R8
R9	XIN20001118.2000.0108-R9
RM1	XIN20001118.2000.0108-R1-1
RM2	XIN20001118.2000.0108-R2-1
RM3	XIN20001118.2000.0108-R3-1
RM4	XIN20001118.2000.0108-R4-1
RM5	XIN20001118.2000.0108-R5-1
RM6	XIN20001118.2000.0108-R6-1
RM7	XIN20001118.2000.0108-R5-2
RM8	XIN20001118.2000.0108-R8-1
RM9	XIN20001118.2000.0108-R9-1
V1	XIN20001118.2000.0108-EV1
V2	XIN20001118.2000.0108-EV2
VM1	XIN20001118.2000.0108-EV1-1
VM2	XIN20001118.2000.0108-EV2-1
Q1	XIN20001118.2000.0108-T1
Q2	XIN20001118.2000.0108-T2
Q3	XIN20001118.2000.0108-T3
Q4	XIN20001118.2000.0108-T4
Q5	XIN20001118.2000.0108-T5
Q6	XIN20001118.2000.0108-T6
Q7	XIN20001118.2000.0108-T7
Q8	XIN20001118.2000.0108-T8
Q9	XIN20001118.2000.0108-T9
Q10	XIN20001118.2000.0108-T10
Q11	XIN20001118.2000.0108-T11
Q12	XIN20001118.2000.0108-T12
