CE1	XIN20001210.0800.0043-CE1
CE2	XIN20001210.0800.0043-CE2
CE3	XIN20001210.0800.0043-CE3
CE4	XIN20001210.0800.0043-CE4
CE5	XIN20001210.0800.0043-CE5
CE6	XIN20001210.0800.0043-CE6
CE7	XIN20001210.0800.0043-CE7
E1	XIN20001210.0800.0043-E1
E2	XIN20001210.0800.0043-E2
E3	XIN20001210.0800.0043-E3
E4	XIN20001210.0800.0043-E4
E5	XIN20001210.0800.0043-E5
E6	XIN20001210.0800.0043-E6
E7	XIN20001210.0800.0043-E7
E8	XIN20001210.0800.0043-E8
E9	XIN20001210.0800.0043-E9
EM1	XIN20001210.0800.0043-E1-1
EM22	XIN20001210.0800.0043-E5-2
EM23	XIN20001210.0800.0043-E2-3
EM24	XIN20001210.0800.0043-E2-4
EM2	XIN20001210.0800.0043-E2-5
EM3	XIN20001210.0800.0043-E3-6
EM4	XIN20001210.0800.0043-E4-7
EM5	XIN20001210.0800.0043-E3-8
EM6	XIN20001210.0800.0043-E2-9
EM7	XIN20001210.0800.0043-E2-10
EM8	XIN20001210.0800.0043-E5-11
EM9	XIN20001210.0800.0043-E6-12
EM11	XIN20001210.0800.0043-E5-13
EM12	XIN20001210.0800.0043-E6-14
EM13	XIN20001210.0800.0043-E7-15
EM14	XIN20001210.0800.0043-E2-16
EM15	XIN20001210.0800.0043-E2-17
EM16	XIN20001210.0800.0043-E8-18
EM17	XIN20001210.0800.0043-E2-19
EM18	XIN20001210.0800.0043-E9-20
EM19	XIN20001210.0800.0043-E2-21
EM20	XIN20001210.0800.0043-E2-22
EM21	XIN20001210.0800.0043-E5-23
R1	XIN20001210.0800.0043-R1
R2	XIN20001210.0800.0043-R2
R3	XIN20001210.0800.0043-R3
RM1	XIN20001210.0800.0043-R1-1
RM2	XIN20001210.0800.0043-R2-1
RM3	XIN20001210.0800.0043-R2-2
Q2	XIN20001210.0800.0043-T1
Q3	XIN20001210.0800.0043-T2
Q4	XIN20001210.0800.0043-T3
Q5	XIN20001210.0800.0043-V1
Q6	XIN20001210.0800.0043-V2
Q7	XIN20001210.0800.0043-T4
Q8	XIN20001210.0800.0043-T5
Q9	XIN20001210.0800.0043-T6
Q1	XIN20001210.0800.0043-T7
QM5	XIN20001210.0800.0043-V1-1
QM6	XIN20001210.0800.0043-V2-1
