CE11	ZBN20001210.0400.0021-CE1
CE12	ZBN20001210.0400.0021-CE2
CE13	ZBN20001210.0400.0021-CE3
CE14	ZBN20001210.0400.0021-CE4
CE15	ZBN20001210.0400.0021-CE5
CE16	ZBN20001210.0400.0021-CE6
CE17	ZBN20001210.0400.0021-CE7
CE18	ZBN20001210.0400.0021-CE8
CE19	ZBN20001210.0400.0021-CE9
CE20	ZBN20001210.0400.0021-CE10
CE21	ZBN20001210.0400.0021-CE11
CE22	ZBN20001210.0400.0021-CE12
CE23	ZBN20001210.0400.0021-CE13
CE24	ZBN20001210.0400.0021-CE14
CE25	ZBN20001210.0400.0021-CE15
CE26	ZBN20001210.0400.0021-CE16
CE27	ZBN20001210.0400.0021-CE17
CE28	ZBN20001210.0400.0021-CE18
CE29	ZBN20001210.0400.0021-CE19
CE30	ZBN20001210.0400.0021-CE20
CE31	ZBN20001210.0400.0021-CE21
CE32	ZBN20001210.0400.0021-CE22
CE33	ZBN20001210.0400.0021-CE23
CE34	ZBN20001210.0400.0021-CE24
CE1	ZBN20001210.0400.0021-CE25
CE35	ZBN20001210.0400.0021-CE26
CE36	ZBN20001210.0400.0021-CE27
CE37	ZBN20001210.0400.0021-CE28
CE38	ZBN20001210.0400.0021-CE29
CE39	ZBN20001210.0400.0021-CE30
CE40	ZBN20001210.0400.0021-CE31
CE41	ZBN20001210.0400.0021-CE32
CE42	ZBN20001210.0400.0021-CE33
CE43	ZBN20001210.0400.0021-CE34
CE44	ZBN20001210.0400.0021-CE35
CE45	ZBN20001210.0400.0021-CE36
CE46	ZBN20001210.0400.0021-CE37
CE47	ZBN20001210.0400.0021-CE38
CE48	ZBN20001210.0400.0021-CE39
CE49	ZBN20001210.0400.0021-CE40
CE50	ZBN20001210.0400.0021-CE41
CE51	ZBN20001210.0400.0021-CE42
CE52	ZBN20001210.0400.0021-CE43
CE53	ZBN20001210.0400.0021-CE44
CE2	ZBN20001210.0400.0021-CE45
CE3	ZBN20001210.0400.0021-CE46
CE4	ZBN20001210.0400.0021-CE47
CE5	ZBN20001210.0400.0021-CE48
CE6	ZBN20001210.0400.0021-CE49
CE7	ZBN20001210.0400.0021-CE50
CE8	ZBN20001210.0400.0021-CE51
CE10	ZBN20001210.0400.0021-CE52
E11	ZBN20001210.0400.0021-E1
E12	ZBN20001210.0400.0021-E2
E13	ZBN20001210.0400.0021-E3
E14	ZBN20001210.0400.0021-E4
E15	ZBN20001210.0400.0021-E5
E16	ZBN20001210.0400.0021-E6
E17	ZBN20001210.0400.0021-E7
E18	ZBN20001210.0400.0021-E8
E19	ZBN20001210.0400.0021-E9
E20	ZBN20001210.0400.0021-E10
E21	ZBN20001210.0400.0021-E11
E22	ZBN20001210.0400.0021-E12
E23	ZBN20001210.0400.0021-E13
E24	ZBN20001210.0400.0021-E14
E25	ZBN20001210.0400.0021-E15
E26	ZBN20001210.0400.0021-E16
