CE13	XIN20001228.0200.0038-CE1
CE14	XIN20001228.0200.0038-CE2
CE15	XIN20001228.0200.0038-CE3
CE16	XIN20001228.0200.0038-CE4
CE1	XIN20001228.0200.0038-CE5
CE2	XIN20001228.0200.0038-CE6
CE3	XIN20001228.0200.0038-CE7
CE4	XIN20001228.0200.0038-CE8
CE5	XIN20001228.0200.0038-CE9
CE6	XIN20001228.0200.0038-CE10
CE8	XIN20001228.0200.0038-CE11
CE9	XIN20001228.0200.0038-CE12
CE10	XIN20001228.0200.0038-CE13
CE11	XIN20001228.0200.0038-CE14
CE12	XIN20001228.0200.0038-CE15
E14	XIN20001228.0200.0038-E1
E15	XIN20001228.0200.0038-E2
E16	XIN20001228.0200.0038-E3
E17	XIN20001228.0200.0038-E4
E1	XIN20001228.0200.0038-E5
E2	XIN20001228.0200.0038-E6
E3	XIN20001228.0200.0038-E7
E4	XIN20001228.0200.0038-E8
E5	XIN20001228.0200.0038-E9
E6	XIN20001228.0200.0038-E10
E7	XIN20001228.0200.0038-E11
E9	XIN20001228.0200.0038-E12
E10	XIN20001228.0200.0038-E13
E11	XIN20001228.0200.0038-E14
E12	XIN20001228.0200.0038-E15
E13	XIN20001228.0200.0038-E16
EM1	XIN20001228.0200.0038-E5-1
EM18	XIN20001228.0200.0038-E11-2
EM20	XIN20001228.0200.0038-E12-3
EM21	XIN20001228.0200.0038-E13-4
EM22	XIN20001228.0200.0038-E14-5
EM23	XIN20001228.0200.0038-E11-6
EM25	XIN20001228.0200.0038-E12-7
EM26	XIN20001228.0200.0038-E13-8
EM27	XIN20001228.0200.0038-E14-9
EM28	XIN20001228.0200.0038-E1-10
EM29	XIN20001228.0200.0038-E1-11
EM30	XIN20001228.0200.0038-E11-12
EM32	XIN20001228.0200.0038-E2-13
EM33	XIN20001228.0200.0038-E2-14
EM34	XIN20001228.0200.0038-E2-15
EM35	XIN20001228.0200.0038-E2-16
EM36	XIN20001228.0200.0038-E12-17
EM38	XIN20001228.0200.0038-E13-18
EM39	XIN20001228.0200.0038-E14-19
EM40	XIN20001228.0200.0038-E9-20
EM41	XIN20001228.0200.0038-E1-21
EM42	XIN20001228.0200.0038-E3-22
EM43	XIN20001228.0200.0038-E4-23
EM44	XIN20001228.0200.0038-E10-24
EM46	XIN20001228.0200.0038-E9-25
EM47	XIN20001228.0200.0038-E11-26
EM48	XIN20001228.0200.0038-E2-27
EM49	XIN20001228.0200.0038-E12-28
EM50	XIN20001228.0200.0038-E13-29
EM51	XIN20001228.0200.0038-E14-30
EM52	XIN20001228.0200.0038-E15-31
EM53	XIN20001228.0200.0038-E16-32
EM55	XIN20001228.0200.0038-E11-33
EM56	XIN20001228.0200.0038-E12-34
EM57	XIN20001228.0200.0038-E13-35
EM58	XIN20001228.0200.0038-E14-36
EM60	XIN20001228.0200.0038-E15-37
EM61	XIN20001228.0200.0038-E16-38
EM2	XIN20001228.0200.0038-E6-39
EM3	XIN20001228.0200.0038-E7-40
EM4	XIN20001228.0200.0038-E7-41
EM5	XIN20001228.0200.0038-E8-42
EM6	XIN20001228.0200.0038-E9-43
EM7	XIN20001228.0200.0038-E10-44
EM8	XIN20001228.0200.0038-E6-45
EM9	XIN20001228.0200.0038-E10-46
EM10	XIN20001228.0200.0038-E11-47
EM12	XIN20001228.0200.0038-E12-48
EM13	XIN20001228.0200.0038-E13-49
EM14	XIN20001228.0200.0038-E14-50
EM15	XIN20001228.0200.0038-E15-51
EM16	XIN20001228.0200.0038-E16-52
EM17	XIN20001228.0200.0038-E10-53
R2	XIN20001228.0200.0038-R1
R3	XIN20001228.0200.0038-R2
R4	XIN20001228.0200.0038-R3
R5	XIN20001228.0200.0038-R4
R6	XIN20001228.0200.0038-R5
R7	XIN20001228.0200.0038-R6
R8	XIN20001228.0200.0038-R7
R9	XIN20001228.0200.0038-R8
R10	XIN20001228.0200.0038-R9
R11	XIN20001228.0200.0038-R10
R12	XIN20001228.0200.0038-R11
R13	XIN20001228.0200.0038-R12
R14	XIN20001228.0200.0038-R13
R16	XIN20001228.0200.0038-R14
R17	XIN20001228.0200.0038-R15
R18	XIN20001228.0200.0038-R16
R19	XIN20001228.0200.0038-R17
R21	XIN20001228.0200.0038-R18
R22	XIN20001228.0200.0038-R19
R23	XIN20001228.0200.0038-R20
R1	XIN20001228.0200.0038-R21
RM2	XIN20001228.0200.0038-R1-1
RM3	XIN20001228.0200.0038-R2-1
RM4	XIN20001228.0200.0038-R3-1
RM5	XIN20001228.0200.0038-R2-2
RM6	XIN20001228.0200.0038-R3-2
RM7	XIN20001228.0200.0038-R2-3
RM8	XIN20001228.0200.0038-R3-3
RM9	XIN20001228.0200.0038-R2-4
RM10	XIN20001228.0200.0038-R3-4
RM11	XIN20001228.0200.0038-R10-1
RM12	XIN20001228.0200.0038-R11-1
RM13	XIN20001228.0200.0038-R12-1
RM14	XIN20001228.0200.0038-R13-1
RM16	XIN20001228.0200.0038-R2-5
RM17	XIN20001228.0200.0038-R3-5
RM18	XIN20001228.0200.0038-R2-6
RM19	XIN20001228.0200.0038-R3-6
RM21	XIN20001228.0200.0038-R11-2
RM22	XIN20001228.0200.0038-R12-2
RM23	XIN20001228.0200.0038-R13-2
RM1	XIN20001228.0200.0038-R21-1
V1	XIN20001228.0200.0038-EV1
V3	XIN20001228.0200.0038-EV2
VM1	XIN20001228.0200.0038-EV1-1
VM3	XIN20001228.0200.0038-EV2-1
Q1	XIN20001228.0200.0038-T1
Q2	XIN20001228.0200.0038-T2
Q3	XIN20001228.0200.0038-T3
