CE12	ZBN20001119.0400.0006-CE1
CE1	ZBN20001119.0400.0006-CE2
CE2	ZBN20001119.0400.0006-CE3
CE3	ZBN20001119.0400.0006-CE4
CE4	ZBN20001119.0400.0006-CE5
CE5	ZBN20001119.0400.0006-CE6
CE6	ZBN20001119.0400.0006-CE7
CE7	ZBN20001119.0400.0006-CE8
CE8	ZBN20001119.0400.0006-CE9
CE9	ZBN20001119.0400.0006-CE10
CE10	ZBN20001119.0400.0006-CE11
CE11	ZBN20001119.0400.0006-CE12
E13	ZBN20001119.0400.0006-E1
E14	ZBN20001119.0400.0006-E2
E1	ZBN20001119.0400.0006-E3
E2	ZBN20001119.0400.0006-E4
E3	ZBN20001119.0400.0006-E5
E4	ZBN20001119.0400.0006-E6
E5	ZBN20001119.0400.0006-E7
E6	ZBN20001119.0400.0006-E8
E7	ZBN20001119.0400.0006-E9
E8	ZBN20001119.0400.0006-E10
E9	ZBN20001119.0400.0006-E11
E10	ZBN20001119.0400.0006-E12
E11	ZBN20001119.0400.0006-E13
E12	ZBN20001119.0400.0006-E14
EM1	ZBN20001119.0400.0006-E3-1
EM19	ZBN20001119.0400.0006-E14-2
EM20	ZBN20001119.0400.0006-E13-3
EM21	ZBN20001119.0400.0006-E5-4
EM22	ZBN20001119.0400.0006-E5-5
EM23	ZBN20001119.0400.0006-E5-6
EM24	ZBN20001119.0400.0006-E13-7
EM25	ZBN20001119.0400.0006-E2-8
EM26	ZBN20001119.0400.0006-E5-9
EM27	ZBN20001119.0400.0006-E7-10
EM28	ZBN20001119.0400.0006-E7-11
EM29	ZBN20001119.0400.0006-E5-12
EM30	ZBN20001119.0400.0006-E13-13
EM2	ZBN20001119.0400.0006-E4-14
EM3	ZBN20001119.0400.0006-E5-15
EM4	ZBN20001119.0400.0006-E6-16
EM5	ZBN20001119.0400.0006-E5-17
EM6	ZBN20001119.0400.0006-E7-18
EM7	ZBN20001119.0400.0006-E8-19
EM8	ZBN20001119.0400.0006-E8-20
EM9	ZBN20001119.0400.0006-E9-21
EM10	ZBN20001119.0400.0006-E10-22
EM11	ZBN20001119.0400.0006-E11-23
EM12	ZBN20001119.0400.0006-E7-24
EM13	ZBN20001119.0400.0006-E5-25
EM14	ZBN20001119.0400.0006-E7-26
EM15	ZBN20001119.0400.0006-E12-27
EM16	ZBN20001119.0400.0006-E13-28
EM17	ZBN20001119.0400.0006-E14-29
EM18	ZBN20001119.0400.0006-E1-30
R1	ZBN20001119.0400.0006-R1
R2	ZBN20001119.0400.0006-R2
R3	ZBN20001119.0400.0006-R3
R4	ZBN20001119.0400.0006-R4
RM1	ZBN20001119.0400.0006-R1-1
RM2	ZBN20001119.0400.0006-R2-1
RM3	ZBN20001119.0400.0006-R3-1
RM4	ZBN20001119.0400.0006-R4-1
V1	ZBN20001119.0400.0006-EV1
V2	ZBN20001119.0400.0006-EV2
V4	ZBN20001119.0400.0006-EV3
V5	ZBN20001119.0400.0006-EV4
V6	ZBN20001119.0400.0006-EV5
VM1	ZBN20001119.0400.0006-EV1-1
VM2	ZBN20001119.0400.0006-EV2-1
VM4	ZBN20001119.0400.0006-EV3-1
VM5	ZBN20001119.0400.0006-EV4-1
VM6	ZBN20001119.0400.0006-EV5-1
Q1	ZBN20001119.0400.0006-T1
Q2	ZBN20001119.0400.0006-T2
Q3	ZBN20001119.0400.0006-T3
Q5	ZBN20001119.0400.0006-T4
Q6	ZBN20001119.0400.0006-T5
Q7	ZBN20001119.0400.0006-T6
