CE1	ZBN20001205.0400.0017-CE1
CE2	ZBN20001205.0400.0017-CE2
CE3	ZBN20001205.0400.0017-CE3
CE4	ZBN20001205.0400.0017-CE4
CE8	ZBN20001205.0400.0017-CE5
CE9	ZBN20001205.0400.0017-CE6
E1	ZBN20001205.0400.0017-E1
E2	ZBN20001205.0400.0017-E2
E3	ZBN20001205.0400.0017-E3
E4	ZBN20001205.0400.0017-E4
E11	ZBN20001205.0400.0017-E5
E12	ZBN20001205.0400.0017-E6
EM1	ZBN20001205.0400.0017-E1-1
EM2	ZBN20001205.0400.0017-E2-2
EM3	ZBN20001205.0400.0017-E3-3
EM4	ZBN20001205.0400.0017-E4-4
EM6	ZBN20001205.0400.0017-E3-5
EM7	ZBN20001205.0400.0017-E3-6
EM8	ZBN20001205.0400.0017-E1-7
EM9	ZBN20001205.0400.0017-E1-8
EM14	ZBN20001205.0400.0017-E3-9
EM15	ZBN20001205.0400.0017-E2-10
EM16	ZBN20001205.0400.0017-E5-11
EM17	ZBN20001205.0400.0017-E2-12
EM18	ZBN20001205.0400.0017-E6-13
R1	ZBN20001205.0400.0017-R1
R2	ZBN20001205.0400.0017-R2
RM1	ZBN20001205.0400.0017-R1-1
RM2	ZBN20001205.0400.0017-R2-1
V1	ZBN20001205.0400.0017-EV1
VM1	ZBN20001205.0400.0017-EV1-1
Q1	ZBN20001205.0400.0017-T1
Q2	ZBN20001205.0400.0017-T2
Q3	ZBN20001205.0400.0017-T3
