CE12	ZBN20001228.0400.0015-CE1
CE13	ZBN20001228.0400.0015-CE2
CE14	ZBN20001228.0400.0015-CE3
CE15	ZBN20001228.0400.0015-CE4
CE16	ZBN20001228.0400.0015-CE5
CE1	ZBN20001228.0400.0015-CE6
CE2	ZBN20001228.0400.0015-CE7
CE3	ZBN20001228.0400.0015-CE8
CE4	ZBN20001228.0400.0015-CE9
CE5	ZBN20001228.0400.0015-CE10
CE6	ZBN20001228.0400.0015-CE11
CE7	ZBN20001228.0400.0015-CE12
CE8	ZBN20001228.0400.0015-CE13
CE9	ZBN20001228.0400.0015-CE14
CE10	ZBN20001228.0400.0015-CE15
CE11	ZBN20001228.0400.0015-CE16
E12	ZBN20001228.0400.0015-E1
E13	ZBN20001228.0400.0015-E2
E14	ZBN20001228.0400.0015-E3
E15	ZBN20001228.0400.0015-E4
E16	ZBN20001228.0400.0015-E5
E1	ZBN20001228.0400.0015-E6
E2	ZBN20001228.0400.0015-E7
E3	ZBN20001228.0400.0015-E8
E4	ZBN20001228.0400.0015-E9
E5	ZBN20001228.0400.0015-E10
E6	ZBN20001228.0400.0015-E11
E7	ZBN20001228.0400.0015-E12
E8	ZBN20001228.0400.0015-E13
E9	ZBN20001228.0400.0015-E14
E10	ZBN20001228.0400.0015-E15
E11	ZBN20001228.0400.0015-E16
EM1	ZBN20001228.0400.0015-E6-1
EM20	ZBN20001228.0400.0015-E1-2
EM21	ZBN20001228.0400.0015-E11-3
EM22	ZBN20001228.0400.0015-E2-4
EM23	ZBN20001228.0400.0015-E9-5
EM24	ZBN20001228.0400.0015-E14-6
EM25	ZBN20001228.0400.0015-E15-7
EM26	ZBN20001228.0400.0015-E3-8
EM27	ZBN20001228.0400.0015-E8-9
EM28	ZBN20001228.0400.0015-E4-10
EM29	ZBN20001228.0400.0015-E5-11
EM30	ZBN20001228.0400.0015-E8-12
EM3	ZBN20001228.0400.0015-E7-13
EM4	ZBN20001228.0400.0015-E8-14
EM5	ZBN20001228.0400.0015-E9-15
EM6	ZBN20001228.0400.0015-E10-16
EM7	ZBN20001228.0400.0015-E6-17
EM8	ZBN20001228.0400.0015-E11-18
EM9	ZBN20001228.0400.0015-E12-19
EM10	ZBN20001228.0400.0015-E11-20
EM11	ZBN20001228.0400.0015-E10-21
EM12	ZBN20001228.0400.0015-E6-22
EM13	ZBN20001228.0400.0015-E13-23
EM14	ZBN20001228.0400.0015-E14-24
EM15	ZBN20001228.0400.0015-E15-25
EM16	ZBN20001228.0400.0015-E11-26
EM17	ZBN20001228.0400.0015-E16-27
EM18	ZBN20001228.0400.0015-E12-28
EM19	ZBN20001228.0400.0015-E9-29
R1	ZBN20001228.0400.0015-R1
R2	ZBN20001228.0400.0015-R2
R3	ZBN20001228.0400.0015-R3
R4	ZBN20001228.0400.0015-R4
R5	ZBN20001228.0400.0015-R5
R6	ZBN20001228.0400.0015-R6
R7	ZBN20001228.0400.0015-R7
R8	ZBN20001228.0400.0015-R8
R9	ZBN20001228.0400.0015-R9
R10	ZBN20001228.0400.0015-R10
RM1	ZBN20001228.0400.0015-R1-1
RM2	ZBN20001228.0400.0015-R2-1
RM3	ZBN20001228.0400.0015-R3-1
RM4	ZBN20001228.0400.0015-R2-2
RM5	ZBN20001228.0400.0015-R5-1
RM6	ZBN20001228.0400.0015-R6-1
RM7	ZBN20001228.0400.0015-R7-1
RM8	ZBN20001228.0400.0015-R8-1
RM9	ZBN20001228.0400.0015-R9-1
RM10	ZBN20001228.0400.0015-R10-1
V1	ZBN20001228.0400.0015-EV1
V2	ZBN20001228.0400.0015-EV2
V3	ZBN20001228.0400.0015-EV3
V4	ZBN20001228.0400.0015-EV4
V5	ZBN20001228.0400.0015-EV5
VM1	ZBN20001228.0400.0015-EV1-1
VM2	ZBN20001228.0400.0015-EV2-1
VM3	ZBN20001228.0400.0015-EV3-1
VM4	ZBN20001228.0400.0015-EV4-1
VM5	ZBN20001228.0400.0015-EV5-1
Q1	ZBN20001228.0400.0015-T1
Q2	ZBN20001228.0400.0015-T2
Q3	ZBN20001228.0400.0015-T3
Q4	ZBN20001228.0400.0015-T4
Q5	ZBN20001228.0400.0015-V1
QM5	ZBN20001228.0400.0015-V1-1
