CE14	XIN20001207.0800.0071-CE1
CE15	XIN20001207.0800.0071-CE2
CE16	XIN20001207.0800.0071-CE3
CE17	XIN20001207.0800.0071-CE4
CE18	XIN20001207.0800.0071-CE5
CE19	XIN20001207.0800.0071-CE6
CE20	XIN20001207.0800.0071-CE7
CE21	XIN20001207.0800.0071-CE8
CE22	XIN20001207.0800.0071-CE9
CE23	XIN20001207.0800.0071-CE10
CE24	XIN20001207.0800.0071-CE11
CE25	XIN20001207.0800.0071-CE12
CE26	XIN20001207.0800.0071-CE13
CE27	XIN20001207.0800.0071-CE14
CE28	XIN20001207.0800.0071-CE15
CE29	XIN20001207.0800.0071-CE16
CE30	XIN20001207.0800.0071-CE17
CE31	XIN20001207.0800.0071-CE18
CE32	XIN20001207.0800.0071-CE19
CE33	XIN20001207.0800.0071-CE20
CE34	XIN20001207.0800.0071-CE21
CE35	XIN20001207.0800.0071-CE22
CE36	XIN20001207.0800.0071-CE23
CE37	XIN20001207.0800.0071-CE24
CE38	XIN20001207.0800.0071-CE25
CE39	XIN20001207.0800.0071-CE26
CE40	XIN20001207.0800.0071-CE27
CE41	XIN20001207.0800.0071-CE28
CE42	XIN20001207.0800.0071-CE29
CE43	XIN20001207.0800.0071-CE30
CE44	XIN20001207.0800.0071-CE31
CE45	XIN20001207.0800.0071-CE32
CE46	XIN20001207.0800.0071-CE33
CE47	XIN20001207.0800.0071-CE34
CE48	XIN20001207.0800.0071-CE35
CE49	XIN20001207.0800.0071-CE36
CE3	XIN20001207.0800.0071-CE37
CE4	XIN20001207.0800.0071-CE38
CE5	XIN20001207.0800.0071-CE39
CE6	XIN20001207.0800.0071-CE40
CE7	XIN20001207.0800.0071-CE41
CE8	XIN20001207.0800.0071-CE42
CE9	XIN20001207.0800.0071-CE43
CE10	XIN20001207.0800.0071-CE44
CE11	XIN20001207.0800.0071-CE45
CE12	XIN20001207.0800.0071-CE46
CE13	XIN20001207.0800.0071-CE47
E14	XIN20001207.0800.0071-E1
E15	XIN20001207.0800.0071-E2
E16	XIN20001207.0800.0071-E3
