CE12	soc.history.war.world-war-ii_20050127.2403-CE1
CE13	soc.history.war.world-war-ii_20050127.2403-CE2
CE14	soc.history.war.world-war-ii_20050127.2403-CE3
CE15	soc.history.war.world-war-ii_20050127.2403-CE4
CE16	soc.history.war.world-war-ii_20050127.2403-CE5
CE17	soc.history.war.world-war-ii_20050127.2403-CE6
CE18	soc.history.war.world-war-ii_20050127.2403-CE7
CE19	soc.history.war.world-war-ii_20050127.2403-CE8
CE20	soc.history.war.world-war-ii_20050127.2403-CE9
CE21	soc.history.war.world-war-ii_20050127.2403-CE10
CE22	soc.history.war.world-war-ii_20050127.2403-CE11
CE23	soc.history.war.world-war-ii_20050127.2403-CE12
CE24	soc.history.war.world-war-ii_20050127.2403-CE13
CE25	soc.history.war.world-war-ii_20050127.2403-CE14
CE26	soc.history.war.world-war-ii_20050127.2403-CE15
CE27	soc.history.war.world-war-ii_20050127.2403-CE16
CE28	soc.history.war.world-war-ii_20050127.2403-CE17
CE29	soc.history.war.world-war-ii_20050127.2403-CE18
CE30	soc.history.war.world-war-ii_20050127.2403-CE19
CE31	soc.history.war.world-war-ii_20050127.2403-CE20
CE32	soc.history.war.world-war-ii_20050127.2403-CE21
CE33	soc.history.war.world-war-ii_20050127.2403-CE22
CE34	soc.history.war.world-war-ii_20050127.2403-CE23
CE35	soc.history.war.world-war-ii_20050127.2403-CE24
CE36	soc.history.war.world-war-ii_20050127.2403-CE25
CE37	soc.history.war.world-war-ii_20050127.2403-CE26
CE38	soc.history.war.world-war-ii_20050127.2403-CE27
CE39	soc.history.war.world-war-ii_20050127.2403-CE28
CE40	soc.history.war.world-war-ii_20050127.2403-CE29
CE41	soc.history.war.world-war-ii_20050127.2403-CE30
CE42	soc.history.war.world-war-ii_20050127.2403-CE31
CE43	soc.history.war.world-war-ii_20050127.2403-CE32
CE44	soc.history.war.world-war-ii_20050127.2403-CE33
CE45	soc.history.war.world-war-ii_20050127.2403-CE34
CE46	soc.history.war.world-war-ii_20050127.2403-CE35
CE47	soc.history.war.world-war-ii_20050127.2403-CE36
CE48	soc.history.war.world-war-ii_20050127.2403-CE37
CE49	soc.history.war.world-war-ii_20050127.2403-CE38
CE50	soc.history.war.world-war-ii_20050127.2403-CE39
CE51	soc.history.war.world-war-ii_20050127.2403-CE40
CE53	soc.history.war.world-war-ii_20050127.2403-CE41
CE2	soc.history.war.world-war-ii_20050127.2403-CE42
CE54	soc.history.war.world-war-ii_20050127.2403-CE43
CE55	soc.history.war.world-war-ii_20050127.2403-CE44
CE56	soc.history.war.world-war-ii_20050127.2403-CE45
CE57	soc.history.war.world-war-ii_20050127.2403-CE46
CE58	soc.history.war.world-war-ii_20050127.2403-CE47
CE59	soc.history.war.world-war-ii_20050127.2403-CE48
CE60	soc.history.war.world-war-ii_20050127.2403-CE49
CE61	soc.history.war.world-war-ii_20050127.2403-CE50
CE62	soc.history.war.world-war-ii_20050127.2403-CE51
CE65	soc.history.war.world-war-ii_20050127.2403-CE52
CE3	soc.history.war.world-war-ii_20050127.2403-CE53
CE4	soc.history.war.world-war-ii_20050127.2403-CE54
CE5	soc.history.war.world-war-ii_20050127.2403-CE55
CE6	soc.history.war.world-war-ii_20050127.2403-CE56
CE7	soc.history.war.world-war-ii_20050127.2403-CE57
CE8	soc.history.war.world-war-ii_20050127.2403-CE58
CE9	soc.history.war.world-war-ii_20050127.2403-CE59
CE10	soc.history.war.world-war-ii_20050127.2403-CE60
CE11	soc.history.war.world-war-ii_20050127.2403-CE61
E12	soc.history.war.world-war-ii_20050127.2403-E1
E13	soc.history.war.world-war-ii_20050127.2403-E2
E14	soc.history.war.world-war-ii_20050127.2403-E3
E15	soc.history.war.world-war-ii_20050127.2403-E4
E16	soc.history.war.world-war-ii_20050127.2403-E5
E18	soc.history.war.world-war-ii_20050127.2403-E6
E19	soc.history.war.world-war-ii_20050127.2403-E7
E20	soc.history.war.world-war-ii_20050127.2403-E8
E21	soc.history.war.world-war-ii_20050127.2403-E9
E22	soc.history.war.world-war-ii_20050127.2403-E10
E23	soc.history.war.world-war-ii_20050127.2403-E11
E24	soc.history.war.world-war-ii_20050127.2403-E12
E25	soc.history.war.world-war-ii_20050127.2403-E13
E27	soc.history.war.world-war-ii_20050127.2403-E14
E28	soc.history.war.world-war-ii_20050127.2403-E15
E29	soc.history.war.world-war-ii_20050127.2403-E16
E30	soc.history.war.world-war-ii_20050127.2403-E17
E31	soc.history.war.world-war-ii_20050127.2403-E18
