CE12	rec.boats_20050130.1006-CE1
CE13	rec.boats_20050130.1006-CE2
CE14	rec.boats_20050130.1006-CE3
CE26	rec.boats_20050130.1006-CE4
CE15	rec.boats_20050130.1006-CE5
CE16	rec.boats_20050130.1006-CE6
CE17	rec.boats_20050130.1006-CE7
CE18	rec.boats_20050130.1006-CE8
CE20	rec.boats_20050130.1006-CE9
CE22	rec.boats_20050130.1006-CE10
CE23	rec.boats_20050130.1006-CE11
CE24	rec.boats_20050130.1006-CE12
CE27	rec.boats_20050130.1006-CE13
CE28	rec.boats_20050130.1006-CE14
CE29	rec.boats_20050130.1006-CE15
CE30	rec.boats_20050130.1006-CE16
CE32	rec.boats_20050130.1006-CE17
CE33	rec.boats_20050130.1006-CE18
CE34	rec.boats_20050130.1006-CE19
CE35	rec.boats_20050130.1006-CE20
CE36	rec.boats_20050130.1006-CE21
CE37	rec.boats_20050130.1006-CE22
CE38	rec.boats_20050130.1006-CE23
CE39	rec.boats_20050130.1006-CE24
CE40	rec.boats_20050130.1006-CE25
CE41	rec.boats_20050130.1006-CE26
CE42	rec.boats_20050130.1006-CE27
CE1	rec.boats_20050130.1006-CE28
CE43	rec.boats_20050130.1006-CE29
CE44	rec.boats_20050130.1006-CE30
CE45	rec.boats_20050130.1006-CE31
CE46	rec.boats_20050130.1006-CE32
CE47	rec.boats_20050130.1006-CE33
CE49	rec.boats_20050130.1006-CE34
CE50	rec.boats_20050130.1006-CE35
CE51	rec.boats_20050130.1006-CE36
CE52	rec.boats_20050130.1006-CE37
CE53	rec.boats_20050130.1006-CE38
CE54	rec.boats_20050130.1006-CE39
CE55	rec.boats_20050130.1006-CE40
CE56	rec.boats_20050130.1006-CE41
CE57	rec.boats_20050130.1006-CE42
CE59	rec.boats_20050130.1006-CE43
CE60	rec.boats_20050130.1006-CE44
CE61	rec.boats_20050130.1006-CE45
CE62	rec.boats_20050130.1006-CE46
CE63	rec.boats_20050130.1006-CE47
CE65	rec.boats_20050130.1006-CE48
CE66	rec.boats_20050130.1006-CE49
CE67	rec.boats_20050130.1006-CE50
CE68	rec.boats_20050130.1006-CE51
CE69	rec.boats_20050130.1006-CE52
CE70	rec.boats_20050130.1006-CE53
CE71	rec.boats_20050130.1006-CE54
CE72	rec.boats_20050130.1006-CE55
CE73	rec.boats_20050130.1006-CE56
CE74	rec.boats_20050130.1006-CE57
CE75	rec.boats_20050130.1006-CE58
CE76	rec.boats_20050130.1006-CE59
CE2	rec.boats_20050130.1006-CE60
CE77	rec.boats_20050130.1006-CE61
CE78	rec.boats_20050130.1006-CE62
CE79	rec.boats_20050130.1006-CE63
CE81	rec.boats_20050130.1006-CE64
CE82	rec.boats_20050130.1006-CE65
CE83	rec.boats_20050130.1006-CE66
CE84	rec.boats_20050130.1006-CE67
CE3	rec.boats_20050130.1006-CE68
CE25	rec.boats_20050130.1006-CE69
CE5	rec.boats_20050130.1006-CE70
CE6	rec.boats_20050130.1006-CE71
CE7	rec.boats_20050130.1006-CE72
CE8	rec.boats_20050130.1006-CE73
CE9	rec.boats_20050130.1006-CE74
CE10	rec.boats_20050130.1006-CE75
CE11	rec.boats_20050130.1006-CE76
E12	rec.boats_20050130.1006-E1
E13	rec.boats_20050130.1006-E2
E14	rec.boats_20050130.1006-E3
E15	rec.boats_20050130.1006-E4
E16	rec.boats_20050130.1006-E5
E29	rec.boats_20050130.1006-E6
E17	rec.boats_20050130.1006-E7
E18	rec.boats_20050130.1006-E8
E19	rec.boats_20050130.1006-E9
E20	rec.boats_20050130.1006-E10
E22	rec.boats_20050130.1006-E11
E30	rec.boats_20050130.1006-E12
E24	rec.boats_20050130.1006-E13
E25	rec.boats_20050130.1006-E14
E26	rec.boats_20050130.1006-E15
E31	rec.boats_20050130.1006-E16
E33	rec.boats_20050130.1006-E17
E34	rec.boats_20050130.1006-E18
E35	rec.boats_20050130.1006-E19
E37	rec.boats_20050130.1006-E20
E1	rec.boats_20050130.1006-E21
E38	rec.boats_20050130.1006-E22
E39	rec.boats_20050130.1006-E23
E40	rec.boats_20050130.1006-E24
E41	rec.boats_20050130.1006-E25
E42	rec.boats_20050130.1006-E26
E43	rec.boats_20050130.1006-E27
E44	rec.boats_20050130.1006-E28
E45	rec.boats_20050130.1006-E29
E46	rec.boats_20050130.1006-E30
E47	rec.boats_20050130.1006-E31
E48	rec.boats_20050130.1006-E32
E49	rec.boats_20050130.1006-E33
E50	rec.boats_20050130.1006-E34
E51	rec.boats_20050130.1006-E35
E52	rec.boats_20050130.1006-E36
E53	rec.boats_20050130.1006-E37
E54	rec.boats_20050130.1006-E38
E55	rec.boats_20050130.1006-E39
E57	rec.boats_20050130.1006-E40
E58	rec.boats_20050130.1006-E41
E59	rec.boats_20050130.1006-E42
E60	rec.boats_20050130.1006-E43
E62	rec.boats_20050130.1006-E44
E63	rec.boats_20050130.1006-E45
E64	rec.boats_20050130.1006-E46
E65	rec.boats_20050130.1006-E47
E66	rec.boats_20050130.1006-E48
E67	rec.boats_20050130.1006-E49
E69	rec.boats_20050130.1006-E50
E70	rec.boats_20050130.1006-E51
E71	rec.boats_20050130.1006-E52
E72	rec.boats_20050130.1006-E53
E73	rec.boats_20050130.1006-E54
E74	rec.boats_20050130.1006-E55
E75	rec.boats_20050130.1006-E56
E78	rec.boats_20050130.1006-E57
E79	rec.boats_20050130.1006-E58
E80	rec.boats_20050130.1006-E59
E81	rec.boats_20050130.1006-E60
E82	rec.boats_20050130.1006-E61
E2	rec.boats_20050130.1006-E62
E83	rec.boats_20050130.1006-E63
E84	rec.boats_20050130.1006-E64
E85	rec.boats_20050130.1006-E65
E86	rec.boats_20050130.1006-E66
E87	rec.boats_20050130.1006-E67
E88	rec.boats_20050130.1006-E68
E89	rec.boats_20050130.1006-E69
E90	rec.boats_20050130.1006-E70
E91	rec.boats_20050130.1006-E71
E92	rec.boats_20050130.1006-E72
E93	rec.boats_20050130.1006-E73
E94	rec.boats_20050130.1006-E74
E96	rec.boats_20050130.1006-E75
E97	rec.boats_20050130.1006-E76
E98	rec.boats_20050130.1006-E77
E99	rec.boats_20050130.1006-E78
E100	rec.boats_20050130.1006-E79
E101	rec.boats_20050130.1006-E80
E102	rec.boats_20050130.1006-E81
E103	rec.boats_20050130.1006-E82
E104	rec.boats_20050130.1006-E83
E105	rec.boats_20050130.1006-E84
E3	rec.boats_20050130.1006-E85
E28	rec.boats_20050130.1006-E86
E5	rec.boats_20050130.1006-E87
E6	rec.boats_20050130.1006-E88
E7	rec.boats_20050130.1006-E89
E8	rec.boats_20050130.1006-E90
E9	rec.boats_20050130.1006-E91
E10	rec.boats_20050130.1006-E92
E11	rec.boats_20050130.1006-E93
EM44	rec.boats_20050130.1006-E86-1
EM17	rec.boats_20050130.1006-E2-2
EM18	rec.boats_20050130.1006-E4-3
EM19	rec.boats_20050130.1006-E5-4
EM22	rec.boats_20050130.1006-E21-5
EM23	rec.boats_20050130.1006-E7-6
EM24	rec.boats_20050130.1006-E8-7
EM25	rec.boats_20050130.1006-E9-8
EM26	rec.boats_20050130.1006-E3-9
EM27	rec.boats_20050130.1006-E10-10
EM28	rec.boats_20050130.1006-E10-11
EM48	rec.boats_20050130.1006-E12-12
EM29	rec.boats_20050130.1006-E10-13
EM30	rec.boats_20050130.1006-E11-14
EM49	rec.boats_20050130.1006-E16-15
EM32	rec.boats_20050130.1006-E13-16
EM33	rec.boats_20050130.1006-E87-17
EM34	rec.boats_20050130.1006-E14-18
EM35	rec.boats_20050130.1006-E93-19
EM36	rec.boats_20050130.1006-E21-20
EM37	rec.boats_20050130.1006-E10-21
EM38	rec.boats_20050130.1006-E10-22
EM39	rec.boats_20050130.1006-E15-23
EM40	rec.boats_20050130.1006-E10-24
EM41	rec.boats_20050130.1006-E87-25
EM42	rec.boats_20050130.1006-E10-26
EM43	rec.boats_20050130.1006-E21-27
EM50	rec.boats_20050130.1006-E6-28
EM51	rec.boats_20050130.1006-E17-29
EM52	rec.boats_20050130.1006-E21-30
EM53	rec.boats_20050130.1006-E21-31
EM54	rec.boats_20050130.1006-E21-32
EM55	rec.boats_20050130.1006-E18-33
EM56	rec.boats_20050130.1006-E19-34
EM57	rec.boats_20050130.1006-E19-35
EM58	rec.boats_20050130.1006-E19-36
EM60	rec.boats_20050130.1006-E20-37
EM64	rec.boats_20050130.1006-E88-38
EM65	rec.boats_20050130.1006-E88-39
EM66	rec.boats_20050130.1006-E88-40
EM67	rec.boats_20050130.1006-E22-41
EM68	rec.boats_20050130.1006-E87-42
EM69	rec.boats_20050130.1006-E22-43
EM70	rec.boats_20050130.1006-E23-44
EM71	rec.boats_20050130.1006-E24-45
EM72	rec.boats_20050130.1006-E25-46
EM73	rec.boats_20050130.1006-E26-47
EM74	rec.boats_20050130.1006-E27-48
EM75	rec.boats_20050130.1006-E21-49
EM76	rec.boats_20050130.1006-E28-50
EM77	rec.boats_20050130.1006-E3-51
EM78	rec.boats_20050130.1006-E29-52
EM79	rec.boats_20050130.1006-E29-53
EM80	rec.boats_20050130.1006-E30-54
EM81	rec.boats_20050130.1006-E31-55
EM82	rec.boats_20050130.1006-E32-56
EM83	rec.boats_20050130.1006-E33-57
EM84	rec.boats_20050130.1006-E34-58
EM85	rec.boats_20050130.1006-E19-59
EM86	rec.boats_20050130.1006-E32-60
EM87	rec.boats_20050130.1006-E32-61
EM88	rec.boats_20050130.1006-E35-62
EM89	rec.boats_20050130.1006-E35-63
EM90	rec.boats_20050130.1006-E36-64
EM91	rec.boats_20050130.1006-E37-65
EM92	rec.boats_20050130.1006-E38-66
EM93	rec.boats_20050130.1006-E37-67
EM94	rec.boats_20050130.1006-E39-68
EM96	rec.boats_20050130.1006-E85-69
EM97	rec.boats_20050130.1006-E40-70
EM98	rec.boats_20050130.1006-E41-71
EM99	rec.boats_20050130.1006-E42-72
EM100	rec.boats_20050130.1006-E43-73
EM101	rec.boats_20050130.1006-E44-74
EM2	rec.boats_20050130.1006-E62-75
EM102	rec.boats_20050130.1006-E45-76
EM103	rec.boats_20050130.1006-E46-77
EM104	rec.boats_20050130.1006-E47-78
EM105	rec.boats_20050130.1006-E48-79
EM106	rec.boats_20050130.1006-E49-80
EM107	rec.boats_20050130.1006-E19-81
EM108	rec.boats_20050130.1006-E19-82
EM111	rec.boats_20050130.1006-E46-83
EM112	rec.boats_20050130.1006-E50-84
EM113	rec.boats_20050130.1006-E51-85
EM114	rec.boats_20050130.1006-E51-86
EM115	rec.boats_20050130.1006-E52-87
EM116	rec.boats_20050130.1006-E85-88
EM117	rec.boats_20050130.1006-E87-89
EM118	rec.boats_20050130.1006-E51-90
EM119	rec.boats_20050130.1006-E53-91
EM120	rec.boats_20050130.1006-E54-92
EM121	rec.boats_20050130.1006-E55-93
EM122	rec.boats_20050130.1006-E51-94
EM123	rec.boats_20050130.1006-E56-95
EM127	rec.boats_20050130.1006-E57-96
EM128	rec.boats_20050130.1006-E85-97
EM129	rec.boats_20050130.1006-E57-98
EM130	rec.boats_20050130.1006-E58-99
EM131	rec.boats_20050130.1006-E56-100
EM132	rec.boats_20050130.1006-E58-101
EM133	rec.boats_20050130.1006-E59-102
EM134	rec.boats_20050130.1006-E19-103
EM135	rec.boats_20050130.1006-E58-104
EM136	rec.boats_20050130.1006-E60-105
EM137	rec.boats_20050130.1006-E19-106
EM138	rec.boats_20050130.1006-E19-107
EM139	rec.boats_20050130.1006-E19-108
EM140	rec.boats_20050130.1006-E19-109
EM141	rec.boats_20050130.1006-E87-110
EM142	rec.boats_20050130.1006-E87-111
EM143	rec.boats_20050130.1006-E61-112
EM144	rec.boats_20050130.1006-E61-113
EM145	rec.boats_20050130.1006-E19-114
EM146	rec.boats_20050130.1006-E63-115
EM147	rec.boats_20050130.1006-E87-116
EM148	rec.boats_20050130.1006-E85-117
EM150	rec.boats_20050130.1006-E85-118
EM151	rec.boats_20050130.1006-E51-119
EM152	rec.boats_20050130.1006-E51-120
EM153	rec.boats_20050130.1006-E51-121
EM154	rec.boats_20050130.1006-E51-122
EM155	rec.boats_20050130.1006-E51-123
EM156	rec.boats_20050130.1006-E51-124
EM157	rec.boats_20050130.1006-E64-125
EM158	rec.boats_20050130.1006-E65-126
EM159	rec.boats_20050130.1006-E66-127
EM160	rec.boats_20050130.1006-E67-128
EM161	rec.boats_20050130.1006-E68-129
EM162	rec.boats_20050130.1006-E57-130
EM163	rec.boats_20050130.1006-E57-131
EM164	rec.boats_20050130.1006-E69-132
EM165	rec.boats_20050130.1006-E70-133
EM166	rec.boats_20050130.1006-E71-134
EM167	rec.boats_20050130.1006-E72-135
EM168	rec.boats_20050130.1006-E57-136
EM169	rec.boats_20050130.1006-E73-137
EM170	rec.boats_20050130.1006-E74-138
EM172	rec.boats_20050130.1006-E75-139
EM173	rec.boats_20050130.1006-E57-140
EM174	rec.boats_20050130.1006-E76-141
EM175	rec.boats_20050130.1006-E77-142
EM176	rec.boats_20050130.1006-E78-143
EM177	rec.boats_20050130.1006-E79-144
EM179	rec.boats_20050130.1006-E80-145
EM180	rec.boats_20050130.1006-E81-146
EM181	rec.boats_20050130.1006-E82-147
EM182	rec.boats_20050130.1006-E73-148
EM3	rec.boats_20050130.1006-E85-149
EM183	rec.boats_20050130.1006-E32-150
EM184	rec.boats_20050130.1006-E83-151
EM185	rec.boats_20050130.1006-E84-152
EM45	rec.boats_20050130.1006-E21-153
EM5	rec.boats_20050130.1006-E87-154
EM6	rec.boats_20050130.1006-E88-155
EM7	rec.boats_20050130.1006-E89-156
EM8	rec.boats_20050130.1006-E87-157
EM9	rec.boats_20050130.1006-E90-158
EM10	rec.boats_20050130.1006-E91-159
EM11	rec.boats_20050130.1006-E92-160
EM12	rec.boats_20050130.1006-E21-161
EM46	rec.boats_20050130.1006-E6-162
EM13	rec.boats_20050130.1006-E21-163
EM14	rec.boats_20050130.1006-E21-164
EM15	rec.boats_20050130.1006-E93-165
EM16	rec.boats_20050130.1006-E1-166
R1	rec.boats_20050130.1006-R1
R2	rec.boats_20050130.1006-R2
R3	rec.boats_20050130.1006-R3
R4	rec.boats_20050130.1006-R4
R5	rec.boats_20050130.1006-R5
R7	rec.boats_20050130.1006-R6
R8	rec.boats_20050130.1006-R7
R10	rec.boats_20050130.1006-R8
R11	rec.boats_20050130.1006-R9
R12	rec.boats_20050130.1006-R10
R13	rec.boats_20050130.1006-R11
R14	rec.boats_20050130.1006-R12
R15	rec.boats_20050130.1006-R13
R16	rec.boats_20050130.1006-R14
R17	rec.boats_20050130.1006-R15
R19	rec.boats_20050130.1006-R16
R21	rec.boats_20050130.1006-R17
