CE8	FLOPPINGACES_20050203.1953.038-CE1
CE9	FLOPPINGACES_20050203.1953.038-CE2
CE10	FLOPPINGACES_20050203.1953.038-CE3
CE11	FLOPPINGACES_20050203.1953.038-CE4
CE53	FLOPPINGACES_20050203.1953.038-CE5
CE13	FLOPPINGACES_20050203.1953.038-CE6
CE14	FLOPPINGACES_20050203.1953.038-CE7
CE15	FLOPPINGACES_20050203.1953.038-CE8
CE16	FLOPPINGACES_20050203.1953.038-CE9
CE40	FLOPPINGACES_20050203.1953.038-CE10
CE17	FLOPPINGACES_20050203.1953.038-CE11
CE18	FLOPPINGACES_20050203.1953.038-CE12
CE19	FLOPPINGACES_20050203.1953.038-CE13
CE20	FLOPPINGACES_20050203.1953.038-CE14
CE21	FLOPPINGACES_20050203.1953.038-CE15
CE22	FLOPPINGACES_20050203.1953.038-CE16
CE23	FLOPPINGACES_20050203.1953.038-CE17
CE24	FLOPPINGACES_20050203.1953.038-CE18
CE25	FLOPPINGACES_20050203.1953.038-CE19
CE26	FLOPPINGACES_20050203.1953.038-CE20
CE1	FLOPPINGACES_20050203.1953.038-CE21
CE27	FLOPPINGACES_20050203.1953.038-CE22
CE28	FLOPPINGACES_20050203.1953.038-CE23
CE29	FLOPPINGACES_20050203.1953.038-CE24
CE30	FLOPPINGACES_20050203.1953.038-CE25
CE31	FLOPPINGACES_20050203.1953.038-CE26
CE32	FLOPPINGACES_20050203.1953.038-CE27
CE33	FLOPPINGACES_20050203.1953.038-CE28
CE34	FLOPPINGACES_20050203.1953.038-CE29
CE35	FLOPPINGACES_20050203.1953.038-CE30
CE36	FLOPPINGACES_20050203.1953.038-CE31
CE37	FLOPPINGACES_20050203.1953.038-CE32
CE38	FLOPPINGACES_20050203.1953.038-CE33
CE39	FLOPPINGACES_20050203.1953.038-CE34
CE42	FLOPPINGACES_20050203.1953.038-CE35
CE43	FLOPPINGACES_20050203.1953.038-CE36
CE44	FLOPPINGACES_20050203.1953.038-CE37
CE45	FLOPPINGACES_20050203.1953.038-CE38
CE47	FLOPPINGACES_20050203.1953.038-CE39
CE48	FLOPPINGACES_20050203.1953.038-CE40
CE49	FLOPPINGACES_20050203.1953.038-CE41
CE50	FLOPPINGACES_20050203.1953.038-CE42
CE51	FLOPPINGACES_20050203.1953.038-CE43
CE52	FLOPPINGACES_20050203.1953.038-CE44
CE2	FLOPPINGACES_20050203.1953.038-CE45
CE3	FLOPPINGACES_20050203.1953.038-CE46
CE4	FLOPPINGACES_20050203.1953.038-CE47
CE6	FLOPPINGACES_20050203.1953.038-CE48
E16	FLOPPINGACES_20050203.1953.038-E1
E17	FLOPPINGACES_20050203.1953.038-E2
E18	FLOPPINGACES_20050203.1953.038-E3
E19	FLOPPINGACES_20050203.1953.038-E4
E94	FLOPPINGACES_20050203.1953.038-E5
E21	FLOPPINGACES_20050203.1953.038-E6
E22	FLOPPINGACES_20050203.1953.038-E7
E23	FLOPPINGACES_20050203.1953.038-E8
E24	FLOPPINGACES_20050203.1953.038-E9
E25	FLOPPINGACES_20050203.1953.038-E10
E26	FLOPPINGACES_20050203.1953.038-E11
E27	FLOPPINGACES_20050203.1953.038-E12
E28	FLOPPINGACES_20050203.1953.038-E13
E74	FLOPPINGACES_20050203.1953.038-E14
E30	FLOPPINGACES_20050203.1953.038-E15
E31	FLOPPINGACES_20050203.1953.038-E16
E32	FLOPPINGACES_20050203.1953.038-E17
E33	FLOPPINGACES_20050203.1953.038-E18
E34	FLOPPINGACES_20050203.1953.038-E19
E35	FLOPPINGACES_20050203.1953.038-E20
E36	FLOPPINGACES_20050203.1953.038-E21
E1	FLOPPINGACES_20050203.1953.038-E22
E37	FLOPPINGACES_20050203.1953.038-E23
E38	FLOPPINGACES_20050203.1953.038-E24
E39	FLOPPINGACES_20050203.1953.038-E25
E40	FLOPPINGACES_20050203.1953.038-E26
