CE6	MARKBACKER_20050217.0647-CE1
CE7	MARKBACKER_20050217.0647-CE2
CE8	MARKBACKER_20050217.0647-CE3
CE9	MARKBACKER_20050217.0647-CE4
CE10	MARKBACKER_20050217.0647-CE5
CE11	MARKBACKER_20050217.0647-CE6
CE12	MARKBACKER_20050217.0647-CE7
CE13	MARKBACKER_20050217.0647-CE8
CE15	MARKBACKER_20050217.0647-CE9
CE16	MARKBACKER_20050217.0647-CE10
CE17	MARKBACKER_20050217.0647-CE11
CE18	MARKBACKER_20050217.0647-CE12
CE19	MARKBACKER_20050217.0647-CE13
CE21	MARKBACKER_20050217.0647-CE14
CE22	MARKBACKER_20050217.0647-CE15
CE23	MARKBACKER_20050217.0647-CE16
CE24	MARKBACKER_20050217.0647-CE17
CE25	MARKBACKER_20050217.0647-CE18
CE47	MARKBACKER_20050217.0647-CE19
CE27	MARKBACKER_20050217.0647-CE20
CE28	MARKBACKER_20050217.0647-CE21
CE29	MARKBACKER_20050217.0647-CE22
CE30	MARKBACKER_20050217.0647-CE23
CE31	MARKBACKER_20050217.0647-CE24
CE32	MARKBACKER_20050217.0647-CE25
CE33	MARKBACKER_20050217.0647-CE26
CE34	MARKBACKER_20050217.0647-CE27
CE35	MARKBACKER_20050217.0647-CE28
CE36	MARKBACKER_20050217.0647-CE29
CE37	MARKBACKER_20050217.0647-CE30
CE38	MARKBACKER_20050217.0647-CE31
CE39	MARKBACKER_20050217.0647-CE32
CE40	MARKBACKER_20050217.0647-CE33
CE41	MARKBACKER_20050217.0647-CE34
CE42	MARKBACKER_20050217.0647-CE35
CE43	MARKBACKER_20050217.0647-CE36
CE44	MARKBACKER_20050217.0647-CE37
CE45	MARKBACKER_20050217.0647-CE38
CE46	MARKBACKER_20050217.0647-CE39
CE1	MARKBACKER_20050217.0647-CE40
CE2	MARKBACKER_20050217.0647-CE41
CE3	MARKBACKER_20050217.0647-CE42
CE4	MARKBACKER_20050217.0647-CE43
CE5	MARKBACKER_20050217.0647-CE44
E8	MARKBACKER_20050217.0647-E1
E9	MARKBACKER_20050217.0647-E2
E10	MARKBACKER_20050217.0647-E3
E11	MARKBACKER_20050217.0647-E4
E12	MARKBACKER_20050217.0647-E5
E13	MARKBACKER_20050217.0647-E6
E14	MARKBACKER_20050217.0647-E7
E15	MARKBACKER_20050217.0647-E8
E17	MARKBACKER_20050217.0647-E9
E18	MARKBACKER_20050217.0647-E10
E19	MARKBACKER_20050217.0647-E11
E20	MARKBACKER_20050217.0647-E12
E21	MARKBACKER_20050217.0647-E13
E22	MARKBACKER_20050217.0647-E14
E23	MARKBACKER_20050217.0647-E15
E24	MARKBACKER_20050217.0647-E16
E25	MARKBACKER_20050217.0647-E17
E26	MARKBACKER_20050217.0647-E18
E27	MARKBACKER_20050217.0647-E19
E58	MARKBACKER_20050217.0647-E20
E29	MARKBACKER_20050217.0647-E21
E30	MARKBACKER_20050217.0647-E22
E31	MARKBACKER_20050217.0647-E23
E32	MARKBACKER_20050217.0647-E24
E33	MARKBACKER_20050217.0647-E25
E34	MARKBACKER_20050217.0647-E26
E37	MARKBACKER_20050217.0647-E27
E38	MARKBACKER_20050217.0647-E28
E39	MARKBACKER_20050217.0647-E29
E40	MARKBACKER_20050217.0647-E30
E41	MARKBACKER_20050217.0647-E31
E42	MARKBACKER_20050217.0647-E32
E43	MARKBACKER_20050217.0647-E33
E44	MARKBACKER_20050217.0647-E34
E45	MARKBACKER_20050217.0647-E35
E46	MARKBACKER_20050217.0647-E36
E47	MARKBACKER_20050217.0647-E37
E48	MARKBACKER_20050217.0647-E38
E49	MARKBACKER_20050217.0647-E39
E50	MARKBACKER_20050217.0647-E40
E51	MARKBACKER_20050217.0647-E41
E52	MARKBACKER_20050217.0647-E42
E53	MARKBACKER_20050217.0647-E43
E54	MARKBACKER_20050217.0647-E44
E55	MARKBACKER_20050217.0647-E45
E56	MARKBACKER_20050217.0647-E46
E57	MARKBACKER_20050217.0647-E47
E1	MARKBACKER_20050217.0647-E48
E2	MARKBACKER_20050217.0647-E49
E3	MARKBACKER_20050217.0647-E50
E4	MARKBACKER_20050217.0647-E51
E5	MARKBACKER_20050217.0647-E52
E6	MARKBACKER_20050217.0647-E53
E7	MARKBACKER_20050217.0647-E54
EM9	MARKBACKER_20050217.0647-E2-1
EM10	MARKBACKER_20050217.0647-E3-2
EM11	MARKBACKER_20050217.0647-E4-3
EM12	MARKBACKER_20050217.0647-E3-4
EM13	MARKBACKER_20050217.0647-E53-5
EM14	MARKBACKER_20050217.0647-E53-6
EM15	MARKBACKER_20050217.0647-E3-7
EM16	MARKBACKER_20050217.0647-E1-8
EM17	MARKBACKER_20050217.0647-E5-9
EM18	MARKBACKER_20050217.0647-E5-10
EM19	MARKBACKER_20050217.0647-E5-11
EM20	MARKBACKER_20050217.0647-E3-12
EM21	MARKBACKER_20050217.0647-E6-13
EM22	MARKBACKER_20050217.0647-E7-14
EM23	MARKBACKER_20050217.0647-E8-15
EM24	MARKBACKER_20050217.0647-E53-16
EM25	MARKBACKER_20050217.0647-E1-17
EM26	MARKBACKER_20050217.0647-E53-18
EM27	MARKBACKER_20050217.0647-E53-19
EM28	MARKBACKER_20050217.0647-E53-20
EM30	MARKBACKER_20050217.0647-E50-21
EM31	MARKBACKER_20050217.0647-E9-22
EM32	MARKBACKER_20050217.0647-E10-23
EM33	MARKBACKER_20050217.0647-E11-24
EM34	MARKBACKER_20050217.0647-E12-25
EM35	MARKBACKER_20050217.0647-E50-26
EM36	MARKBACKER_20050217.0647-E13-27
EM37	MARKBACKER_20050217.0647-E14-28
EM38	MARKBACKER_20050217.0647-E13-29
EM39	MARKBACKER_20050217.0647-E15-30
EM40	MARKBACKER_20050217.0647-E16-31
EM41	MARKBACKER_20050217.0647-E17-32
EM42	MARKBACKER_20050217.0647-E18-33
EM43	MARKBACKER_20050217.0647-E19-34
EM104	MARKBACKER_20050217.0647-E20-35
EM44	MARKBACKER_20050217.0647-E5-36
EM45	MARKBACKER_20050217.0647-E21-37
EM46	MARKBACKER_20050217.0647-E4-38
EM47	MARKBACKER_20050217.0647-E22-39
EM48	MARKBACKER_20050217.0647-E4-40
EM49	MARKBACKER_20050217.0647-E4-41
EM50	MARKBACKER_20050217.0647-E4-42
EM51	MARKBACKER_20050217.0647-E4-43
EM52	MARKBACKER_20050217.0647-E4-44
EM53	MARKBACKER_20050217.0647-E23-45
EM54	MARKBACKER_20050217.0647-E4-46
EM55	MARKBACKER_20050217.0647-E4-47
EM56	MARKBACKER_20050217.0647-E24-48
EM57	MARKBACKER_20050217.0647-E25-49
EM58	MARKBACKER_20050217.0647-E26-50
EM59	MARKBACKER_20050217.0647-E27-51
EM60	MARKBACKER_20050217.0647-E4-52
EM61	MARKBACKER_20050217.0647-E28-53
EM62	MARKBACKER_20050217.0647-E4-54
EM63	MARKBACKER_20050217.0647-E4-55
EM64	MARKBACKER_20050217.0647-E29-56
EM65	MARKBACKER_20050217.0647-E53-57
EM66	MARKBACKER_20050217.0647-E4-58
EM67	MARKBACKER_20050217.0647-E4-59
EM68	MARKBACKER_20050217.0647-E4-60
EM69	MARKBACKER_20050217.0647-E4-61
EM70	MARKBACKER_20050217.0647-E4-62
EM71	MARKBACKER_20050217.0647-E4-63
EM72	MARKBACKER_20050217.0647-E4-64
EM73	MARKBACKER_20050217.0647-E30-65
EM74	MARKBACKER_20050217.0647-E53-66
EM75	MARKBACKER_20050217.0647-E31-67
EM76	MARKBACKER_20050217.0647-E31-68
EM77	MARKBACKER_20050217.0647-E32-69
EM78	MARKBACKER_20050217.0647-E33-70
EM79	MARKBACKER_20050217.0647-E34-71
EM80	MARKBACKER_20050217.0647-E33-72
EM81	MARKBACKER_20050217.0647-E53-73
EM82	MARKBACKER_20050217.0647-E35-74
EM83	MARKBACKER_20050217.0647-E36-75
EM84	MARKBACKER_20050217.0647-E37-76
EM85	MARKBACKER_20050217.0647-E38-77
EM86	MARKBACKER_20050217.0647-E39-78
EM87	MARKBACKER_20050217.0647-E39-79
EM88	MARKBACKER_20050217.0647-E40-80
EM89	MARKBACKER_20050217.0647-E41-81
EM90	MARKBACKER_20050217.0647-E42-82
EM91	MARKBACKER_20050217.0647-E43-83
EM92	MARKBACKER_20050217.0647-E44-84
EM93	MARKBACKER_20050217.0647-E45-85
EM94	MARKBACKER_20050217.0647-E3-86
EM95	MARKBACKER_20050217.0647-E53-87
EM96	MARKBACKER_20050217.0647-E53-88
EM97	MARKBACKER_20050217.0647-E53-89
EM98	MARKBACKER_20050217.0647-E53-90
EM99	MARKBACKER_20050217.0647-E53-91
EM100	MARKBACKER_20050217.0647-E46-92
EM101	MARKBACKER_20050217.0647-E53-93
EM102	MARKBACKER_20050217.0647-E47-94
EM103	MARKBACKER_20050217.0647-E47-95
EM105	MARKBACKER_20050217.0647-E3-96
EM1	MARKBACKER_20050217.0647-E48-97
EM2	MARKBACKER_20050217.0647-E49-98
EM3	MARKBACKER_20050217.0647-E50-99
EM4	MARKBACKER_20050217.0647-E51-100
EM5	MARKBACKER_20050217.0647-E52-101
EM6	MARKBACKER_20050217.0647-E54-102
EM7	MARKBACKER_20050217.0647-E53-103
R3	MARKBACKER_20050217.0647-R1
R2	MARKBACKER_20050217.0647-R2
RM3	MARKBACKER_20050217.0647-R1-1
RM2	MARKBACKER_20050217.0647-R2-1
V2	MARKBACKER_20050217.0647-EV1
V3	MARKBACKER_20050217.0647-EV2
V4	MARKBACKER_20050217.0647-EV3
VM2	MARKBACKER_20050217.0647-EV1-1
VM3	MARKBACKER_20050217.0647-EV2-1
VM4	MARKBACKER_20050217.0647-EV3-1
Q17	MARKBACKER_20050217.0647-V1
Q1	MARKBACKER_20050217.0647-T1
Q2	MARKBACKER_20050217.0647-T2
Q3	MARKBACKER_20050217.0647-T3
Q5	MARKBACKER_20050217.0647-T4
Q6	MARKBACKER_20050217.0647-T5
Q7	MARKBACKER_20050217.0647-T6
Q8	MARKBACKER_20050217.0647-T7
Q9	MARKBACKER_20050217.0647-T8
Q10	MARKBACKER_20050217.0647-T9
Q11	MARKBACKER_20050217.0647-T10
Q12	MARKBACKER_20050217.0647-T11
Q14	MARKBACKER_20050217.0647-T12
Q15	MARKBACKER_20050217.0647-T13
Q16	MARKBACKER_20050217.0647-T14
QM17	MARKBACKER_20050217.0647-V1-1
