CE12	MARKETVIEW_20041212.1447-CE1
CE13	MARKETVIEW_20041212.1447-CE2
CE14	MARKETVIEW_20041212.1447-CE3
CE15	MARKETVIEW_20041212.1447-CE4
CE16	MARKETVIEW_20041212.1447-CE5
CE17	MARKETVIEW_20041212.1447-CE6
CE2	MARKETVIEW_20041212.1447-CE7
CE3	MARKETVIEW_20041212.1447-CE8
CE5	MARKETVIEW_20041212.1447-CE9
CE6	MARKETVIEW_20041212.1447-CE10
CE7	MARKETVIEW_20041212.1447-CE11
CE8	MARKETVIEW_20041212.1447-CE12
CE9	MARKETVIEW_20041212.1447-CE13
CE10	MARKETVIEW_20041212.1447-CE14
CE11	MARKETVIEW_20041212.1447-CE15
E13	MARKETVIEW_20041212.1447-E1
E14	MARKETVIEW_20041212.1447-E2
E15	MARKETVIEW_20041212.1447-E3
E16	MARKETVIEW_20041212.1447-E4
E17	MARKETVIEW_20041212.1447-E5
E18	MARKETVIEW_20041212.1447-E6
E19	MARKETVIEW_20041212.1447-E7
E20	MARKETVIEW_20041212.1447-E8
E21	MARKETVIEW_20041212.1447-E9
E22	MARKETVIEW_20041212.1447-E10
E23	MARKETVIEW_20041212.1447-E11
E24	MARKETVIEW_20041212.1447-E12
E2	MARKETVIEW_20041212.1447-E13
E3	MARKETVIEW_20041212.1447-E14
E5	MARKETVIEW_20041212.1447-E15
E6	MARKETVIEW_20041212.1447-E16
E7	MARKETVIEW_20041212.1447-E17
E8	MARKETVIEW_20041212.1447-E18
E9	MARKETVIEW_20041212.1447-E19
E10	MARKETVIEW_20041212.1447-E20
E11	MARKETVIEW_20041212.1447-E21
E12	MARKETVIEW_20041212.1447-E22
EM20	MARKETVIEW_20041212.1447-E21-1
EM21	MARKETVIEW_20041212.1447-E1-2
EM22	MARKETVIEW_20041212.1447-E2-3
EM23	MARKETVIEW_20041212.1447-E4-4
EM24	MARKETVIEW_20041212.1447-E2-5
EM25	MARKETVIEW_20041212.1447-E5-6
EM26	MARKETVIEW_20041212.1447-E5-7
EM27	MARKETVIEW_20041212.1447-E6-8
EM28	MARKETVIEW_20041212.1447-E15-9
EM29	MARKETVIEW_20041212.1447-E15-10
EM30	MARKETVIEW_20041212.1447-E7-11
EM31	MARKETVIEW_20041212.1447-E21-12
EM32	MARKETVIEW_20041212.1447-E21-13
EM33	MARKETVIEW_20041212.1447-E21-14
EM34	MARKETVIEW_20041212.1447-E21-15
EM35	MARKETVIEW_20041212.1447-E21-16
EM36	MARKETVIEW_20041212.1447-E21-17
EM37	MARKETVIEW_20041212.1447-E21-18
EM38	MARKETVIEW_20041212.1447-E8-19
EM39	MARKETVIEW_20041212.1447-E3-20
EM40	MARKETVIEW_20041212.1447-E9-21
EM41	MARKETVIEW_20041212.1447-E10-22
EM42	MARKETVIEW_20041212.1447-E11-23
EM43	MARKETVIEW_20041212.1447-E13-24
EM44	MARKETVIEW_20041212.1447-E21-25
EM45	MARKETVIEW_20041212.1447-E12-26
EM46	MARKETVIEW_20041212.1447-E21-27
EM47	MARKETVIEW_20041212.1447-E15-28
EM2	MARKETVIEW_20041212.1447-E13-29
EM3	MARKETVIEW_20041212.1447-E14-30
EM6	MARKETVIEW_20041212.1447-E15-31
EM7	MARKETVIEW_20041212.1447-E13-32
EM8	MARKETVIEW_20041212.1447-E15-33
EM9	MARKETVIEW_20041212.1447-E16-34
EM10	MARKETVIEW_20041212.1447-E13-35
EM11	MARKETVIEW_20041212.1447-E17-36
EM12	MARKETVIEW_20041212.1447-E18-37
EM13	MARKETVIEW_20041212.1447-E17-38
EM14	MARKETVIEW_20041212.1447-E19-39
EM15	MARKETVIEW_20041212.1447-E20-40
EM16	MARKETVIEW_20041212.1447-E21-41
EM17	MARKETVIEW_20041212.1447-E22-42
R1	MARKETVIEW_20041212.1447-R1
R2	MARKETVIEW_20041212.1447-R2
R4	MARKETVIEW_20041212.1447-R3
R6	MARKETVIEW_20041212.1447-R4
RM1	MARKETVIEW_20041212.1447-R1-1
RM2	MARKETVIEW_20041212.1447-R2-1
RM4	MARKETVIEW_20041212.1447-R3-1
RM6	MARKETVIEW_20041212.1447-R4-1
Q1	MARKETVIEW_20041212.1447-T1
Q2	MARKETVIEW_20041212.1447-T2
Q3	MARKETVIEW_20041212.1447-T3
