CE9	AGGRESSIVEVOICEDAILY_20041116.1347-CE1
CE10	AGGRESSIVEVOICEDAILY_20041116.1347-CE2
CE11	AGGRESSIVEVOICEDAILY_20041116.1347-CE3
CE12	AGGRESSIVEVOICEDAILY_20041116.1347-CE4
CE13	AGGRESSIVEVOICEDAILY_20041116.1347-CE5
CE14	AGGRESSIVEVOICEDAILY_20041116.1347-CE6
CE15	AGGRESSIVEVOICEDAILY_20041116.1347-CE7
CE16	AGGRESSIVEVOICEDAILY_20041116.1347-CE8
CE18	AGGRESSIVEVOICEDAILY_20041116.1347-CE9
CE19	AGGRESSIVEVOICEDAILY_20041116.1347-CE10
CE20	AGGRESSIVEVOICEDAILY_20041116.1347-CE11
CE21	AGGRESSIVEVOICEDAILY_20041116.1347-CE12
CE22	AGGRESSIVEVOICEDAILY_20041116.1347-CE13
CE23	AGGRESSIVEVOICEDAILY_20041116.1347-CE14
CE24	AGGRESSIVEVOICEDAILY_20041116.1347-CE15
CE25	AGGRESSIVEVOICEDAILY_20041116.1347-CE16
CE26	AGGRESSIVEVOICEDAILY_20041116.1347-CE17
CE27	AGGRESSIVEVOICEDAILY_20041116.1347-CE18
CE28	AGGRESSIVEVOICEDAILY_20041116.1347-CE19
CE1	AGGRESSIVEVOICEDAILY_20041116.1347-CE20
CE30	AGGRESSIVEVOICEDAILY_20041116.1347-CE21
CE31	AGGRESSIVEVOICEDAILY_20041116.1347-CE22
CE32	AGGRESSIVEVOICEDAILY_20041116.1347-CE23
CE2	AGGRESSIVEVOICEDAILY_20041116.1347-CE24
CE3	AGGRESSIVEVOICEDAILY_20041116.1347-CE25
CE4	AGGRESSIVEVOICEDAILY_20041116.1347-CE26
CE5	AGGRESSIVEVOICEDAILY_20041116.1347-CE27
CE6	AGGRESSIVEVOICEDAILY_20041116.1347-CE28
CE7	AGGRESSIVEVOICEDAILY_20041116.1347-CE29
CE8	AGGRESSIVEVOICEDAILY_20041116.1347-CE30
E1	AGGRESSIVEVOICEDAILY_20041116.1347-E1
E11	AGGRESSIVEVOICEDAILY_20041116.1347-E2
E12	AGGRESSIVEVOICEDAILY_20041116.1347-E3
E13	AGGRESSIVEVOICEDAILY_20041116.1347-E4
