CE8	MARKBACKER_20041112.0707-CE1
CE9	MARKBACKER_20041112.0707-CE2
CE10	MARKBACKER_20041112.0707-CE3
CE11	MARKBACKER_20041112.0707-CE4
CE12	MARKBACKER_20041112.0707-CE5
CE13	MARKBACKER_20041112.0707-CE6
CE14	MARKBACKER_20041112.0707-CE7
CE15	MARKBACKER_20041112.0707-CE8
CE16	MARKBACKER_20041112.0707-CE9
CE17	MARKBACKER_20041112.0707-CE10
CE18	MARKBACKER_20041112.0707-CE11
CE19	MARKBACKER_20041112.0707-CE12
CE20	MARKBACKER_20041112.0707-CE13
CE21	MARKBACKER_20041112.0707-CE14
CE22	MARKBACKER_20041112.0707-CE15
CE23	MARKBACKER_20041112.0707-CE16
CE24	MARKBACKER_20041112.0707-CE17
CE25	MARKBACKER_20041112.0707-CE18
CE26	MARKBACKER_20041112.0707-CE19
CE27	MARKBACKER_20041112.0707-CE20
CE28	MARKBACKER_20041112.0707-CE21
CE29	MARKBACKER_20041112.0707-CE22
CE30	MARKBACKER_20041112.0707-CE23
CE31	MARKBACKER_20041112.0707-CE24
CE32	MARKBACKER_20041112.0707-CE25
CE33	MARKBACKER_20041112.0707-CE26
CE1	MARKBACKER_20041112.0707-CE27
CE34	MARKBACKER_20041112.0707-CE28
CE35	MARKBACKER_20041112.0707-CE29
CE36	MARKBACKER_20041112.0707-CE30
CE37	MARKBACKER_20041112.0707-CE31
CE38	MARKBACKER_20041112.0707-CE32
CE39	MARKBACKER_20041112.0707-CE33
CE40	MARKBACKER_20041112.0707-CE34
CE41	MARKBACKER_20041112.0707-CE35
CE42	MARKBACKER_20041112.0707-CE36
CE2	MARKBACKER_20041112.0707-CE37
CE3	MARKBACKER_20041112.0707-CE38
CE5	MARKBACKER_20041112.0707-CE39
CE6	MARKBACKER_20041112.0707-CE40
CE7	MARKBACKER_20041112.0707-CE41
E13	MARKBACKER_20041112.0707-E1
E14	MARKBACKER_20041112.0707-E2
E15	MARKBACKER_20041112.0707-E3
E16	MARKBACKER_20041112.0707-E4
E17	MARKBACKER_20041112.0707-E5
E18	MARKBACKER_20041112.0707-E6
E20	MARKBACKER_20041112.0707-E7
E21	MARKBACKER_20041112.0707-E8
E22	MARKBACKER_20041112.0707-E9
E23	MARKBACKER_20041112.0707-E10
E24	MARKBACKER_20041112.0707-E11
E25	MARKBACKER_20041112.0707-E12
E26	MARKBACKER_20041112.0707-E13
E27	MARKBACKER_20041112.0707-E14
E28	MARKBACKER_20041112.0707-E15
E29	MARKBACKER_20041112.0707-E16
E30	MARKBACKER_20041112.0707-E17
E1	MARKBACKER_20041112.0707-E18
E31	MARKBACKER_20041112.0707-E19
E32	MARKBACKER_20041112.0707-E20
E33	MARKBACKER_20041112.0707-E21
E34	MARKBACKER_20041112.0707-E22
E35	MARKBACKER_20041112.0707-E23
E36	MARKBACKER_20041112.0707-E24
E37	MARKBACKER_20041112.0707-E25
E38	MARKBACKER_20041112.0707-E26
E39	MARKBACKER_20041112.0707-E27
E40	MARKBACKER_20041112.0707-E28
E41	MARKBACKER_20041112.0707-E29
E42	MARKBACKER_20041112.0707-E30
E43	MARKBACKER_20041112.0707-E31
E44	MARKBACKER_20041112.0707-E32
E45	MARKBACKER_20041112.0707-E33
E46	MARKBACKER_20041112.0707-E34
E47	MARKBACKER_20041112.0707-E35
E48	MARKBACKER_20041112.0707-E36
E49	MARKBACKER_20041112.0707-E37
E50	MARKBACKER_20041112.0707-E38
E51	MARKBACKER_20041112.0707-E39
E52	MARKBACKER_20041112.0707-E40
E54	MARKBACKER_20041112.0707-E41
E55	MARKBACKER_20041112.0707-E42
E56	MARKBACKER_20041112.0707-E43
E58	MARKBACKER_20041112.0707-E44
E60	MARKBACKER_20041112.0707-E45
E61	MARKBACKER_20041112.0707-E46
E2	MARKBACKER_20041112.0707-E47
E3	MARKBACKER_20041112.0707-E48
E5	MARKBACKER_20041112.0707-E49
E6	MARKBACKER_20041112.0707-E50
E7	MARKBACKER_20041112.0707-E51
E8	MARKBACKER_20041112.0707-E52
E9	MARKBACKER_20041112.0707-E53
E10	MARKBACKER_20041112.0707-E54
E11	MARKBACKER_20041112.0707-E55
E12	MARKBACKER_20041112.0707-E56
EM1	MARKBACKER_20041112.0707-E18-1
EM21	MARKBACKER_20041112.0707-E1-2
EM22	MARKBACKER_20041112.0707-E2-3
EM23	MARKBACKER_20041112.0707-E3-4
EM24	MARKBACKER_20041112.0707-E4-5
EM25	MARKBACKER_20041112.0707-E5-6
EM26	MARKBACKER_20041112.0707-E3-7
EM27	MARKBACKER_20041112.0707-E6-8
EM28	MARKBACKER_20041112.0707-E18-9
EM29	MARKBACKER_20041112.0707-E7-10
EM30	MARKBACKER_20041112.0707-E4-11
EM31	MARKBACKER_20041112.0707-E18-12
EM32	MARKBACKER_20041112.0707-E18-13
