CE8	OIADVANTAGE_20041224.1007-CE1
CE9	OIADVANTAGE_20041224.1007-CE2
CE10	OIADVANTAGE_20041224.1007-CE3
CE11	OIADVANTAGE_20041224.1007-CE4
CE12	OIADVANTAGE_20041224.1007-CE5
CE13	OIADVANTAGE_20041224.1007-CE6
CE14	OIADVANTAGE_20041224.1007-CE7
CE15	OIADVANTAGE_20041224.1007-CE8
CE16	OIADVANTAGE_20041224.1007-CE9
CE17	OIADVANTAGE_20041224.1007-CE10
CE18	OIADVANTAGE_20041224.1007-CE11
CE19	OIADVANTAGE_20041224.1007-CE12
CE20	OIADVANTAGE_20041224.1007-CE13
CE21	OIADVANTAGE_20041224.1007-CE14
CE23	OIADVANTAGE_20041224.1007-CE15
CE25	OIADVANTAGE_20041224.1007-CE16
CE26	OIADVANTAGE_20041224.1007-CE17
CE27	OIADVANTAGE_20041224.1007-CE18
CE28	OIADVANTAGE_20041224.1007-CE19
CE29	OIADVANTAGE_20041224.1007-CE20
CE30	OIADVANTAGE_20041224.1007-CE21
CE31	OIADVANTAGE_20041224.1007-CE22
CE32	OIADVANTAGE_20041224.1007-CE23
CE33	OIADVANTAGE_20041224.1007-CE24
CE34	OIADVANTAGE_20041224.1007-CE25
CE35	OIADVANTAGE_20041224.1007-CE26
CE36	OIADVANTAGE_20041224.1007-CE27
CE37	OIADVANTAGE_20041224.1007-CE28
CE38	OIADVANTAGE_20041224.1007-CE29
CE39	OIADVANTAGE_20041224.1007-CE30
CE1	OIADVANTAGE_20041224.1007-CE31
CE40	OIADVANTAGE_20041224.1007-CE32
CE41	OIADVANTAGE_20041224.1007-CE33
CE42	OIADVANTAGE_20041224.1007-CE34
CE2	OIADVANTAGE_20041224.1007-CE35
CE3	OIADVANTAGE_20041224.1007-CE36
CE22	OIADVANTAGE_20041224.1007-CE37
CE6	OIADVANTAGE_20041224.1007-CE38
CE7	OIADVANTAGE_20041224.1007-CE39
E13	OIADVANTAGE_20041224.1007-E1
E14	OIADVANTAGE_20041224.1007-E2
E15	OIADVANTAGE_20041224.1007-E3
E17	OIADVANTAGE_20041224.1007-E4
E18	OIADVANTAGE_20041224.1007-E5
E19	OIADVANTAGE_20041224.1007-E6
E21	OIADVANTAGE_20041224.1007-E7
E22	OIADVANTAGE_20041224.1007-E8
E23	OIADVANTAGE_20041224.1007-E9
E24	OIADVANTAGE_20041224.1007-E10
E25	OIADVANTAGE_20041224.1007-E11
E26	OIADVANTAGE_20041224.1007-E12
E27	OIADVANTAGE_20041224.1007-E13
E28	OIADVANTAGE_20041224.1007-E14
E29	OIADVANTAGE_20041224.1007-E15
E30	OIADVANTAGE_20041224.1007-E16
E31	OIADVANTAGE_20041224.1007-E17
E33	OIADVANTAGE_20041224.1007-E18
E35	OIADVANTAGE_20041224.1007-E19
E36	OIADVANTAGE_20041224.1007-E20
E37	OIADVANTAGE_20041224.1007-E21
E38	OIADVANTAGE_20041224.1007-E22
E1	OIADVANTAGE_20041224.1007-E23
E39	OIADVANTAGE_20041224.1007-E24
