CE11	FLOPPINGACES_20050101.2244.048-CE1
CE12	FLOPPINGACES_20050101.2244.048-CE2
CE13	FLOPPINGACES_20050101.2244.048-CE3
CE14	FLOPPINGACES_20050101.2244.048-CE4
CE15	FLOPPINGACES_20050101.2244.048-CE5
CE16	FLOPPINGACES_20050101.2244.048-CE6
CE17	FLOPPINGACES_20050101.2244.048-CE7
CE19	FLOPPINGACES_20050101.2244.048-CE8
CE20	FLOPPINGACES_20050101.2244.048-CE9
CE21	FLOPPINGACES_20050101.2244.048-CE10
CE23	FLOPPINGACES_20050101.2244.048-CE11
CE24	FLOPPINGACES_20050101.2244.048-CE12
CE25	FLOPPINGACES_20050101.2244.048-CE13
CE26	FLOPPINGACES_20050101.2244.048-CE14
CE27	FLOPPINGACES_20050101.2244.048-CE15
CE28	FLOPPINGACES_20050101.2244.048-CE16
CE29	FLOPPINGACES_20050101.2244.048-CE17
CE30	FLOPPINGACES_20050101.2244.048-CE18
CE31	FLOPPINGACES_20050101.2244.048-CE19
CE32	FLOPPINGACES_20050101.2244.048-CE20
CE35	FLOPPINGACES_20050101.2244.048-CE21
CE36	FLOPPINGACES_20050101.2244.048-CE22
CE37	FLOPPINGACES_20050101.2244.048-CE23
CE38	FLOPPINGACES_20050101.2244.048-CE24
CE39	FLOPPINGACES_20050101.2244.048-CE25
CE40	FLOPPINGACES_20050101.2244.048-CE26
CE41	FLOPPINGACES_20050101.2244.048-CE27
CE1	FLOPPINGACES_20050101.2244.048-CE28
CE42	FLOPPINGACES_20050101.2244.048-CE29
CE43	FLOPPINGACES_20050101.2244.048-CE30
CE44	FLOPPINGACES_20050101.2244.048-CE31
CE45	FLOPPINGACES_20050101.2244.048-CE32
CE46	FLOPPINGACES_20050101.2244.048-CE33
CE47	FLOPPINGACES_20050101.2244.048-CE34
CE48	FLOPPINGACES_20050101.2244.048-CE35
CE49	FLOPPINGACES_20050101.2244.048-CE36
CE50	FLOPPINGACES_20050101.2244.048-CE37
CE51	FLOPPINGACES_20050101.2244.048-CE38
CE52	FLOPPINGACES_20050101.2244.048-CE39
CE53	FLOPPINGACES_20050101.2244.048-CE40
CE2	FLOPPINGACES_20050101.2244.048-CE41
CE3	FLOPPINGACES_20050101.2244.048-CE42
CE4	FLOPPINGACES_20050101.2244.048-CE43
CE5	FLOPPINGACES_20050101.2244.048-CE44
CE6	FLOPPINGACES_20050101.2244.048-CE45
CE7	FLOPPINGACES_20050101.2244.048-CE46
CE8	FLOPPINGACES_20050101.2244.048-CE47
CE10	FLOPPINGACES_20050101.2244.048-CE48
E17	FLOPPINGACES_20050101.2244.048-E1
E18	FLOPPINGACES_20050101.2244.048-E2
E19	FLOPPINGACES_20050101.2244.048-E3
E20	FLOPPINGACES_20050101.2244.048-E4
E21	FLOPPINGACES_20050101.2244.048-E5
E22	FLOPPINGACES_20050101.2244.048-E6
E23	FLOPPINGACES_20050101.2244.048-E7
E24	FLOPPINGACES_20050101.2244.048-E8
