CE12	AGGRESSIVEVOICEDAILY_20050207.1343-CE1
CE13	AGGRESSIVEVOICEDAILY_20050207.1343-CE2
CE14	AGGRESSIVEVOICEDAILY_20050207.1343-CE3
CE15	AGGRESSIVEVOICEDAILY_20050207.1343-CE4
CE16	AGGRESSIVEVOICEDAILY_20050207.1343-CE5
CE17	AGGRESSIVEVOICEDAILY_20050207.1343-CE6
CE18	AGGRESSIVEVOICEDAILY_20050207.1343-CE7
CE19	AGGRESSIVEVOICEDAILY_20050207.1343-CE8
CE20	AGGRESSIVEVOICEDAILY_20050207.1343-CE9
CE21	AGGRESSIVEVOICEDAILY_20050207.1343-CE10
CE22	AGGRESSIVEVOICEDAILY_20050207.1343-CE11
CE23	AGGRESSIVEVOICEDAILY_20050207.1343-CE12
CE24	AGGRESSIVEVOICEDAILY_20050207.1343-CE13
CE2	AGGRESSIVEVOICEDAILY_20050207.1343-CE14
CE3	AGGRESSIVEVOICEDAILY_20050207.1343-CE15
CE4	AGGRESSIVEVOICEDAILY_20050207.1343-CE16
CE5	AGGRESSIVEVOICEDAILY_20050207.1343-CE17
CE6	AGGRESSIVEVOICEDAILY_20050207.1343-CE18
CE9	AGGRESSIVEVOICEDAILY_20050207.1343-CE19
CE10	AGGRESSIVEVOICEDAILY_20050207.1343-CE20
CE11	AGGRESSIVEVOICEDAILY_20050207.1343-CE21
E14	AGGRESSIVEVOICEDAILY_20050207.1343-E1
E15	AGGRESSIVEVOICEDAILY_20050207.1343-E2
E16	AGGRESSIVEVOICEDAILY_20050207.1343-E3
E17	AGGRESSIVEVOICEDAILY_20050207.1343-E4
E18	AGGRESSIVEVOICEDAILY_20050207.1343-E5
E19	AGGRESSIVEVOICEDAILY_20050207.1343-E6
E20	AGGRESSIVEVOICEDAILY_20050207.1343-E7
E21	AGGRESSIVEVOICEDAILY_20050207.1343-E8
E22	AGGRESSIVEVOICEDAILY_20050207.1343-E9
E23	AGGRESSIVEVOICEDAILY_20050207.1343-E10
E24	AGGRESSIVEVOICEDAILY_20050207.1343-E11
E25	AGGRESSIVEVOICEDAILY_20050207.1343-E12
E27	AGGRESSIVEVOICEDAILY_20050207.1343-E13
E2	AGGRESSIVEVOICEDAILY_20050207.1343-E14
E3	AGGRESSIVEVOICEDAILY_20050207.1343-E15
E4	AGGRESSIVEVOICEDAILY_20050207.1343-E16
E6	AGGRESSIVEVOICEDAILY_20050207.1343-E17
E7	AGGRESSIVEVOICEDAILY_20050207.1343-E18
E10	AGGRESSIVEVOICEDAILY_20050207.1343-E19
E11	AGGRESSIVEVOICEDAILY_20050207.1343-E20
E12	AGGRESSIVEVOICEDAILY_20050207.1343-E21
E13	AGGRESSIVEVOICEDAILY_20050207.1343-E22
EM40	AGGRESSIVEVOICEDAILY_20050207.1343-E14-1
EM20	AGGRESSIVEVOICEDAILY_20050207.1343-E2-2
EM21	AGGRESSIVEVOICEDAILY_20050207.1343-E3-3
EM22	AGGRESSIVEVOICEDAILY_20050207.1343-E4-4
EM23	AGGRESSIVEVOICEDAILY_20050207.1343-E5-5
EM24	AGGRESSIVEVOICEDAILY_20050207.1343-E6-6
EM25	AGGRESSIVEVOICEDAILY_20050207.1343-E22-7
EM26	AGGRESSIVEVOICEDAILY_20050207.1343-E7-8
EM27	AGGRESSIVEVOICEDAILY_20050207.1343-E8-9
EM28	AGGRESSIVEVOICEDAILY_20050207.1343-E3-10
EM29	AGGRESSIVEVOICEDAILY_20050207.1343-E9-11
EM30	AGGRESSIVEVOICEDAILY_20050207.1343-E9-12
EM31	AGGRESSIVEVOICEDAILY_20050207.1343-E10-13
EM32	AGGRESSIVEVOICEDAILY_20050207.1343-E9-14
EM33	AGGRESSIVEVOICEDAILY_20050207.1343-E11-15
EM34	AGGRESSIVEVOICEDAILY_20050207.1343-E9-16
EM35	AGGRESSIVEVOICEDAILY_20050207.1343-E9-17
EM36	AGGRESSIVEVOICEDAILY_20050207.1343-E10-18
EM37	AGGRESSIVEVOICEDAILY_20050207.1343-E9-19
EM38	AGGRESSIVEVOICEDAILY_20050207.1343-E12-20
EM39	AGGRESSIVEVOICEDAILY_20050207.1343-E13-21
EM2	AGGRESSIVEVOICEDAILY_20050207.1343-E14-22
EM3	AGGRESSIVEVOICEDAILY_20050207.1343-E15-23
EM4	AGGRESSIVEVOICEDAILY_20050207.1343-E14-24
EM5	AGGRESSIVEVOICEDAILY_20050207.1343-E14-25
EM6	AGGRESSIVEVOICEDAILY_20050207.1343-E16-26
EM7	AGGRESSIVEVOICEDAILY_20050207.1343-E17-27
EM8	AGGRESSIVEVOICEDAILY_20050207.1343-E18-28
EM12	AGGRESSIVEVOICEDAILY_20050207.1343-E19-29
