CE13	FLOPPINGACES_20041230.1844.003-CE1
CE14	FLOPPINGACES_20041230.1844.003-CE2
CE15	FLOPPINGACES_20041230.1844.003-CE3
CE16	FLOPPINGACES_20041230.1844.003-CE4
CE17	FLOPPINGACES_20041230.1844.003-CE5
CE18	FLOPPINGACES_20041230.1844.003-CE6
CE19	FLOPPINGACES_20041230.1844.003-CE7
CE20	FLOPPINGACES_20041230.1844.003-CE8
CE21	FLOPPINGACES_20041230.1844.003-CE9
CE22	FLOPPINGACES_20041230.1844.003-CE10
CE23	FLOPPINGACES_20041230.1844.003-CE11
CE24	FLOPPINGACES_20041230.1844.003-CE12
CE25	FLOPPINGACES_20041230.1844.003-CE13
CE26	FLOPPINGACES_20041230.1844.003-CE14
CE28	FLOPPINGACES_20041230.1844.003-CE15
CE29	FLOPPINGACES_20041230.1844.003-CE16
CE30	FLOPPINGACES_20041230.1844.003-CE17
CE31	FLOPPINGACES_20041230.1844.003-CE18
CE32	FLOPPINGACES_20041230.1844.003-CE19
CE33	FLOPPINGACES_20041230.1844.003-CE20
CE34	FLOPPINGACES_20041230.1844.003-CE21
CE35	FLOPPINGACES_20041230.1844.003-CE22
CE36	FLOPPINGACES_20041230.1844.003-CE23
CE37	FLOPPINGACES_20041230.1844.003-CE24
CE38	FLOPPINGACES_20041230.1844.003-CE25
CE39	FLOPPINGACES_20041230.1844.003-CE26
CE40	FLOPPINGACES_20041230.1844.003-CE27
CE41	FLOPPINGACES_20041230.1844.003-CE28
CE42	FLOPPINGACES_20041230.1844.003-CE29
CE43	FLOPPINGACES_20041230.1844.003-CE30
CE44	FLOPPINGACES_20041230.1844.003-CE31
CE45	FLOPPINGACES_20041230.1844.003-CE32
CE46	FLOPPINGACES_20041230.1844.003-CE33
CE47	FLOPPINGACES_20041230.1844.003-CE34
CE48	FLOPPINGACES_20041230.1844.003-CE35
CE1	FLOPPINGACES_20041230.1844.003-CE36
CE49	FLOPPINGACES_20041230.1844.003-CE37
CE50	FLOPPINGACES_20041230.1844.003-CE38
CE51	FLOPPINGACES_20041230.1844.003-CE39
CE52	FLOPPINGACES_20041230.1844.003-CE40
CE53	FLOPPINGACES_20041230.1844.003-CE41
