CE11	FLOPPINGACES_20041116.0833.027-CE1
CE12	FLOPPINGACES_20041116.0833.027-CE2
CE13	FLOPPINGACES_20041116.0833.027-CE3
CE14	FLOPPINGACES_20041116.0833.027-CE4
CE15	FLOPPINGACES_20041116.0833.027-CE5
CE16	FLOPPINGACES_20041116.0833.027-CE6
CE17	FLOPPINGACES_20041116.0833.027-CE7
CE19	FLOPPINGACES_20041116.0833.027-CE8
CE20	FLOPPINGACES_20041116.0833.027-CE9
CE21	FLOPPINGACES_20041116.0833.027-CE10
CE23	FLOPPINGACES_20041116.0833.027-CE11
CE24	FLOPPINGACES_20041116.0833.027-CE12
CE25	FLOPPINGACES_20041116.0833.027-CE13
CE26	FLOPPINGACES_20041116.0833.027-CE14
CE27	FLOPPINGACES_20041116.0833.027-CE15
CE28	FLOPPINGACES_20041116.0833.027-CE16
CE29	FLOPPINGACES_20041116.0833.027-CE17
CE30	FLOPPINGACES_20041116.0833.027-CE18
CE31	FLOPPINGACES_20041116.0833.027-CE19
CE32	FLOPPINGACES_20041116.0833.027-CE20
CE33	FLOPPINGACES_20041116.0833.027-CE21
CE1	FLOPPINGACES_20041116.0833.027-CE22
CE34	FLOPPINGACES_20041116.0833.027-CE23
CE35	FLOPPINGACES_20041116.0833.027-CE24
CE36	FLOPPINGACES_20041116.0833.027-CE25
CE37	FLOPPINGACES_20041116.0833.027-CE26
CE38	FLOPPINGACES_20041116.0833.027-CE27
CE39	FLOPPINGACES_20041116.0833.027-CE28
CE40	FLOPPINGACES_20041116.0833.027-CE29
CE41	FLOPPINGACES_20041116.0833.027-CE30
CE43	FLOPPINGACES_20041116.0833.027-CE31
CE44	FLOPPINGACES_20041116.0833.027-CE32
CE2	FLOPPINGACES_20041116.0833.027-CE33
CE3	FLOPPINGACES_20041116.0833.027-CE34
CE4	FLOPPINGACES_20041116.0833.027-CE35
CE5	FLOPPINGACES_20041116.0833.027-CE36
CE6	FLOPPINGACES_20041116.0833.027-CE37
CE7	FLOPPINGACES_20041116.0833.027-CE38
CE8	FLOPPINGACES_20041116.0833.027-CE39
CE9	FLOPPINGACES_20041116.0833.027-CE40
CE10	FLOPPINGACES_20041116.0833.027-CE41
E16	FLOPPINGACES_20041116.0833.027-E1
E17	FLOPPINGACES_20041116.0833.027-E2
E18	FLOPPINGACES_20041116.0833.027-E3
E19	FLOPPINGACES_20041116.0833.027-E4
E20	FLOPPINGACES_20041116.0833.027-E5
E21	FLOPPINGACES_20041116.0833.027-E6
E22	FLOPPINGACES_20041116.0833.027-E7
E23	FLOPPINGACES_20041116.0833.027-E8
E24	FLOPPINGACES_20041116.0833.027-E9
E26	FLOPPINGACES_20041116.0833.027-E10
E27	FLOPPINGACES_20041116.0833.027-E11
E28	FLOPPINGACES_20041116.0833.027-E12
E29	FLOPPINGACES_20041116.0833.027-E13
E31	FLOPPINGACES_20041116.0833.027-E14
E32	FLOPPINGACES_20041116.0833.027-E15
E33	FLOPPINGACES_20041116.0833.027-E16
E34	FLOPPINGACES_20041116.0833.027-E17
E35	FLOPPINGACES_20041116.0833.027-E18
E36	FLOPPINGACES_20041116.0833.027-E19
E37	FLOPPINGACES_20041116.0833.027-E20
E38	FLOPPINGACES_20041116.0833.027-E21
E39	FLOPPINGACES_20041116.0833.027-E22
E40	FLOPPINGACES_20041116.0833.027-E23
E41	FLOPPINGACES_20041116.0833.027-E24
E42	FLOPPINGACES_20041116.0833.027-E25
E43	FLOPPINGACES_20041116.0833.027-E26
E1	FLOPPINGACES_20041116.0833.027-E27
E44	FLOPPINGACES_20041116.0833.027-E28
E45	FLOPPINGACES_20041116.0833.027-E29
E46	FLOPPINGACES_20041116.0833.027-E30
E47	FLOPPINGACES_20041116.0833.027-E31
E48	FLOPPINGACES_20041116.0833.027-E32
E49	FLOPPINGACES_20041116.0833.027-E33
E50	FLOPPINGACES_20041116.0833.027-E34
E51	FLOPPINGACES_20041116.0833.027-E35
E52	FLOPPINGACES_20041116.0833.027-E36
E53	FLOPPINGACES_20041116.0833.027-E37
E54	FLOPPINGACES_20041116.0833.027-E38
E55	FLOPPINGACES_20041116.0833.027-E39
E56	FLOPPINGACES_20041116.0833.027-E40
