CE9	OIADVANTAGE_20050204.1155-CE1
CE10	OIADVANTAGE_20050204.1155-CE2
CE11	OIADVANTAGE_20050204.1155-CE3
CE12	OIADVANTAGE_20050204.1155-CE4
CE13	OIADVANTAGE_20050204.1155-CE5
CE14	OIADVANTAGE_20050204.1155-CE6
CE15	OIADVANTAGE_20050204.1155-CE7
CE16	OIADVANTAGE_20050204.1155-CE8
CE17	OIADVANTAGE_20050204.1155-CE9
CE18	OIADVANTAGE_20050204.1155-CE10
CE19	OIADVANTAGE_20050204.1155-CE11
CE1	OIADVANTAGE_20050204.1155-CE12
CE2	OIADVANTAGE_20050204.1155-CE13
CE3	OIADVANTAGE_20050204.1155-CE14
CE4	OIADVANTAGE_20050204.1155-CE15
CE5	OIADVANTAGE_20050204.1155-CE16
CE6	OIADVANTAGE_20050204.1155-CE17
CE7	OIADVANTAGE_20050204.1155-CE18
CE8	OIADVANTAGE_20050204.1155-CE19
E12	OIADVANTAGE_20050204.1155-E1
E13	OIADVANTAGE_20050204.1155-E2
E14	OIADVANTAGE_20050204.1155-E3
E15	OIADVANTAGE_20050204.1155-E4
E16	OIADVANTAGE_20050204.1155-E5
E17	OIADVANTAGE_20050204.1155-E6
E18	OIADVANTAGE_20050204.1155-E7
E19	OIADVANTAGE_20050204.1155-E8
E20	OIADVANTAGE_20050204.1155-E9
E21	OIADVANTAGE_20050204.1155-E10
E22	OIADVANTAGE_20050204.1155-E11
E23	OIADVANTAGE_20050204.1155-E12
E24	OIADVANTAGE_20050204.1155-E13
E25	OIADVANTAGE_20050204.1155-E14
E26	OIADVANTAGE_20050204.1155-E15
E1	OIADVANTAGE_20050204.1155-E16
E2	OIADVANTAGE_20050204.1155-E17
E3	OIADVANTAGE_20050204.1155-E18
E4	OIADVANTAGE_20050204.1155-E19
E5	OIADVANTAGE_20050204.1155-E20
E6	OIADVANTAGE_20050204.1155-E21
E7	OIADVANTAGE_20050204.1155-E22
E8	OIADVANTAGE_20050204.1155-E23
E9	OIADVANTAGE_20050204.1155-E24
E10	OIADVANTAGE_20050204.1155-E25
EM1	OIADVANTAGE_20050204.1155-E16-1
EM22	OIADVANTAGE_20050204.1155-E18-2
EM23	OIADVANTAGE_20050204.1155-E18-3
EM24	OIADVANTAGE_20050204.1155-E1-4
EM25	OIADVANTAGE_20050204.1155-E18-5
EM26	OIADVANTAGE_20050204.1155-E2-6
EM27	OIADVANTAGE_20050204.1155-E18-7
EM28	OIADVANTAGE_20050204.1155-E3-8
EM29	OIADVANTAGE_20050204.1155-E18-9
