CE13	AGGRESSIVEVOICEDAILY_20050107.2012-CE1
CE14	AGGRESSIVEVOICEDAILY_20050107.2012-CE2
CE15	AGGRESSIVEVOICEDAILY_20050107.2012-CE3
CE16	AGGRESSIVEVOICEDAILY_20050107.2012-CE4
CE17	AGGRESSIVEVOICEDAILY_20050107.2012-CE5
CE18	AGGRESSIVEVOICEDAILY_20050107.2012-CE6
CE19	AGGRESSIVEVOICEDAILY_20050107.2012-CE7
CE20	AGGRESSIVEVOICEDAILY_20050107.2012-CE8
CE21	AGGRESSIVEVOICEDAILY_20050107.2012-CE9
CE22	AGGRESSIVEVOICEDAILY_20050107.2012-CE10
CE23	AGGRESSIVEVOICEDAILY_20050107.2012-CE11
CE24	AGGRESSIVEVOICEDAILY_20050107.2012-CE12
CE25	AGGRESSIVEVOICEDAILY_20050107.2012-CE13
CE26	AGGRESSIVEVOICEDAILY_20050107.2012-CE14
CE1	AGGRESSIVEVOICEDAILY_20050107.2012-CE15
CE27	AGGRESSIVEVOICEDAILY_20050107.2012-CE16
CE3	AGGRESSIVEVOICEDAILY_20050107.2012-CE17
CE4	AGGRESSIVEVOICEDAILY_20050107.2012-CE18
CE5	AGGRESSIVEVOICEDAILY_20050107.2012-CE19
CE6	AGGRESSIVEVOICEDAILY_20050107.2012-CE20
CE7	AGGRESSIVEVOICEDAILY_20050107.2012-CE21
CE8	AGGRESSIVEVOICEDAILY_20050107.2012-CE22
CE9	AGGRESSIVEVOICEDAILY_20050107.2012-CE23
CE10	AGGRESSIVEVOICEDAILY_20050107.2012-CE24
CE11	AGGRESSIVEVOICEDAILY_20050107.2012-CE25
CE12	AGGRESSIVEVOICEDAILY_20050107.2012-CE26
E13	AGGRESSIVEVOICEDAILY_20050107.2012-E1
E14	AGGRESSIVEVOICEDAILY_20050107.2012-E2
E15	AGGRESSIVEVOICEDAILY_20050107.2012-E3
E16	AGGRESSIVEVOICEDAILY_20050107.2012-E4
E17	AGGRESSIVEVOICEDAILY_20050107.2012-E5
E19	AGGRESSIVEVOICEDAILY_20050107.2012-E6
E20	AGGRESSIVEVOICEDAILY_20050107.2012-E7
E21	AGGRESSIVEVOICEDAILY_20050107.2012-E8
E22	AGGRESSIVEVOICEDAILY_20050107.2012-E9
E23	AGGRESSIVEVOICEDAILY_20050107.2012-E10
E25	AGGRESSIVEVOICEDAILY_20050107.2012-E11
E26	AGGRESSIVEVOICEDAILY_20050107.2012-E12
E28	AGGRESSIVEVOICEDAILY_20050107.2012-E13
E29	AGGRESSIVEVOICEDAILY_20050107.2012-E14
E30	AGGRESSIVEVOICEDAILY_20050107.2012-E15
E31	AGGRESSIVEVOICEDAILY_20050107.2012-E16
E32	AGGRESSIVEVOICEDAILY_20050107.2012-E17
E33	AGGRESSIVEVOICEDAILY_20050107.2012-E18
E1	AGGRESSIVEVOICEDAILY_20050107.2012-E19
E34	AGGRESSIVEVOICEDAILY_20050107.2012-E20
E3	AGGRESSIVEVOICEDAILY_20050107.2012-E21
E4	AGGRESSIVEVOICEDAILY_20050107.2012-E22
E5	AGGRESSIVEVOICEDAILY_20050107.2012-E23
E6	AGGRESSIVEVOICEDAILY_20050107.2012-E24
E7	AGGRESSIVEVOICEDAILY_20050107.2012-E25
E8	AGGRESSIVEVOICEDAILY_20050107.2012-E26
E9	AGGRESSIVEVOICEDAILY_20050107.2012-E27
E10	AGGRESSIVEVOICEDAILY_20050107.2012-E28
E11	AGGRESSIVEVOICEDAILY_20050107.2012-E29
E12	AGGRESSIVEVOICEDAILY_20050107.2012-E30
EM1	AGGRESSIVEVOICEDAILY_20050107.2012-E19-1
EM19	AGGRESSIVEVOICEDAILY_20050107.2012-E28-2
EM20	AGGRESSIVEVOICEDAILY_20050107.2012-E2-3
EM21	AGGRESSIVEVOICEDAILY_20050107.2012-E3-4
EM22	AGGRESSIVEVOICEDAILY_20050107.2012-E4-5
EM23	AGGRESSIVEVOICEDAILY_20050107.2012-E5-6
EM24	AGGRESSIVEVOICEDAILY_20050107.2012-E19-7
EM25	AGGRESSIVEVOICEDAILY_20050107.2012-E6-8
EM26	AGGRESSIVEVOICEDAILY_20050107.2012-E7-9
EM27	AGGRESSIVEVOICEDAILY_20050107.2012-E7-10
EM28	AGGRESSIVEVOICEDAILY_20050107.2012-E8-11
EM29	AGGRESSIVEVOICEDAILY_20050107.2012-E9-12
EM30	AGGRESSIVEVOICEDAILY_20050107.2012-E10-13
EM31	AGGRESSIVEVOICEDAILY_20050107.2012-E8-14
EM32	AGGRESSIVEVOICEDAILY_20050107.2012-E11-15
EM33	AGGRESSIVEVOICEDAILY_20050107.2012-E12-16
EM35	AGGRESSIVEVOICEDAILY_20050107.2012-E13-17
EM36	AGGRESSIVEVOICEDAILY_20050107.2012-E8-18
EM37	AGGRESSIVEVOICEDAILY_20050107.2012-E14-19
EM38	AGGRESSIVEVOICEDAILY_20050107.2012-E15-20
EM39	AGGRESSIVEVOICEDAILY_20050107.2012-E16-21
EM40	AGGRESSIVEVOICEDAILY_20050107.2012-E16-22
EM41	AGGRESSIVEVOICEDAILY_20050107.2012-E17-23
EM42	AGGRESSIVEVOICEDAILY_20050107.2012-E18-24
EM2	AGGRESSIVEVOICEDAILY_20050107.2012-E19-25
EM43	AGGRESSIVEVOICEDAILY_20050107.2012-E20-26
EM4	AGGRESSIVEVOICEDAILY_20050107.2012-E21-27
EM5	AGGRESSIVEVOICEDAILY_20050107.2012-E22-28
EM6	AGGRESSIVEVOICEDAILY_20050107.2012-E23-29
EM7	AGGRESSIVEVOICEDAILY_20050107.2012-E24-30
EM8	AGGRESSIVEVOICEDAILY_20050107.2012-E25-31
EM9	AGGRESSIVEVOICEDAILY_20050107.2012-E26-32
EM10	AGGRESSIVEVOICEDAILY_20050107.2012-E19-33
EM11	AGGRESSIVEVOICEDAILY_20050107.2012-E19-34
EM12	AGGRESSIVEVOICEDAILY_20050107.2012-E27-35
EM13	AGGRESSIVEVOICEDAILY_20050107.2012-E28-36
EM14	AGGRESSIVEVOICEDAILY_20050107.2012-E29-37
EM15	AGGRESSIVEVOICEDAILY_20050107.2012-E19-38
EM16	AGGRESSIVEVOICEDAILY_20050107.2012-E19-39
EM17	AGGRESSIVEVOICEDAILY_20050107.2012-E30-40
EM18	AGGRESSIVEVOICEDAILY_20050107.2012-E1-41
R2	AGGRESSIVEVOICEDAILY_20050107.2012-R1
R3	AGGRESSIVEVOICEDAILY_20050107.2012-R2
R5	AGGRESSIVEVOICEDAILY_20050107.2012-R3
R6	AGGRESSIVEVOICEDAILY_20050107.2012-R4
R7	AGGRESSIVEVOICEDAILY_20050107.2012-R5
R8	AGGRESSIVEVOICEDAILY_20050107.2012-R6
RM2	AGGRESSIVEVOICEDAILY_20050107.2012-R1-1
RM3	AGGRESSIVEVOICEDAILY_20050107.2012-R2-1
RM6	AGGRESSIVEVOICEDAILY_20050107.2012-R3-1
RM7	AGGRESSIVEVOICEDAILY_20050107.2012-R4-1
RM8	AGGRESSIVEVOICEDAILY_20050107.2012-R5-1
RM9	AGGRESSIVEVOICEDAILY_20050107.2012-R6-1
V1	AGGRESSIVEVOICEDAILY_20050107.2012-EV1
V2	AGGRESSIVEVOICEDAILY_20050107.2012-EV2
V3	AGGRESSIVEVOICEDAILY_20050107.2012-EV3
V6	AGGRESSIVEVOICEDAILY_20050107.2012-EV4
V7	AGGRESSIVEVOICEDAILY_20050107.2012-EV5
VM1	AGGRESSIVEVOICEDAILY_20050107.2012-EV1-1
VM2	AGGRESSIVEVOICEDAILY_20050107.2012-EV2-1
VM3	AGGRESSIVEVOICEDAILY_20050107.2012-EV3-1
VM4	AGGRESSIVEVOICEDAILY_20050107.2012-EV4-1
VM5	AGGRESSIVEVOICEDAILY_20050107.2012-EV5-1
Q1	AGGRESSIVEVOICEDAILY_20050107.2012-T1
Q2	AGGRESSIVEVOICEDAILY_20050107.2012-T2
