CE7	MARKBACKER_20041103.1300-CE1
CE8	MARKBACKER_20041103.1300-CE2
CE9	MARKBACKER_20041103.1300-CE3
CE10	MARKBACKER_20041103.1300-CE4
CE11	MARKBACKER_20041103.1300-CE5
CE12	MARKBACKER_20041103.1300-CE6
CE13	MARKBACKER_20041103.1300-CE7
CE14	MARKBACKER_20041103.1300-CE8
CE15	MARKBACKER_20041103.1300-CE9
CE16	MARKBACKER_20041103.1300-CE10
CE17	MARKBACKER_20041103.1300-CE11
CE18	MARKBACKER_20041103.1300-CE12
CE19	MARKBACKER_20041103.1300-CE13
CE20	MARKBACKER_20041103.1300-CE14
CE21	MARKBACKER_20041103.1300-CE15
CE22	MARKBACKER_20041103.1300-CE16
CE23	MARKBACKER_20041103.1300-CE17
CE24	MARKBACKER_20041103.1300-CE18
CE25	MARKBACKER_20041103.1300-CE19
CE26	MARKBACKER_20041103.1300-CE20
CE27	MARKBACKER_20041103.1300-CE21
CE30	MARKBACKER_20041103.1300-CE22
CE1	MARKBACKER_20041103.1300-CE23
CE28	MARKBACKER_20041103.1300-CE24
CE29	MARKBACKER_20041103.1300-CE25
CE31	MARKBACKER_20041103.1300-CE26
CE2	MARKBACKER_20041103.1300-CE27
CE3	MARKBACKER_20041103.1300-CE28
CE4	MARKBACKER_20041103.1300-CE29
CE5	MARKBACKER_20041103.1300-CE30
CE6	MARKBACKER_20041103.1300-CE31
E11	MARKBACKER_20041103.1300-E1
E12	MARKBACKER_20041103.1300-E2
E13	MARKBACKER_20041103.1300-E3
E14	MARKBACKER_20041103.1300-E4
E15	MARKBACKER_20041103.1300-E5
E16	MARKBACKER_20041103.1300-E6
E17	MARKBACKER_20041103.1300-E7
E18	MARKBACKER_20041103.1300-E8
E19	MARKBACKER_20041103.1300-E9
E20	MARKBACKER_20041103.1300-E10
E21	MARKBACKER_20041103.1300-E11
E22	MARKBACKER_20041103.1300-E12
E23	MARKBACKER_20041103.1300-E13
E24	MARKBACKER_20041103.1300-E14
E25	MARKBACKER_20041103.1300-E15
E26	MARKBACKER_20041103.1300-E16
E27	MARKBACKER_20041103.1300-E17
E28	MARKBACKER_20041103.1300-E18
E1	MARKBACKER_20041103.1300-E19
E29	MARKBACKER_20041103.1300-E20
E30	MARKBACKER_20041103.1300-E21
E31	MARKBACKER_20041103.1300-E22
E32	MARKBACKER_20041103.1300-E23
E33	MARKBACKER_20041103.1300-E24
E34	MARKBACKER_20041103.1300-E25
E35	MARKBACKER_20041103.1300-E26
E38	MARKBACKER_20041103.1300-E27
E36	MARKBACKER_20041103.1300-E28
E37	MARKBACKER_20041103.1300-E29
E39	MARKBACKER_20041103.1300-E30
E2	MARKBACKER_20041103.1300-E31
E3	MARKBACKER_20041103.1300-E32
E4	MARKBACKER_20041103.1300-E33
E5	MARKBACKER_20041103.1300-E34
E6	MARKBACKER_20041103.1300-E35
E7	MARKBACKER_20041103.1300-E36
E8	MARKBACKER_20041103.1300-E37
E9	MARKBACKER_20041103.1300-E38
E10	MARKBACKER_20041103.1300-E39
EM1	MARKBACKER_20041103.1300-E19-1
EM23	MARKBACKER_20041103.1300-E1-2
EM24	MARKBACKER_20041103.1300-E2-3
EM25	MARKBACKER_20041103.1300-E19-4
EM26	MARKBACKER_20041103.1300-E3-5
EM27	MARKBACKER_20041103.1300-E4-6
EM28	MARKBACKER_20041103.1300-E5-7
EM29	MARKBACKER_20041103.1300-E6-8
EM30	MARKBACKER_20041103.1300-E7-9
EM31	MARKBACKER_20041103.1300-E19-10
EM32	MARKBACKER_20041103.1300-E37-11
EM33	MARKBACKER_20041103.1300-E37-12
EM34	MARKBACKER_20041103.1300-E8-13
EM35	MARKBACKER_20041103.1300-E9-14
EM36	MARKBACKER_20041103.1300-E10-15
EM37	MARKBACKER_20041103.1300-E11-16
EM38	MARKBACKER_20041103.1300-E12-17
EM39	MARKBACKER_20041103.1300-E13-18
EM40	MARKBACKER_20041103.1300-E14-19
EM41	MARKBACKER_20041103.1300-E14-20
EM42	MARKBACKER_20041103.1300-E15-21
EM43	MARKBACKER_20041103.1300-E15-22
EM44	MARKBACKER_20041103.1300-E16-23
EM45	MARKBACKER_20041103.1300-E14-24
EM46	MARKBACKER_20041103.1300-E37-25
EM47	MARKBACKER_20041103.1300-E14-26
EM48	MARKBACKER_20041103.1300-E14-27
EM49	MARKBACKER_20041103.1300-E15-28
