CE10	MARKBACKER_20050105.1526-CE1
CE11	MARKBACKER_20050105.1526-CE2
CE12	MARKBACKER_20050105.1526-CE3
CE13	MARKBACKER_20050105.1526-CE4
CE14	MARKBACKER_20050105.1526-CE5
CE15	MARKBACKER_20050105.1526-CE6
CE16	MARKBACKER_20050105.1526-CE7
CE17	MARKBACKER_20050105.1526-CE8
CE39	MARKBACKER_20050105.1526-CE9
CE19	MARKBACKER_20050105.1526-CE10
CE20	MARKBACKER_20050105.1526-CE11
CE21	MARKBACKER_20050105.1526-CE12
CE23	MARKBACKER_20050105.1526-CE13
CE24	MARKBACKER_20050105.1526-CE14
CE25	MARKBACKER_20050105.1526-CE15
CE26	MARKBACKER_20050105.1526-CE16
CE28	MARKBACKER_20050105.1526-CE17
CE29	MARKBACKER_20050105.1526-CE18
CE30	MARKBACKER_20050105.1526-CE19
CE31	MARKBACKER_20050105.1526-CE20
CE32	MARKBACKER_20050105.1526-CE21
CE34	MARKBACKER_20050105.1526-CE22
CE35	MARKBACKER_20050105.1526-CE23
CE1	MARKBACKER_20050105.1526-CE24
CE36	MARKBACKER_20050105.1526-CE25
CE37	MARKBACKER_20050105.1526-CE26
CE38	MARKBACKER_20050105.1526-CE27
CE40	MARKBACKER_20050105.1526-CE28
CE41	MARKBACKER_20050105.1526-CE29
CE42	MARKBACKER_20050105.1526-CE30
CE43	MARKBACKER_20050105.1526-CE31
CE44	MARKBACKER_20050105.1526-CE32
CE45	MARKBACKER_20050105.1526-CE33
CE46	MARKBACKER_20050105.1526-CE34
CE47	MARKBACKER_20050105.1526-CE35
CE48	MARKBACKER_20050105.1526-CE36
CE50	MARKBACKER_20050105.1526-CE37
CE51	MARKBACKER_20050105.1526-CE38
CE52	MARKBACKER_20050105.1526-CE39
CE53	MARKBACKER_20050105.1526-CE40
CE54	MARKBACKER_20050105.1526-CE41
CE55	MARKBACKER_20050105.1526-CE42
CE2	MARKBACKER_20050105.1526-CE43
CE3	MARKBACKER_20050105.1526-CE44
CE4	MARKBACKER_20050105.1526-CE45
CE5	MARKBACKER_20050105.1526-CE46
CE6	MARKBACKER_20050105.1526-CE47
CE7	MARKBACKER_20050105.1526-CE48
CE8	MARKBACKER_20050105.1526-CE49
CE9	MARKBACKER_20050105.1526-CE50
E11	MARKBACKER_20050105.1526-E1
E12	MARKBACKER_20050105.1526-E2
E13	MARKBACKER_20050105.1526-E3
E14	MARKBACKER_20050105.1526-E4
E15	MARKBACKER_20050105.1526-E5
E16	MARKBACKER_20050105.1526-E6
E17	MARKBACKER_20050105.1526-E7
E47	MARKBACKER_20050105.1526-E8
E18	MARKBACKER_20050105.1526-E9
E19	MARKBACKER_20050105.1526-E10
E20	MARKBACKER_20050105.1526-E11
E48	MARKBACKER_20050105.1526-E12
E22	MARKBACKER_20050105.1526-E13
E23	MARKBACKER_20050105.1526-E14
E25	MARKBACKER_20050105.1526-E15
E26	MARKBACKER_20050105.1526-E16
E28	MARKBACKER_20050105.1526-E17
E29	MARKBACKER_20050105.1526-E18
E30	MARKBACKER_20050105.1526-E19
E32	MARKBACKER_20050105.1526-E20
E34	MARKBACKER_20050105.1526-E21
E35	MARKBACKER_20050105.1526-E22
E36	MARKBACKER_20050105.1526-E23
E37	MARKBACKER_20050105.1526-E24
E38	MARKBACKER_20050105.1526-E25
E40	MARKBACKER_20050105.1526-E26
E41	MARKBACKER_20050105.1526-E27
E42	MARKBACKER_20050105.1526-E28
E43	MARKBACKER_20050105.1526-E29
E44	MARKBACKER_20050105.1526-E30
E45	MARKBACKER_20050105.1526-E31
E46	MARKBACKER_20050105.1526-E32
E49	MARKBACKER_20050105.1526-E33
E50	MARKBACKER_20050105.1526-E34
E51	MARKBACKER_20050105.1526-E35
E52	MARKBACKER_20050105.1526-E36
E53	MARKBACKER_20050105.1526-E37
E54	MARKBACKER_20050105.1526-E38
E55	MARKBACKER_20050105.1526-E39
E56	MARKBACKER_20050105.1526-E40
E2	MARKBACKER_20050105.1526-E41
E57	MARKBACKER_20050105.1526-E42
E58	MARKBACKER_20050105.1526-E43
E60	MARKBACKER_20050105.1526-E44
E61	MARKBACKER_20050105.1526-E45
E62	MARKBACKER_20050105.1526-E46
E63	MARKBACKER_20050105.1526-E47
E64	MARKBACKER_20050105.1526-E48
E65	MARKBACKER_20050105.1526-E49
E67	MARKBACKER_20050105.1526-E50
E69	MARKBACKER_20050105.1526-E51
E3	MARKBACKER_20050105.1526-E52
E4	MARKBACKER_20050105.1526-E53
E5	MARKBACKER_20050105.1526-E54
E6	MARKBACKER_20050105.1526-E55
E7	MARKBACKER_20050105.1526-E56
E8	MARKBACKER_20050105.1526-E57
E9	MARKBACKER_20050105.1526-E58
E10	MARKBACKER_20050105.1526-E59
EM1	MARKBACKER_20050105.1526-E41-1
EM21	MARKBACKER_20050105.1526-E2-2
EM22	MARKBACKER_20050105.1526-E56-3
EM23	MARKBACKER_20050105.1526-E1-4
EM24	MARKBACKER_20050105.1526-E3-5
EM83	MARKBACKER_20050105.1526-E12-6
EM25	MARKBACKER_20050105.1526-E1-7
EM26	MARKBACKER_20050105.1526-E52-8
EM27	MARKBACKER_20050105.1526-E4-9
EM28	MARKBACKER_20050105.1526-E4-10
EM29	MARKBACKER_20050105.1526-E5-11
EM30	MARKBACKER_20050105.1526-E52-12
EM31	MARKBACKER_20050105.1526-E6-13
EM32	MARKBACKER_20050105.1526-E52-14
EM33	MARKBACKER_20050105.1526-E53-15
EM34	MARKBACKER_20050105.1526-E53-16
EM35	MARKBACKER_20050105.1526-E7-17
EM36	MARKBACKER_20050105.1526-E53-18
EM38	MARKBACKER_20050105.1526-E9-19
EM39	MARKBACKER_20050105.1526-E53-20
EM40	MARKBACKER_20050105.1526-E10-21
EM41	MARKBACKER_20050105.1526-E56-22
EM42	MARKBACKER_20050105.1526-E11-23
EM84	MARKBACKER_20050105.1526-E56-24
EM43	MARKBACKER_20050105.1526-E13-25
EM44	MARKBACKER_20050105.1526-E11-26
EM45	MARKBACKER_20050105.1526-E14-27
EM46	MARKBACKER_20050105.1526-E56-28
EM47	MARKBACKER_20050105.1526-E15-29
EM48	MARKBACKER_20050105.1526-E16-30
EM49	MARKBACKER_20050105.1526-E52-31
EM50	MARKBACKER_20050105.1526-E52-32
EM85	MARKBACKER_20050105.1526-E56-33
EM86	MARKBACKER_20050105.1526-E56-34
EM52	MARKBACKER_20050105.1526-E17-35
EM53	MARKBACKER_20050105.1526-E18-36
EM54	MARKBACKER_20050105.1526-E19-37
EM55	MARKBACKER_20050105.1526-E20-38
EM87	MARKBACKER_20050105.1526-E56-39
EM57	MARKBACKER_20050105.1526-E21-40
EM58	MARKBACKER_20050105.1526-E22-41
EM59	MARKBACKER_20050105.1526-E23-42
EM88	MARKBACKER_20050105.1526-E56-43
EM89	MARKBACKER_20050105.1526-E56-44
EM90	MARKBACKER_20050105.1526-E56-45
EM60	MARKBACKER_20050105.1526-E24-46
EM51	MARKBACKER_20050105.1526-E24-47
EM61	MARKBACKER_20050105.1526-E24-48
EM62	MARKBACKER_20050105.1526-E24-49
EM63	MARKBACKER_20050105.1526-E25-50
EM91	MARKBACKER_20050105.1526-E33-51
EM65	MARKBACKER_20050105.1526-E26-52
EM66	MARKBACKER_20050105.1526-E53-53
EM67	MARKBACKER_20050105.1526-E24-54
EM68	MARKBACKER_20050105.1526-E24-55
EM69	MARKBACKER_20050105.1526-E53-56
EM70	MARKBACKER_20050105.1526-E52-57
EM71	MARKBACKER_20050105.1526-E24-58
