CE19	MARKETVIEW_20041209.1401-CE1
CE11	MARKETVIEW_20041209.1401-CE2
CE12	MARKETVIEW_20041209.1401-CE3
CE13	MARKETVIEW_20041209.1401-CE4
CE14	MARKETVIEW_20041209.1401-CE5
CE15	MARKETVIEW_20041209.1401-CE6
CE16	MARKETVIEW_20041209.1401-CE7
CE17	MARKETVIEW_20041209.1401-CE8
CE18	MARKETVIEW_20041209.1401-CE9
CE1	MARKETVIEW_20041209.1401-CE10
CE2	MARKETVIEW_20041209.1401-CE11
CE3	MARKETVIEW_20041209.1401-CE12
CE4	MARKETVIEW_20041209.1401-CE13
CE5	MARKETVIEW_20041209.1401-CE14
CE6	MARKETVIEW_20041209.1401-CE15
CE7	MARKETVIEW_20041209.1401-CE16
CE8	MARKETVIEW_20041209.1401-CE17
CE9	MARKETVIEW_20041209.1401-CE18
CE10	MARKETVIEW_20041209.1401-CE19
E24	MARKETVIEW_20041209.1401-E1
E12	MARKETVIEW_20041209.1401-E2
E13	MARKETVIEW_20041209.1401-E3
E14	MARKETVIEW_20041209.1401-E4
E15	MARKETVIEW_20041209.1401-E5
E16	MARKETVIEW_20041209.1401-E6
E17	MARKETVIEW_20041209.1401-E7
E18	MARKETVIEW_20041209.1401-E8
E19	MARKETVIEW_20041209.1401-E9
E20	MARKETVIEW_20041209.1401-E10
E21	MARKETVIEW_20041209.1401-E11
E22	MARKETVIEW_20041209.1401-E12
E1	MARKETVIEW_20041209.1401-E13
E23	MARKETVIEW_20041209.1401-E14
E2	MARKETVIEW_20041209.1401-E15
E3	MARKETVIEW_20041209.1401-E16
E4	MARKETVIEW_20041209.1401-E17
E5	MARKETVIEW_20041209.1401-E18
E6	MARKETVIEW_20041209.1401-E19
E7	MARKETVIEW_20041209.1401-E20
E8	MARKETVIEW_20041209.1401-E21
E9	MARKETVIEW_20041209.1401-E22
E10	MARKETVIEW_20041209.1401-E23
E11	MARKETVIEW_20041209.1401-E24
EM1	MARKETVIEW_20041209.1401-E13-1
EM51	MARKETVIEW_20041209.1401-E16-2
EM21	MARKETVIEW_20041209.1401-E20-3
EM22	MARKETVIEW_20041209.1401-E13-4
EM23	MARKETVIEW_20041209.1401-E13-5
EM24	MARKETVIEW_20041209.1401-E13-6
EM25	MARKETVIEW_20041209.1401-E19-7
EM26	MARKETVIEW_20041209.1401-E19-8
EM28	MARKETVIEW_20041209.1401-E13-9
EM52	MARKETVIEW_20041209.1401-E1-10
EM30	MARKETVIEW_20041209.1401-E2-11
EM31	MARKETVIEW_20041209.1401-E3-12
EM32	MARKETVIEW_20041209.1401-E4-13
EM33	MARKETVIEW_20041209.1401-E5-14
EM34	MARKETVIEW_20041209.1401-E13-15
EM35	MARKETVIEW_20041209.1401-E16-16
EM36	MARKETVIEW_20041209.1401-E19-17
EM37	MARKETVIEW_20041209.1401-E6-18
EM38	MARKETVIEW_20041209.1401-E6-19
EM39	MARKETVIEW_20041209.1401-E7-20
EM40	MARKETVIEW_20041209.1401-E7-21
EM41	MARKETVIEW_20041209.1401-E7-22
EM42	MARKETVIEW_20041209.1401-E8-23
EM43	MARKETVIEW_20041209.1401-E19-24
EM44	MARKETVIEW_20041209.1401-E6-25
EM45	MARKETVIEW_20041209.1401-E9-26
EM46	MARKETVIEW_20041209.1401-E10-27
EM47	MARKETVIEW_20041209.1401-E11-28
EM48	MARKETVIEW_20041209.1401-E11-29
EM49	MARKETVIEW_20041209.1401-E12-30
