CE10	OIADVANTAGE_20050215.0923-CE1
CE11	OIADVANTAGE_20050215.0923-CE2
CE12	OIADVANTAGE_20050215.0923-CE3
CE13	OIADVANTAGE_20050215.0923-CE4
CE1	OIADVANTAGE_20050215.0923-CE5
CE2	OIADVANTAGE_20050215.0923-CE6
CE3	OIADVANTAGE_20050215.0923-CE7
CE4	OIADVANTAGE_20050215.0923-CE8
CE5	OIADVANTAGE_20050215.0923-CE9
CE6	OIADVANTAGE_20050215.0923-CE10
CE7	OIADVANTAGE_20050215.0923-CE11
CE8	OIADVANTAGE_20050215.0923-CE12
CE9	OIADVANTAGE_20050215.0923-CE13
E17	OIADVANTAGE_20050215.0923-E1
E19	OIADVANTAGE_20050215.0923-E2
E20	OIADVANTAGE_20050215.0923-E3
E21	OIADVANTAGE_20050215.0923-E4
E23	OIADVANTAGE_20050215.0923-E5
E24	OIADVANTAGE_20050215.0923-E6
E1	OIADVANTAGE_20050215.0923-E7
E2	OIADVANTAGE_20050215.0923-E8
E3	OIADVANTAGE_20050215.0923-E9
E4	OIADVANTAGE_20050215.0923-E10
E5	OIADVANTAGE_20050215.0923-E11
E6	OIADVANTAGE_20050215.0923-E12
E7	OIADVANTAGE_20050215.0923-E13
E9	OIADVANTAGE_20050215.0923-E14
E10	OIADVANTAGE_20050215.0923-E15
E11	OIADVANTAGE_20050215.0923-E16
E12	OIADVANTAGE_20050215.0923-E17
E13	OIADVANTAGE_20050215.0923-E18
E15	OIADVANTAGE_20050215.0923-E19
EM1	OIADVANTAGE_20050215.0923-E7-1
EM19	OIADVANTAGE_20050215.0923-E8-2
EM20	OIADVANTAGE_20050215.0923-E1-3
EM21	OIADVANTAGE_20050215.0923-E8-4
EM22	OIADVANTAGE_20050215.0923-E2-5
EM18	OIADVANTAGE_20050215.0923-E3-6
EM23	OIADVANTAGE_20050215.0923-E8-7
EM24	OIADVANTAGE_20050215.0923-E10-8
EM25	OIADVANTAGE_20050215.0923-E8-9
EM26	OIADVANTAGE_20050215.0923-E4-10
EM27	OIADVANTAGE_20050215.0923-E9-11
EM9	OIADVANTAGE_20050215.0923-E5-12
EM15	OIADVANTAGE_20050215.0923-E6-13
EM28	OIADVANTAGE_20050215.0923-E10-14
EM2	OIADVANTAGE_20050215.0923-E8-15
EM3	OIADVANTAGE_20050215.0923-E7-16
EM4	OIADVANTAGE_20050215.0923-E9-17
EM5	OIADVANTAGE_20050215.0923-E10-18
EM6	OIADVANTAGE_20050215.0923-E11-19
EM7	OIADVANTAGE_20050215.0923-E12-20
EM8	OIADVANTAGE_20050215.0923-E13-21
EM29	OIADVANTAGE_20050215.0923-E11-22
EM10	OIADVANTAGE_20050215.0923-E14-23
EM11	OIADVANTAGE_20050215.0923-E15-24
EM12	OIADVANTAGE_20050215.0923-E16-25
EM13	OIADVANTAGE_20050215.0923-E17-26
EM14	OIADVANTAGE_20050215.0923-E18-27
EM16	OIADVANTAGE_20050215.0923-E19-28
EM17	OIADVANTAGE_20050215.0923-E8-29
R2	OIADVANTAGE_20050215.0923-R1
R3	OIADVANTAGE_20050215.0923-R2
RM2	OIADVANTAGE_20050215.0923-R1-1
RM3	OIADVANTAGE_20050215.0923-R2-1
V1	OIADVANTAGE_20050215.0923-EV1
V2	OIADVANTAGE_20050215.0923-EV2
V3	OIADVANTAGE_20050215.0923-EV3
V4	OIADVANTAGE_20050215.0923-EV4
VM1	OIADVANTAGE_20050215.0923-EV1-1
VM2	OIADVANTAGE_20050215.0923-EV2-1
VM3	OIADVANTAGE_20050215.0923-EV3-1
VM4	OIADVANTAGE_20050215.0923-EV4-1
Q1	OIADVANTAGE_20050215.0923-T1
Q2	OIADVANTAGE_20050215.0923-T2
Q3	OIADVANTAGE_20050215.0923-V1
Q4	OIADVANTAGE_20050215.0923-V2
Q5	OIADVANTAGE_20050215.0923-V3
Q6	OIADVANTAGE_20050215.0923-V4
Q7	OIADVANTAGE_20050215.0923-V5
Q8	OIADVANTAGE_20050215.0923-V6
Q9	OIADVANTAGE_20050215.0923-V7
Q10	OIADVANTAGE_20050215.0923-V8
Q11	OIADVANTAGE_20050215.0923-V9
Q12	OIADVANTAGE_20050215.0923-V10
Q13	OIADVANTAGE_20050215.0923-V11
Q15	OIADVANTAGE_20050215.0923-T3
Q16	OIADVANTAGE_20050215.0923-T4
QM3	OIADVANTAGE_20050215.0923-V1-1
QM4	OIADVANTAGE_20050215.0923-V2-1
QM5	OIADVANTAGE_20050215.0923-V3-1
QM6	OIADVANTAGE_20050215.0923-V4-1
QM7	OIADVANTAGE_20050215.0923-V5-1
QM8	OIADVANTAGE_20050215.0923-V6-1
QM9	OIADVANTAGE_20050215.0923-V7-1
QM10	OIADVANTAGE_20050215.0923-V8-1
QM11	OIADVANTAGE_20050215.0923-V9-1
QM12	OIADVANTAGE_20050215.0923-V10-1
QM13	OIADVANTAGE_20050215.0923-V11-1
