CE12	MARKETVIEW_20050215.1858-CE1
CE13	MARKETVIEW_20050215.1858-CE2
CE14	MARKETVIEW_20050215.1858-CE3
CE1	MARKETVIEW_20050215.1858-CE4
CE2	MARKETVIEW_20050215.1858-CE5
CE3	MARKETVIEW_20050215.1858-CE6
CE10	MARKETVIEW_20050215.1858-CE7
CE11	MARKETVIEW_20050215.1858-CE8
CE7	MARKETVIEW_20050215.1858-CE9
CE8	MARKETVIEW_20050215.1858-CE10
CE9	MARKETVIEW_20050215.1858-CE11
E15	MARKETVIEW_20050215.1858-E1
E16	MARKETVIEW_20050215.1858-E2
E17	MARKETVIEW_20050215.1858-E3
E18	MARKETVIEW_20050215.1858-E4
E1	MARKETVIEW_20050215.1858-E5
E2	MARKETVIEW_20050215.1858-E6
E3	MARKETVIEW_20050215.1858-E7
E4	MARKETVIEW_20050215.1858-E8
E5	MARKETVIEW_20050215.1858-E9
E12	MARKETVIEW_20050215.1858-E10
E13	MARKETVIEW_20050215.1858-E11
E9	MARKETVIEW_20050215.1858-E12
E10	MARKETVIEW_20050215.1858-E13
E11	MARKETVIEW_20050215.1858-E14
E14	MARKETVIEW_20050215.1858-E15
EM23	MARKETVIEW_20050215.1858-E1-1
EM24	MARKETVIEW_20050215.1858-E6-2
EM25	MARKETVIEW_20050215.1858-E13-3
EM26	MARKETVIEW_20050215.1858-E13-4
EM27	MARKETVIEW_20050215.1858-E13-5
EM28	MARKETVIEW_20050215.1858-E13-6
EM29	MARKETVIEW_20050215.1858-E13-7
EM30	MARKETVIEW_20050215.1858-E13-8
EM42	MARKETVIEW_20050215.1858-E13-9
EM32	MARKETVIEW_20050215.1858-E2-10
EM33	MARKETVIEW_20050215.1858-E13-11
EM34	MARKETVIEW_20050215.1858-E13-12
EM35	MARKETVIEW_20050215.1858-E13-13
EM36	MARKETVIEW_20050215.1858-E13-14
EM37	MARKETVIEW_20050215.1858-E3-15
EM38	MARKETVIEW_20050215.1858-E4-16
EM39	MARKETVIEW_20050215.1858-E4-17
EM40	MARKETVIEW_20050215.1858-E12-18
EM41	MARKETVIEW_20050215.1858-E13-19
EM43	MARKETVIEW_20050215.1858-E13-20
EM44	MARKETVIEW_20050215.1858-E13-21
EM45	MARKETVIEW_20050215.1858-E13-22
EM1	MARKETVIEW_20050215.1858-E5-23
EM18	MARKETVIEW_20050215.1858-E10-24
EM3	MARKETVIEW_20050215.1858-E6-25
EM4	MARKETVIEW_20050215.1858-E6-26
EM5	MARKETVIEW_20050215.1858-E7-27
EM6	MARKETVIEW_20050215.1858-E9-28
EM19	MARKETVIEW_20050215.1858-E11-29
EM9	MARKETVIEW_20050215.1858-E8-30
EM10	MARKETVIEW_20050215.1858-E8-31
EM11	MARKETVIEW_20050215.1858-E6-32
EM20	MARKETVIEW_20050215.1858-E6-33
EM21	MARKETVIEW_20050215.1858-E15-34
EM12	MARKETVIEW_20050215.1858-E6-35
EM13	MARKETVIEW_20050215.1858-E12-36
EM14	MARKETVIEW_20050215.1858-E12-37
EM15	MARKETVIEW_20050215.1858-E6-38
EM16	MARKETVIEW_20050215.1858-E13-39
EM17	MARKETVIEW_20050215.1858-E14-40
EM22	MARKETVIEW_20050215.1858-E6-41
Q3	MARKETVIEW_20050215.1858-V1
Q1	MARKETVIEW_20050215.1858-T1
QM3	MARKETVIEW_20050215.1858-V1-1
