CE8	OIADVANTAGE_20050110.1009-CE1
CE9	OIADVANTAGE_20050110.1009-CE2
CE10	OIADVANTAGE_20050110.1009-CE3
CE11	OIADVANTAGE_20050110.1009-CE4
CE12	OIADVANTAGE_20050110.1009-CE5
CE13	OIADVANTAGE_20050110.1009-CE6
CE14	OIADVANTAGE_20050110.1009-CE7
CE16	OIADVANTAGE_20050110.1009-CE8
CE17	OIADVANTAGE_20050110.1009-CE9
CE1	OIADVANTAGE_20050110.1009-CE10
CE2	OIADVANTAGE_20050110.1009-CE11
CE3	OIADVANTAGE_20050110.1009-CE12
CE4	OIADVANTAGE_20050110.1009-CE13
CE5	OIADVANTAGE_20050110.1009-CE14
CE6	OIADVANTAGE_20050110.1009-CE15
CE7	OIADVANTAGE_20050110.1009-CE16
E9	OIADVANTAGE_20050110.1009-E1
E10	OIADVANTAGE_20050110.1009-E2
E11	OIADVANTAGE_20050110.1009-E3
E13	OIADVANTAGE_20050110.1009-E4
E14	OIADVANTAGE_20050110.1009-E5
E15	OIADVANTAGE_20050110.1009-E6
E16	OIADVANTAGE_20050110.1009-E7
E17	OIADVANTAGE_20050110.1009-E8
E19	OIADVANTAGE_20050110.1009-E9
E20	OIADVANTAGE_20050110.1009-E10
E21	OIADVANTAGE_20050110.1009-E11
E1	OIADVANTAGE_20050110.1009-E12
E2	OIADVANTAGE_20050110.1009-E13
E3	OIADVANTAGE_20050110.1009-E14
E4	OIADVANTAGE_20050110.1009-E15
E5	OIADVANTAGE_20050110.1009-E16
E7	OIADVANTAGE_20050110.1009-E17
E8	OIADVANTAGE_20050110.1009-E18
EM1	OIADVANTAGE_20050110.1009-E12-1
EM23	OIADVANTAGE_20050110.1009-E1-2
EM24	OIADVANTAGE_20050110.1009-E2-3
EM25	OIADVANTAGE_20050110.1009-E14-4
EM26	OIADVANTAGE_20050110.1009-E12-5
EM27	OIADVANTAGE_20050110.1009-E3-6
EM28	OIADVANTAGE_20050110.1009-E12-7
EM29	OIADVANTAGE_20050110.1009-E3-8
EM30	OIADVANTAGE_20050110.1009-E4-9
EM31	OIADVANTAGE_20050110.1009-E1-10
EM32	OIADVANTAGE_20050110.1009-E13-11
EM33	OIADVANTAGE_20050110.1009-E5-12
EM34	OIADVANTAGE_20050110.1009-E12-13
EM35	OIADVANTAGE_20050110.1009-E6-14
EM36	OIADVANTAGE_20050110.1009-E7-15
EM37	OIADVANTAGE_20050110.1009-E7-16
EM38	OIADVANTAGE_20050110.1009-E8-17
EM51	OIADVANTAGE_20050110.1009-E14-18
EM40	OIADVANTAGE_20050110.1009-E9-19
EM41	OIADVANTAGE_20050110.1009-E9-20
EM43	OIADVANTAGE_20050110.1009-E9-21
EM45	OIADVANTAGE_20050110.1009-E10-22
EM46	OIADVANTAGE_20050110.1009-E9-23
EM47	OIADVANTAGE_20050110.1009-E9-24
EM48	OIADVANTAGE_20050110.1009-E9-25
EM49	OIADVANTAGE_20050110.1009-E9-26
EM50	OIADVANTAGE_20050110.1009-E11-27
EM2	OIADVANTAGE_20050110.1009-E13-28
EM3	OIADVANTAGE_20050110.1009-E13-29
EM4	OIADVANTAGE_20050110.1009-E13-30
EM5	OIADVANTAGE_20050110.1009-E13-31
EM6	OIADVANTAGE_20050110.1009-E13-32
EM7	OIADVANTAGE_20050110.1009-E14-33
EM8	OIADVANTAGE_20050110.1009-E14-34
EM9	OIADVANTAGE_20050110.1009-E15-35
EM10	OIADVANTAGE_20050110.1009-E15-36
EM11	OIADVANTAGE_20050110.1009-E14-37
EM12	OIADVANTAGE_20050110.1009-E15-38
EM13	OIADVANTAGE_20050110.1009-E15-39
EM14	OIADVANTAGE_20050110.1009-E14-40
EM15	OIADVANTAGE_20050110.1009-E16-41
EM16	OIADVANTAGE_20050110.1009-E17-42
EM17	OIADVANTAGE_20050110.1009-E14-43
EM18	OIADVANTAGE_20050110.1009-E18-44
EM19	OIADVANTAGE_20050110.1009-E14-45
EM20	OIADVANTAGE_20050110.1009-E13-46
EM21	OIADVANTAGE_20050110.1009-E13-47
EM22	OIADVANTAGE_20050110.1009-E1-48
V1	OIADVANTAGE_20050110.1009-EV1
VM1	OIADVANTAGE_20050110.1009-EV1-1
Q1	OIADVANTAGE_20050110.1009-T1
Q2	OIADVANTAGE_20050110.1009-T2
Q3	OIADVANTAGE_20050110.1009-T3
Q4	OIADVANTAGE_20050110.1009-T4
Q5	OIADVANTAGE_20050110.1009-T5
Q6	OIADVANTAGE_20050110.1009-T6
Q7	OIADVANTAGE_20050110.1009-T7
Q8	OIADVANTAGE_20050110.1009-T8
Q9	OIADVANTAGE_20050110.1009-T9
Q10	OIADVANTAGE_20050110.1009-T10
Q11	OIADVANTAGE_20050110.1009-T11
Q12	OIADVANTAGE_20050110.1009-T12
Q13	OIADVANTAGE_20050110.1009-T13
