CE45	BACONSREBELLION_20050217.0744-CE1
CE13	BACONSREBELLION_20050217.0744-CE2
CE14	BACONSREBELLION_20050217.0744-CE3
CE15	BACONSREBELLION_20050217.0744-CE4
CE16	BACONSREBELLION_20050217.0744-CE5
CE17	BACONSREBELLION_20050217.0744-CE6
CE18	BACONSREBELLION_20050217.0744-CE7
CE19	BACONSREBELLION_20050217.0744-CE8
CE20	BACONSREBELLION_20050217.0744-CE9
CE21	BACONSREBELLION_20050217.0744-CE10
CE22	BACONSREBELLION_20050217.0744-CE11
CE23	BACONSREBELLION_20050217.0744-CE12
CE24	BACONSREBELLION_20050217.0744-CE13
CE25	BACONSREBELLION_20050217.0744-CE14
CE26	BACONSREBELLION_20050217.0744-CE15
CE27	BACONSREBELLION_20050217.0744-CE16
CE28	BACONSREBELLION_20050217.0744-CE17
CE29	BACONSREBELLION_20050217.0744-CE18
CE31	BACONSREBELLION_20050217.0744-CE19
CE32	BACONSREBELLION_20050217.0744-CE20
CE33	BACONSREBELLION_20050217.0744-CE21
CE34	BACONSREBELLION_20050217.0744-CE22
CE35	BACONSREBELLION_20050217.0744-CE23
CE36	BACONSREBELLION_20050217.0744-CE24
CE37	BACONSREBELLION_20050217.0744-CE25
CE38	BACONSREBELLION_20050217.0744-CE26
CE39	BACONSREBELLION_20050217.0744-CE27
CE40	BACONSREBELLION_20050217.0744-CE28
CE41	BACONSREBELLION_20050217.0744-CE29
CE42	BACONSREBELLION_20050217.0744-CE30
CE43	BACONSREBELLION_20050217.0744-CE31
CE44	BACONSREBELLION_20050217.0744-CE32
CE2	BACONSREBELLION_20050217.0744-CE33
CE3	BACONSREBELLION_20050217.0744-CE34
CE4	BACONSREBELLION_20050217.0744-CE35
CE5	BACONSREBELLION_20050217.0744-CE36
CE6	BACONSREBELLION_20050217.0744-CE37
CE7	BACONSREBELLION_20050217.0744-CE38
CE8	BACONSREBELLION_20050217.0744-CE39
CE9	BACONSREBELLION_20050217.0744-CE40
CE10	BACONSREBELLION_20050217.0744-CE41
CE11	BACONSREBELLION_20050217.0744-CE42
CE12	BACONSREBELLION_20050217.0744-CE43
E16	BACONSREBELLION_20050217.0744-E1
E17	BACONSREBELLION_20050217.0744-E2
E18	BACONSREBELLION_20050217.0744-E3
E19	BACONSREBELLION_20050217.0744-E4
E20	BACONSREBELLION_20050217.0744-E5
E21	BACONSREBELLION_20050217.0744-E6
E22	BACONSREBELLION_20050217.0744-E7
E23	BACONSREBELLION_20050217.0744-E8
E24	BACONSREBELLION_20050217.0744-E9
E25	BACONSREBELLION_20050217.0744-E10
E26	BACONSREBELLION_20050217.0744-E11
E27	BACONSREBELLION_20050217.0744-E12
E54	BACONSREBELLION_20050217.0744-E13
E28	BACONSREBELLION_20050217.0744-E14
