CE8	FLOPPINGACES_20041113.1528.042-CE1
CE9	FLOPPINGACES_20041113.1528.042-CE2
CE10	FLOPPINGACES_20041113.1528.042-CE3
CE11	FLOPPINGACES_20041113.1528.042-CE4
CE12	FLOPPINGACES_20041113.1528.042-CE5
CE13	FLOPPINGACES_20041113.1528.042-CE6
CE14	FLOPPINGACES_20041113.1528.042-CE7
CE15	FLOPPINGACES_20041113.1528.042-CE8
CE16	FLOPPINGACES_20041113.1528.042-CE9
CE17	FLOPPINGACES_20041113.1528.042-CE10
CE18	FLOPPINGACES_20041113.1528.042-CE11
CE19	FLOPPINGACES_20041113.1528.042-CE12
CE20	FLOPPINGACES_20041113.1528.042-CE13
CE21	FLOPPINGACES_20041113.1528.042-CE14
CE22	FLOPPINGACES_20041113.1528.042-CE15
CE23	FLOPPINGACES_20041113.1528.042-CE16
CE24	FLOPPINGACES_20041113.1528.042-CE17
CE25	FLOPPINGACES_20041113.1528.042-CE18
CE26	FLOPPINGACES_20041113.1528.042-CE19
CE27	FLOPPINGACES_20041113.1528.042-CE20
CE28	FLOPPINGACES_20041113.1528.042-CE21
CE29	FLOPPINGACES_20041113.1528.042-CE22
CE36	FLOPPINGACES_20041113.1528.042-CE23
CE31	FLOPPINGACES_20041113.1528.042-CE24
CE32	FLOPPINGACES_20041113.1528.042-CE25
CE33	FLOPPINGACES_20041113.1528.042-CE26
CE34	FLOPPINGACES_20041113.1528.042-CE27
CE35	FLOPPINGACES_20041113.1528.042-CE28
CE37	FLOPPINGACES_20041113.1528.042-CE29
CE38	FLOPPINGACES_20041113.1528.042-CE30
CE1	FLOPPINGACES_20041113.1528.042-CE31
CE39	FLOPPINGACES_20041113.1528.042-CE32
CE40	FLOPPINGACES_20041113.1528.042-CE33
CE42	FLOPPINGACES_20041113.1528.042-CE34
CE43	FLOPPINGACES_20041113.1528.042-CE35
CE44	FLOPPINGACES_20041113.1528.042-CE36
CE45	FLOPPINGACES_20041113.1528.042-CE37
CE46	FLOPPINGACES_20041113.1528.042-CE38
CE48	FLOPPINGACES_20041113.1528.042-CE39
CE49	FLOPPINGACES_20041113.1528.042-CE40
CE50	FLOPPINGACES_20041113.1528.042-CE41
CE51	FLOPPINGACES_20041113.1528.042-CE42
CE52	FLOPPINGACES_20041113.1528.042-CE43
CE53	FLOPPINGACES_20041113.1528.042-CE44
CE54	FLOPPINGACES_20041113.1528.042-CE45
CE55	FLOPPINGACES_20041113.1528.042-CE46
CE56	FLOPPINGACES_20041113.1528.042-CE47
CE57	FLOPPINGACES_20041113.1528.042-CE48
CE58	FLOPPINGACES_20041113.1528.042-CE49
CE59	FLOPPINGACES_20041113.1528.042-CE50
CE60	FLOPPINGACES_20041113.1528.042-CE51
CE61	FLOPPINGACES_20041113.1528.042-CE52
CE62	FLOPPINGACES_20041113.1528.042-CE53
CE64	FLOPPINGACES_20041113.1528.042-CE54
CE65	FLOPPINGACES_20041113.1528.042-CE55
CE2	FLOPPINGACES_20041113.1528.042-CE56
CE3	FLOPPINGACES_20041113.1528.042-CE57
CE4	FLOPPINGACES_20041113.1528.042-CE58
CE5	FLOPPINGACES_20041113.1528.042-CE59
CE6	FLOPPINGACES_20041113.1528.042-CE60
CE7	FLOPPINGACES_20041113.1528.042-CE61
E12	FLOPPINGACES_20041113.1528.042-E1
E13	FLOPPINGACES_20041113.1528.042-E2
E14	FLOPPINGACES_20041113.1528.042-E3
E16	FLOPPINGACES_20041113.1528.042-E4
E17	FLOPPINGACES_20041113.1528.042-E5
E18	FLOPPINGACES_20041113.1528.042-E6
E19	FLOPPINGACES_20041113.1528.042-E7
E20	FLOPPINGACES_20041113.1528.042-E8
E21	FLOPPINGACES_20041113.1528.042-E9
E22	FLOPPINGACES_20041113.1528.042-E10
E23	FLOPPINGACES_20041113.1528.042-E11
E24	FLOPPINGACES_20041113.1528.042-E12
E25	FLOPPINGACES_20041113.1528.042-E13
E27	FLOPPINGACES_20041113.1528.042-E14
E28	FLOPPINGACES_20041113.1528.042-E15
E29	FLOPPINGACES_20041113.1528.042-E16
E31	FLOPPINGACES_20041113.1528.042-E17
E33	FLOPPINGACES_20041113.1528.042-E18
E34	FLOPPINGACES_20041113.1528.042-E19
E35	FLOPPINGACES_20041113.1528.042-E20
E37	FLOPPINGACES_20041113.1528.042-E21
E38	FLOPPINGACES_20041113.1528.042-E22
E39	FLOPPINGACES_20041113.1528.042-E23
E1	FLOPPINGACES_20041113.1528.042-E24
E49	FLOPPINGACES_20041113.1528.042-E25
E42	FLOPPINGACES_20041113.1528.042-E26
E43	FLOPPINGACES_20041113.1528.042-E27
E44	FLOPPINGACES_20041113.1528.042-E28
E46	FLOPPINGACES_20041113.1528.042-E29
E47	FLOPPINGACES_20041113.1528.042-E30
E48	FLOPPINGACES_20041113.1528.042-E31
E50	FLOPPINGACES_20041113.1528.042-E32
E51	FLOPPINGACES_20041113.1528.042-E33
E52	FLOPPINGACES_20041113.1528.042-E34
E53	FLOPPINGACES_20041113.1528.042-E35
E56	FLOPPINGACES_20041113.1528.042-E36
E57	FLOPPINGACES_20041113.1528.042-E37
E58	FLOPPINGACES_20041113.1528.042-E38
E59	FLOPPINGACES_20041113.1528.042-E39
E60	FLOPPINGACES_20041113.1528.042-E40
E61	FLOPPINGACES_20041113.1528.042-E41
E62	FLOPPINGACES_20041113.1528.042-E42
E63	FLOPPINGACES_20041113.1528.042-E43
E64	FLOPPINGACES_20041113.1528.042-E44
E66	FLOPPINGACES_20041113.1528.042-E45
E67	FLOPPINGACES_20041113.1528.042-E46
E68	FLOPPINGACES_20041113.1528.042-E47
E69	FLOPPINGACES_20041113.1528.042-E48
E70	FLOPPINGACES_20041113.1528.042-E49
E71	FLOPPINGACES_20041113.1528.042-E50
E72	FLOPPINGACES_20041113.1528.042-E51
E73	FLOPPINGACES_20041113.1528.042-E52
E74	FLOPPINGACES_20041113.1528.042-E53
E76	FLOPPINGACES_20041113.1528.042-E54
E77	FLOPPINGACES_20041113.1528.042-E55
E79	FLOPPINGACES_20041113.1528.042-E56
E80	FLOPPINGACES_20041113.1528.042-E57
E82	FLOPPINGACES_20041113.1528.042-E58
E84	FLOPPINGACES_20041113.1528.042-E59
E85	FLOPPINGACES_20041113.1528.042-E60
E86	FLOPPINGACES_20041113.1528.042-E61
E87	FLOPPINGACES_20041113.1528.042-E62
E88	FLOPPINGACES_20041113.1528.042-E63
E2	FLOPPINGACES_20041113.1528.042-E64
E89	FLOPPINGACES_20041113.1528.042-E65
E90	FLOPPINGACES_20041113.1528.042-E66
E92	FLOPPINGACES_20041113.1528.042-E67
E93	FLOPPINGACES_20041113.1528.042-E68
E94	FLOPPINGACES_20041113.1528.042-E69
E3	FLOPPINGACES_20041113.1528.042-E70
E4	FLOPPINGACES_20041113.1528.042-E71
E5	FLOPPINGACES_20041113.1528.042-E72
E6	FLOPPINGACES_20041113.1528.042-E73
E7	FLOPPINGACES_20041113.1528.042-E74
E8	FLOPPINGACES_20041113.1528.042-E75
E9	FLOPPINGACES_20041113.1528.042-E76
E10	FLOPPINGACES_20041113.1528.042-E77
E11	FLOPPINGACES_20041113.1528.042-E78
EM1	FLOPPINGACES_20041113.1528.042-E24-1
