CE11	OIADVANTAGE_20050203.2102-CE1
CE12	OIADVANTAGE_20050203.2102-CE2
CE13	OIADVANTAGE_20050203.2102-CE3
CE14	OIADVANTAGE_20050203.2102-CE4
CE15	OIADVANTAGE_20050203.2102-CE5
CE16	OIADVANTAGE_20050203.2102-CE6
CE17	OIADVANTAGE_20050203.2102-CE7
CE18	OIADVANTAGE_20050203.2102-CE8
CE19	OIADVANTAGE_20050203.2102-CE9
CE20	OIADVANTAGE_20050203.2102-CE10
CE21	OIADVANTAGE_20050203.2102-CE11
CE1	OIADVANTAGE_20050203.2102-CE12
CE2	OIADVANTAGE_20050203.2102-CE13
CE3	OIADVANTAGE_20050203.2102-CE14
CE4	OIADVANTAGE_20050203.2102-CE15
CE5	OIADVANTAGE_20050203.2102-CE16
CE6	OIADVANTAGE_20050203.2102-CE17
CE7	OIADVANTAGE_20050203.2102-CE18
CE8	OIADVANTAGE_20050203.2102-CE19
CE9	OIADVANTAGE_20050203.2102-CE20
CE10	OIADVANTAGE_20050203.2102-CE21
E11	OIADVANTAGE_20050203.2102-E1
E12	OIADVANTAGE_20050203.2102-E2
E13	OIADVANTAGE_20050203.2102-E3
E14	OIADVANTAGE_20050203.2102-E4
E16	OIADVANTAGE_20050203.2102-E5
E17	OIADVANTAGE_20050203.2102-E6
E18	OIADVANTAGE_20050203.2102-E7
E19	OIADVANTAGE_20050203.2102-E8
E20	OIADVANTAGE_20050203.2102-E9
E22	OIADVANTAGE_20050203.2102-E10
E23	OIADVANTAGE_20050203.2102-E11
E24	OIADVANTAGE_20050203.2102-E12
E26	OIADVANTAGE_20050203.2102-E13
E1	OIADVANTAGE_20050203.2102-E14
E2	OIADVANTAGE_20050203.2102-E15
E3	OIADVANTAGE_20050203.2102-E16
E4	OIADVANTAGE_20050203.2102-E17
E5	OIADVANTAGE_20050203.2102-E18
E6	OIADVANTAGE_20050203.2102-E19
E7	OIADVANTAGE_20050203.2102-E20
E8	OIADVANTAGE_20050203.2102-E21
E9	OIADVANTAGE_20050203.2102-E22
E10	OIADVANTAGE_20050203.2102-E23
EM1	OIADVANTAGE_20050203.2102-E14-1
EM21	OIADVANTAGE_20050203.2102-E1-2
EM22	OIADVANTAGE_20050203.2102-E2-3
EM23	OIADVANTAGE_20050203.2102-E3-4
EM24	OIADVANTAGE_20050203.2102-E3-5
EM25	OIADVANTAGE_20050203.2102-E3-6
EM26	OIADVANTAGE_20050203.2102-E4-7
EM27	OIADVANTAGE_20050203.2102-E5-8
EM28	OIADVANTAGE_20050203.2102-E6-9
EM29	OIADVANTAGE_20050203.2102-E6-10
EM30	OIADVANTAGE_20050203.2102-E7-11
EM31	OIADVANTAGE_20050203.2102-E8-12
EM32	OIADVANTAGE_20050203.2102-E8-13
EM42	OIADVANTAGE_20050203.2102-E14-14
EM33	OIADVANTAGE_20050203.2102-E16-15
EM34	OIADVANTAGE_20050203.2102-E23-16
EM35	OIADVANTAGE_20050203.2102-E9-17
EM36	OIADVANTAGE_20050203.2102-E16-18
EM37	OIADVANTAGE_20050203.2102-E10-19
EM38	OIADVANTAGE_20050203.2102-E14-20
EM39	OIADVANTAGE_20050203.2102-E11-21
EM40	OIADVANTAGE_20050203.2102-E12-22
EM41	OIADVANTAGE_20050203.2102-E13-23
EM2	OIADVANTAGE_20050203.2102-E15-24
EM3	OIADVANTAGE_20050203.2102-E16-25
EM4	OIADVANTAGE_20050203.2102-E16-26
EM5	OIADVANTAGE_20050203.2102-E16-27
EM6	OIADVANTAGE_20050203.2102-E16-28
EM7	OIADVANTAGE_20050203.2102-E14-29
EM8	OIADVANTAGE_20050203.2102-E17-30
EM9	OIADVANTAGE_20050203.2102-E18-31
EM10	OIADVANTAGE_20050203.2102-E19-32
EM11	OIADVANTAGE_20050203.2102-E16-33
EM12	OIADVANTAGE_20050203.2102-E20-34
EM13	OIADVANTAGE_20050203.2102-E21-35
EM14	OIADVANTAGE_20050203.2102-E16-36
EM15	OIADVANTAGE_20050203.2102-E16-37
EM16	OIADVANTAGE_20050203.2102-E22-38
EM17	OIADVANTAGE_20050203.2102-E23-39
EM18	OIADVANTAGE_20050203.2102-E22-40
EM19	OIADVANTAGE_20050203.2102-E16-41
EM20	OIADVANTAGE_20050203.2102-E16-42
R1	OIADVANTAGE_20050203.2102-R1
R2	OIADVANTAGE_20050203.2102-R2
RM1	OIADVANTAGE_20050203.2102-R1-1
RM2	OIADVANTAGE_20050203.2102-R2-1
Q1	OIADVANTAGE_20050203.2102-T1
Q2	OIADVANTAGE_20050203.2102-T2
Q3	OIADVANTAGE_20050203.2102-T3
