CE12	MARKETVIEW_20050105.1901-CE1
CE13	MARKETVIEW_20050105.1901-CE2
CE14	MARKETVIEW_20050105.1901-CE3
CE1	MARKETVIEW_20050105.1901-CE4
CE2	MARKETVIEW_20050105.1901-CE5
CE3	MARKETVIEW_20050105.1901-CE6
CE5	MARKETVIEW_20050105.1901-CE7
CE6	MARKETVIEW_20050105.1901-CE8
CE7	MARKETVIEW_20050105.1901-CE9
CE8	MARKETVIEW_20050105.1901-CE10
CE9	MARKETVIEW_20050105.1901-CE11
CE10	MARKETVIEW_20050105.1901-CE12
CE11	MARKETVIEW_20050105.1901-CE13
E13	MARKETVIEW_20050105.1901-E1
E14	MARKETVIEW_20050105.1901-E2
E15	MARKETVIEW_20050105.1901-E3
E16	MARKETVIEW_20050105.1901-E4
E1	MARKETVIEW_20050105.1901-E5
E2	MARKETVIEW_20050105.1901-E6
E3	MARKETVIEW_20050105.1901-E7
E5	MARKETVIEW_20050105.1901-E8
E6	MARKETVIEW_20050105.1901-E9
E7	MARKETVIEW_20050105.1901-E10
E8	MARKETVIEW_20050105.1901-E11
E9	MARKETVIEW_20050105.1901-E12
E10	MARKETVIEW_20050105.1901-E13
E11	MARKETVIEW_20050105.1901-E14
E12	MARKETVIEW_20050105.1901-E15
EM1	MARKETVIEW_20050105.1901-E5-1
EM18	MARKETVIEW_20050105.1901-E1-2
EM19	MARKETVIEW_20050105.1901-E2-3
EM20	MARKETVIEW_20050105.1901-E2-4
EM21	MARKETVIEW_20050105.1901-E3-5
EM22	MARKETVIEW_20050105.1901-E10-6
EM23	MARKETVIEW_20050105.1901-E8-7
EM24	MARKETVIEW_20050105.1901-E4-8
EM25	MARKETVIEW_20050105.1901-E8-9
EM26	MARKETVIEW_20050105.1901-E8-10
EM27	MARKETVIEW_20050105.1901-E10-11
EM28	MARKETVIEW_20050105.1901-E6-12
EM29	MARKETVIEW_20050105.1901-E8-13
EM2	MARKETVIEW_20050105.1901-E5-14
EM3	MARKETVIEW_20050105.1901-E6-15
EM4	MARKETVIEW_20050105.1901-E6-16
EM5	MARKETVIEW_20050105.1901-E7-17
EM30	MARKETVIEW_20050105.1901-E10-18
EM6	MARKETVIEW_20050105.1901-E9-19
EM7	MARKETVIEW_20050105.1901-E6-20
EM8	MARKETVIEW_20050105.1901-E10-21
EM10	MARKETVIEW_20050105.1901-E10-22
EM11	MARKETVIEW_20050105.1901-E11-23
EM12	MARKETVIEW_20050105.1901-E12-24
EM13	MARKETVIEW_20050105.1901-E11-25
EM14	MARKETVIEW_20050105.1901-E13-26
EM15	MARKETVIEW_20050105.1901-E14-27
EM16	MARKETVIEW_20050105.1901-E15-28
EM17	MARKETVIEW_20050105.1901-E8-29
Q1	MARKETVIEW_20050105.1901-T1
Q2	MARKETVIEW_20050105.1901-T2
Q3	MARKETVIEW_20050105.1901-T3
