CE10	AGGRESSIVEVOICEDAILY_20041223.1449-CE1
CE11	AGGRESSIVEVOICEDAILY_20041223.1449-CE2
CE12	AGGRESSIVEVOICEDAILY_20041223.1449-CE3
CE13	AGGRESSIVEVOICEDAILY_20041223.1449-CE4
CE14	AGGRESSIVEVOICEDAILY_20041223.1449-CE5
CE15	AGGRESSIVEVOICEDAILY_20041223.1449-CE6
CE16	AGGRESSIVEVOICEDAILY_20041223.1449-CE7
CE1	AGGRESSIVEVOICEDAILY_20041223.1449-CE8
CE2	AGGRESSIVEVOICEDAILY_20041223.1449-CE9
CE3	AGGRESSIVEVOICEDAILY_20041223.1449-CE10
CE4	AGGRESSIVEVOICEDAILY_20041223.1449-CE11
CE5	AGGRESSIVEVOICEDAILY_20041223.1449-CE12
CE6	AGGRESSIVEVOICEDAILY_20041223.1449-CE13
CE7	AGGRESSIVEVOICEDAILY_20041223.1449-CE14
CE8	AGGRESSIVEVOICEDAILY_20041223.1449-CE15
CE9	AGGRESSIVEVOICEDAILY_20041223.1449-CE16
E12	AGGRESSIVEVOICEDAILY_20041223.1449-E1
E13	AGGRESSIVEVOICEDAILY_20041223.1449-E2
E14	AGGRESSIVEVOICEDAILY_20041223.1449-E3
E15	AGGRESSIVEVOICEDAILY_20041223.1449-E4
E17	AGGRESSIVEVOICEDAILY_20041223.1449-E5
E18	AGGRESSIVEVOICEDAILY_20041223.1449-E6
E19	AGGRESSIVEVOICEDAILY_20041223.1449-E7
E20	AGGRESSIVEVOICEDAILY_20041223.1449-E8
E21	AGGRESSIVEVOICEDAILY_20041223.1449-E9
E22	AGGRESSIVEVOICEDAILY_20041223.1449-E10
E23	AGGRESSIVEVOICEDAILY_20041223.1449-E11
E24	AGGRESSIVEVOICEDAILY_20041223.1449-E12
E1	AGGRESSIVEVOICEDAILY_20041223.1449-E13
E2	AGGRESSIVEVOICEDAILY_20041223.1449-E14
E3	AGGRESSIVEVOICEDAILY_20041223.1449-E15
E4	AGGRESSIVEVOICEDAILY_20041223.1449-E16
E5	AGGRESSIVEVOICEDAILY_20041223.1449-E17
E6	AGGRESSIVEVOICEDAILY_20041223.1449-E18
E7	AGGRESSIVEVOICEDAILY_20041223.1449-E19
E8	AGGRESSIVEVOICEDAILY_20041223.1449-E20
E9	AGGRESSIVEVOICEDAILY_20041223.1449-E21
E10	AGGRESSIVEVOICEDAILY_20041223.1449-E22
E11	AGGRESSIVEVOICEDAILY_20041223.1449-E23
EM1	AGGRESSIVEVOICEDAILY_20041223.1449-E13-1
EM20	AGGRESSIVEVOICEDAILY_20041223.1449-E22-2
