CE9	FLOPPINGACES_20041207.1911.039-CE1
CE10	FLOPPINGACES_20041207.1911.039-CE2
CE11	FLOPPINGACES_20041207.1911.039-CE3
CE12	FLOPPINGACES_20041207.1911.039-CE4
CE13	FLOPPINGACES_20041207.1911.039-CE5
CE14	FLOPPINGACES_20041207.1911.039-CE6
CE15	FLOPPINGACES_20041207.1911.039-CE7
CE16	FLOPPINGACES_20041207.1911.039-CE8
CE18	FLOPPINGACES_20041207.1911.039-CE9
CE34	FLOPPINGACES_20041207.1911.039-CE10
CE20	FLOPPINGACES_20041207.1911.039-CE11
CE21	FLOPPINGACES_20041207.1911.039-CE12
CE22	FLOPPINGACES_20041207.1911.039-CE13
CE23	FLOPPINGACES_20041207.1911.039-CE14
CE24	FLOPPINGACES_20041207.1911.039-CE15
CE25	FLOPPINGACES_20041207.1911.039-CE16
CE26	FLOPPINGACES_20041207.1911.039-CE17
CE27	FLOPPINGACES_20041207.1911.039-CE18
CE28	FLOPPINGACES_20041207.1911.039-CE19
CE29	FLOPPINGACES_20041207.1911.039-CE20
CE31	FLOPPINGACES_20041207.1911.039-CE21
CE32	FLOPPINGACES_20041207.1911.039-CE22
CE33	FLOPPINGACES_20041207.1911.039-CE23
CE35	FLOPPINGACES_20041207.1911.039-CE24
CE36	FLOPPINGACES_20041207.1911.039-CE25
CE38	FLOPPINGACES_20041207.1911.039-CE26
CE44	FLOPPINGACES_20041207.1911.039-CE27
CE40	FLOPPINGACES_20041207.1911.039-CE28
CE41	FLOPPINGACES_20041207.1911.039-CE29
CE42	FLOPPINGACES_20041207.1911.039-CE30
CE43	FLOPPINGACES_20041207.1911.039-CE31
CE45	FLOPPINGACES_20041207.1911.039-CE32
CE1	FLOPPINGACES_20041207.1911.039-CE33
CE46	FLOPPINGACES_20041207.1911.039-CE34
CE47	FLOPPINGACES_20041207.1911.039-CE35
CE48	FLOPPINGACES_20041207.1911.039-CE36
CE49	FLOPPINGACES_20041207.1911.039-CE37
CE51	FLOPPINGACES_20041207.1911.039-CE38
CE52	FLOPPINGACES_20041207.1911.039-CE39
CE53	FLOPPINGACES_20041207.1911.039-CE40
CE54	FLOPPINGACES_20041207.1911.039-CE41
CE55	FLOPPINGACES_20041207.1911.039-CE42
CE60	FLOPPINGACES_20041207.1911.039-CE43
CE56	FLOPPINGACES_20041207.1911.039-CE44
CE57	FLOPPINGACES_20041207.1911.039-CE45
CE58	FLOPPINGACES_20041207.1911.039-CE46
CE59	FLOPPINGACES_20041207.1911.039-CE47
CE61	FLOPPINGACES_20041207.1911.039-CE48
CE62	FLOPPINGACES_20041207.1911.039-CE49
CE63	FLOPPINGACES_20041207.1911.039-CE50
CE64	FLOPPINGACES_20041207.1911.039-CE51
CE65	FLOPPINGACES_20041207.1911.039-CE52
CE66	FLOPPINGACES_20041207.1911.039-CE53
CE67	FLOPPINGACES_20041207.1911.039-CE54
CE68	FLOPPINGACES_20041207.1911.039-CE55
CE69	FLOPPINGACES_20041207.1911.039-CE56
CE71	FLOPPINGACES_20041207.1911.039-CE57
CE72	FLOPPINGACES_20041207.1911.039-CE58
CE73	FLOPPINGACES_20041207.1911.039-CE59
CE74	FLOPPINGACES_20041207.1911.039-CE60
CE75	FLOPPINGACES_20041207.1911.039-CE61
CE76	FLOPPINGACES_20041207.1911.039-CE62
CE77	FLOPPINGACES_20041207.1911.039-CE63
CE78	FLOPPINGACES_20041207.1911.039-CE64
CE79	FLOPPINGACES_20041207.1911.039-CE65
CE80	FLOPPINGACES_20041207.1911.039-CE66
CE81	FLOPPINGACES_20041207.1911.039-CE67
CE82	FLOPPINGACES_20041207.1911.039-CE68
CE83	FLOPPINGACES_20041207.1911.039-CE69
CE84	FLOPPINGACES_20041207.1911.039-CE70
CE85	FLOPPINGACES_20041207.1911.039-CE71
CE2	FLOPPINGACES_20041207.1911.039-CE72
CE86	FLOPPINGACES_20041207.1911.039-CE73
CE87	FLOPPINGACES_20041207.1911.039-CE74
CE88	FLOPPINGACES_20041207.1911.039-CE75
CE90	FLOPPINGACES_20041207.1911.039-CE76
CE91	FLOPPINGACES_20041207.1911.039-CE77
CE92	FLOPPINGACES_20041207.1911.039-CE78
CE93	FLOPPINGACES_20041207.1911.039-CE79
CE94	FLOPPINGACES_20041207.1911.039-CE80
CE95	FLOPPINGACES_20041207.1911.039-CE81
CE96	FLOPPINGACES_20041207.1911.039-CE82
CE97	FLOPPINGACES_20041207.1911.039-CE83
CE98	FLOPPINGACES_20041207.1911.039-CE84
CE100	FLOPPINGACES_20041207.1911.039-CE85
CE101	FLOPPINGACES_20041207.1911.039-CE86
CE102	FLOPPINGACES_20041207.1911.039-CE87
CE103	FLOPPINGACES_20041207.1911.039-CE88
CE104	FLOPPINGACES_20041207.1911.039-CE89
CE105	FLOPPINGACES_20041207.1911.039-CE90
CE106	FLOPPINGACES_20041207.1911.039-CE91
CE107	FLOPPINGACES_20041207.1911.039-CE92
CE108	FLOPPINGACES_20041207.1911.039-CE93
CE109	FLOPPINGACES_20041207.1911.039-CE94
CE110	FLOPPINGACES_20041207.1911.039-CE95
CE111	FLOPPINGACES_20041207.1911.039-CE96
CE112	FLOPPINGACES_20041207.1911.039-CE97
CE113	FLOPPINGACES_20041207.1911.039-CE98
CE115	FLOPPINGACES_20041207.1911.039-CE99
CE116	FLOPPINGACES_20041207.1911.039-CE100
CE117	FLOPPINGACES_20041207.1911.039-CE101
CE118	FLOPPINGACES_20041207.1911.039-CE102
CE119	FLOPPINGACES_20041207.1911.039-CE103
CE120	FLOPPINGACES_20041207.1911.039-CE104
CE121	FLOPPINGACES_20041207.1911.039-CE105
CE122	FLOPPINGACES_20041207.1911.039-CE106
CE123	FLOPPINGACES_20041207.1911.039-CE107
CE124	FLOPPINGACES_20041207.1911.039-CE108
CE125	FLOPPINGACES_20041207.1911.039-CE109
CE126	FLOPPINGACES_20041207.1911.039-CE110
CE127	FLOPPINGACES_20041207.1911.039-CE111
CE128	FLOPPINGACES_20041207.1911.039-CE112
CE130	FLOPPINGACES_20041207.1911.039-CE113
CE131	FLOPPINGACES_20041207.1911.039-CE114
CE132	FLOPPINGACES_20041207.1911.039-CE115
CE134	FLOPPINGACES_20041207.1911.039-CE116
CE136	FLOPPINGACES_20041207.1911.039-CE117
CE137	FLOPPINGACES_20041207.1911.039-CE118
CE138	FLOPPINGACES_20041207.1911.039-CE119
CE139	FLOPPINGACES_20041207.1911.039-CE120
CE140	FLOPPINGACES_20041207.1911.039-CE121
CE141	FLOPPINGACES_20041207.1911.039-CE122
CE142	FLOPPINGACES_20041207.1911.039-CE123
CE143	FLOPPINGACES_20041207.1911.039-CE124
CE144	FLOPPINGACES_20041207.1911.039-CE125
CE146	FLOPPINGACES_20041207.1911.039-CE126
CE147	FLOPPINGACES_20041207.1911.039-CE127
CE148	FLOPPINGACES_20041207.1911.039-CE128
CE149	FLOPPINGACES_20041207.1911.039-CE129
CE150	FLOPPINGACES_20041207.1911.039-CE130
CE151	FLOPPINGACES_20041207.1911.039-CE131
CE152	FLOPPINGACES_20041207.1911.039-CE132
CE154	FLOPPINGACES_20041207.1911.039-CE133
CE155	FLOPPINGACES_20041207.1911.039-CE134
CE156	FLOPPINGACES_20041207.1911.039-CE135
CE157	FLOPPINGACES_20041207.1911.039-CE136
CE158	FLOPPINGACES_20041207.1911.039-CE137
CE159	FLOPPINGACES_20041207.1911.039-CE138
