CE11	AGGRESSIVEVOICEDAILY_20041101.1144-CE1
CE12	AGGRESSIVEVOICEDAILY_20041101.1144-CE2
CE13	AGGRESSIVEVOICEDAILY_20041101.1144-CE3
CE14	AGGRESSIVEVOICEDAILY_20041101.1144-CE4
CE15	AGGRESSIVEVOICEDAILY_20041101.1144-CE5
CE17	AGGRESSIVEVOICEDAILY_20041101.1144-CE6
CE18	AGGRESSIVEVOICEDAILY_20041101.1144-CE7
CE19	AGGRESSIVEVOICEDAILY_20041101.1144-CE8
CE20	AGGRESSIVEVOICEDAILY_20041101.1144-CE9
CE21	AGGRESSIVEVOICEDAILY_20041101.1144-CE10
CE22	AGGRESSIVEVOICEDAILY_20041101.1144-CE11
CE23	AGGRESSIVEVOICEDAILY_20041101.1144-CE12
CE24	AGGRESSIVEVOICEDAILY_20041101.1144-CE13
CE26	AGGRESSIVEVOICEDAILY_20041101.1144-CE14
CE27	AGGRESSIVEVOICEDAILY_20041101.1144-CE15
CE28	AGGRESSIVEVOICEDAILY_20041101.1144-CE16
CE1	AGGRESSIVEVOICEDAILY_20041101.1144-CE17
CE3	AGGRESSIVEVOICEDAILY_20041101.1144-CE18
CE4	AGGRESSIVEVOICEDAILY_20041101.1144-CE19
CE5	AGGRESSIVEVOICEDAILY_20041101.1144-CE20
CE6	AGGRESSIVEVOICEDAILY_20041101.1144-CE21
CE7	AGGRESSIVEVOICEDAILY_20041101.1144-CE22
CE8	AGGRESSIVEVOICEDAILY_20041101.1144-CE23
CE9	AGGRESSIVEVOICEDAILY_20041101.1144-CE24
CE10	AGGRESSIVEVOICEDAILY_20041101.1144-CE25
E12	AGGRESSIVEVOICEDAILY_20041101.1144-E1
E14	AGGRESSIVEVOICEDAILY_20041101.1144-E2
E15	AGGRESSIVEVOICEDAILY_20041101.1144-E3
E17	AGGRESSIVEVOICEDAILY_20041101.1144-E4
E19	AGGRESSIVEVOICEDAILY_20041101.1144-E5
E21	AGGRESSIVEVOICEDAILY_20041101.1144-E6
E22	AGGRESSIVEVOICEDAILY_20041101.1144-E7
E23	AGGRESSIVEVOICEDAILY_20041101.1144-E8
E24	AGGRESSIVEVOICEDAILY_20041101.1144-E9
E25	AGGRESSIVEVOICEDAILY_20041101.1144-E10
E27	AGGRESSIVEVOICEDAILY_20041101.1144-E11
E28	AGGRESSIVEVOICEDAILY_20041101.1144-E12
E29	AGGRESSIVEVOICEDAILY_20041101.1144-E13
E30	AGGRESSIVEVOICEDAILY_20041101.1144-E14
E32	AGGRESSIVEVOICEDAILY_20041101.1144-E15
E33	AGGRESSIVEVOICEDAILY_20041101.1144-E16
E1	AGGRESSIVEVOICEDAILY_20041101.1144-E17
E34	AGGRESSIVEVOICEDAILY_20041101.1144-E18
E35	AGGRESSIVEVOICEDAILY_20041101.1144-E19
E3	AGGRESSIVEVOICEDAILY_20041101.1144-E20
E4	AGGRESSIVEVOICEDAILY_20041101.1144-E21
E5	AGGRESSIVEVOICEDAILY_20041101.1144-E22
E6	AGGRESSIVEVOICEDAILY_20041101.1144-E23
E7	AGGRESSIVEVOICEDAILY_20041101.1144-E24
E8	AGGRESSIVEVOICEDAILY_20041101.1144-E25
E9	AGGRESSIVEVOICEDAILY_20041101.1144-E26
E10	AGGRESSIVEVOICEDAILY_20041101.1144-E27
E11	AGGRESSIVEVOICEDAILY_20041101.1144-E28
EM1	AGGRESSIVEVOICEDAILY_20041101.1144-E17-1
EM17	AGGRESSIVEVOICEDAILY_20041101.1144-E20-2
EM19	AGGRESSIVEVOICEDAILY_20041101.1144-E1-3
EM20	AGGRESSIVEVOICEDAILY_20041101.1144-E2-4
EM21	AGGRESSIVEVOICEDAILY_20041101.1144-E3-5
EM22	AGGRESSIVEVOICEDAILY_20041101.1144-E4-6
EM23	AGGRESSIVEVOICEDAILY_20041101.1144-E5-7
EM24	AGGRESSIVEVOICEDAILY_20041101.1144-E17-8
EM26	AGGRESSIVEVOICEDAILY_20041101.1144-E6-9
EM27	AGGRESSIVEVOICEDAILY_20041101.1144-E7-10
EM28	AGGRESSIVEVOICEDAILY_20041101.1144-E7-11
EM29	AGGRESSIVEVOICEDAILY_20041101.1144-E8-12
EM30	AGGRESSIVEVOICEDAILY_20041101.1144-E17-13
EM31	AGGRESSIVEVOICEDAILY_20041101.1144-E9-14
EM32	AGGRESSIVEVOICEDAILY_20041101.1144-E10-15
EM33	AGGRESSIVEVOICEDAILY_20041101.1144-E9-16
EM34	AGGRESSIVEVOICEDAILY_20041101.1144-E11-17
