CE11	MARKETVIEW_20050201.0748-CE1
CE12	MARKETVIEW_20050201.0748-CE2
CE13	MARKETVIEW_20050201.0748-CE3
CE14	MARKETVIEW_20050201.0748-CE4
CE1	MARKETVIEW_20050201.0748-CE5
CE2	MARKETVIEW_20050201.0748-CE6
CE3	MARKETVIEW_20050201.0748-CE7
CE4	MARKETVIEW_20050201.0748-CE8
CE5	MARKETVIEW_20050201.0748-CE9
CE6	MARKETVIEW_20050201.0748-CE10
CE7	MARKETVIEW_20050201.0748-CE11
CE8	MARKETVIEW_20050201.0748-CE12
CE9	MARKETVIEW_20050201.0748-CE13
CE10	MARKETVIEW_20050201.0748-CE14
E13	MARKETVIEW_20050201.0748-E1
E14	MARKETVIEW_20050201.0748-E2
E15	MARKETVIEW_20050201.0748-E3
E16	MARKETVIEW_20050201.0748-E4
E17	MARKETVIEW_20050201.0748-E5
E18	MARKETVIEW_20050201.0748-E6
E19	MARKETVIEW_20050201.0748-E7
E1	MARKETVIEW_20050201.0748-E8
E2	MARKETVIEW_20050201.0748-E9
E3	MARKETVIEW_20050201.0748-E10
E4	MARKETVIEW_20050201.0748-E11
E5	MARKETVIEW_20050201.0748-E12
E6	MARKETVIEW_20050201.0748-E13
E8	MARKETVIEW_20050201.0748-E14
E9	MARKETVIEW_20050201.0748-E15
E10	MARKETVIEW_20050201.0748-E16
E11	MARKETVIEW_20050201.0748-E17
E12	MARKETVIEW_20050201.0748-E18
EM1	MARKETVIEW_20050201.0748-E8-1
EM19	MARKETVIEW_20050201.0748-E11-2
EM20	MARKETVIEW_20050201.0748-E1-3
EM21	MARKETVIEW_20050201.0748-E11-4
EM22	MARKETVIEW_20050201.0748-E2-5
EM23	MARKETVIEW_20050201.0748-E11-6
EM24	MARKETVIEW_20050201.0748-E3-7
EM25	MARKETVIEW_20050201.0748-E11-8
EM26	MARKETVIEW_20050201.0748-E3-9
EM27	MARKETVIEW_20050201.0748-E13-10
EM28	MARKETVIEW_20050201.0748-E13-11
EM29	MARKETVIEW_20050201.0748-E5-12
EM30	MARKETVIEW_20050201.0748-E6-13
EM31	MARKETVIEW_20050201.0748-E4-14
EM32	MARKETVIEW_20050201.0748-E3-15
EM33	MARKETVIEW_20050201.0748-E13-16
EM34	MARKETVIEW_20050201.0748-E7-17
EM35	MARKETVIEW_20050201.0748-E8-18
EM2	MARKETVIEW_20050201.0748-E9-19
EM3	MARKETVIEW_20050201.0748-E10-20
EM4	MARKETVIEW_20050201.0748-E11-21
EM5	MARKETVIEW_20050201.0748-E12-22
EM6	MARKETVIEW_20050201.0748-E8-23
EM7	MARKETVIEW_20050201.0748-E13-24
EM8	MARKETVIEW_20050201.0748-E14-25
EM9	MARKETVIEW_20050201.0748-E15-26
EM10	MARKETVIEW_20050201.0748-E16-27
EM11	MARKETVIEW_20050201.0748-E13-28
EM12	MARKETVIEW_20050201.0748-E17-29
EM13	MARKETVIEW_20050201.0748-E17-30
EM14	MARKETVIEW_20050201.0748-E13-31
EM15	MARKETVIEW_20050201.0748-E17-32
EM16	MARKETVIEW_20050201.0748-E18-33
EM17	MARKETVIEW_20050201.0748-E11-34
EM18	MARKETVIEW_20050201.0748-E11-35
EM36	MARKETVIEW_20050201.0748-E3-36
R1	MARKETVIEW_20050201.0748-R1
RM1	MARKETVIEW_20050201.0748-R1-1
Q1	MARKETVIEW_20050201.0748-T1
Q2	MARKETVIEW_20050201.0748-T2
Q3	MARKETVIEW_20050201.0748-T3
Q4	MARKETVIEW_20050201.0748-V1
Q5	MARKETVIEW_20050201.0748-T4
Q6	MARKETVIEW_20050201.0748-T5
Q7	MARKETVIEW_20050201.0748-V2
Q8	MARKETVIEW_20050201.0748-V3
Q9	MARKETVIEW_20050201.0748-V4
Q10	MARKETVIEW_20050201.0748-V5
Q11	MARKETVIEW_20050201.0748-T6
QM4	MARKETVIEW_20050201.0748-V1-1
QM7	MARKETVIEW_20050201.0748-V2-1
QM8	MARKETVIEW_20050201.0748-V3-1
QM9	MARKETVIEW_20050201.0748-V4-1
QM10	MARKETVIEW_20050201.0748-V5-1
