CE9	MARKBACKER_20041220.0919-CE1
CE10	MARKBACKER_20041220.0919-CE2
CE11	MARKBACKER_20041220.0919-CE3
CE12	MARKBACKER_20041220.0919-CE4
CE13	MARKBACKER_20041220.0919-CE5
CE14	MARKBACKER_20041220.0919-CE6
CE15	MARKBACKER_20041220.0919-CE7
CE16	MARKBACKER_20041220.0919-CE8
CE17	MARKBACKER_20041220.0919-CE9
CE18	MARKBACKER_20041220.0919-CE10
CE19	MARKBACKER_20041220.0919-CE11
CE20	MARKBACKER_20041220.0919-CE12
CE21	MARKBACKER_20041220.0919-CE13
CE22	MARKBACKER_20041220.0919-CE14
CE23	MARKBACKER_20041220.0919-CE15
CE1	MARKBACKER_20041220.0919-CE16
CE2	MARKBACKER_20041220.0919-CE17
CE3	MARKBACKER_20041220.0919-CE18
CE4	MARKBACKER_20041220.0919-CE19
CE5	MARKBACKER_20041220.0919-CE20
CE6	MARKBACKER_20041220.0919-CE21
CE7	MARKBACKER_20041220.0919-CE22
CE8	MARKBACKER_20041220.0919-CE23
E11	MARKBACKER_20041220.0919-E1
E12	MARKBACKER_20041220.0919-E2
E13	MARKBACKER_20041220.0919-E3
E14	MARKBACKER_20041220.0919-E4
E15	MARKBACKER_20041220.0919-E5
E16	MARKBACKER_20041220.0919-E6
E17	MARKBACKER_20041220.0919-E7
E18	MARKBACKER_20041220.0919-E8
E19	MARKBACKER_20041220.0919-E9
E20	MARKBACKER_20041220.0919-E10
E21	MARKBACKER_20041220.0919-E11
E22	MARKBACKER_20041220.0919-E12
E23	MARKBACKER_20041220.0919-E13
E24	MARKBACKER_20041220.0919-E14
E25	MARKBACKER_20041220.0919-E15
E1	MARKBACKER_20041220.0919-E16
E26	MARKBACKER_20041220.0919-E17
E27	MARKBACKER_20041220.0919-E18
E28	MARKBACKER_20041220.0919-E19
E29	MARKBACKER_20041220.0919-E20
E2	MARKBACKER_20041220.0919-E21
E3	MARKBACKER_20041220.0919-E22
E4	MARKBACKER_20041220.0919-E23
E5	MARKBACKER_20041220.0919-E24
E6	MARKBACKER_20041220.0919-E25
E7	MARKBACKER_20041220.0919-E26
E8	MARKBACKER_20041220.0919-E27
E9	MARKBACKER_20041220.0919-E28
E10	MARKBACKER_20041220.0919-E29
EM1	MARKBACKER_20041220.0919-E16-1
EM22	MARKBACKER_20041220.0919-E29-2
EM23	MARKBACKER_20041220.0919-E26-3
EM24	MARKBACKER_20041220.0919-E26-4
EM25	MARKBACKER_20041220.0919-E28-5
EM26	MARKBACKER_20041220.0919-E26-6
EM27	MARKBACKER_20041220.0919-E26-7
EM28	MARKBACKER_20041220.0919-E29-8
EM29	MARKBACKER_20041220.0919-E1-9
EM30	MARKBACKER_20041220.0919-E2-10
EM31	MARKBACKER_20041220.0919-E29-11
EM32	MARKBACKER_20041220.0919-E29-12
EM33	MARKBACKER_20041220.0919-E29-13
EM34	MARKBACKER_20041220.0919-E16-14
EM35	MARKBACKER_20041220.0919-E3-15
