CE12	MARKBACKER_20041117.0723-CE1
CE14	MARKBACKER_20041117.0723-CE2
CE15	MARKBACKER_20041117.0723-CE3
CE16	MARKBACKER_20041117.0723-CE4
CE17	MARKBACKER_20041117.0723-CE5
CE18	MARKBACKER_20041117.0723-CE6
CE19	MARKBACKER_20041117.0723-CE7
CE20	MARKBACKER_20041117.0723-CE8
CE21	MARKBACKER_20041117.0723-CE9
CE1	MARKBACKER_20041117.0723-CE10
CE2	MARKBACKER_20041117.0723-CE11
CE3	MARKBACKER_20041117.0723-CE12
CE4	MARKBACKER_20041117.0723-CE13
CE5	MARKBACKER_20041117.0723-CE14
CE10	MARKBACKER_20041117.0723-CE15
E13	MARKBACKER_20041117.0723-E1
E15	MARKBACKER_20041117.0723-E2
E16	MARKBACKER_20041117.0723-E3
E17	MARKBACKER_20041117.0723-E4
E18	MARKBACKER_20041117.0723-E5
E19	MARKBACKER_20041117.0723-E6
E20	MARKBACKER_20041117.0723-E7
E21	MARKBACKER_20041117.0723-E8
E22	MARKBACKER_20041117.0723-E9
E23	MARKBACKER_20041117.0723-E10
E24	MARKBACKER_20041117.0723-E11
E25	MARKBACKER_20041117.0723-E12
E26	MARKBACKER_20041117.0723-E13
E1	MARKBACKER_20041117.0723-E14
E2	MARKBACKER_20041117.0723-E15
E3	MARKBACKER_20041117.0723-E16
E4	MARKBACKER_20041117.0723-E17
E5	MARKBACKER_20041117.0723-E18
E11	MARKBACKER_20041117.0723-E19
EM1	MARKBACKER_20041117.0723-E14-1
EM22	MARKBACKER_20041117.0723-E16-2
EM23	MARKBACKER_20041117.0723-E19-3
EM24	MARKBACKER_20041117.0723-E15-4
EM25	MARKBACKER_20041117.0723-E16-5
EM26	MARKBACKER_20041117.0723-E1-6
EM28	MARKBACKER_20041117.0723-E2-7
EM29	MARKBACKER_20041117.0723-E3-8
EM30	MARKBACKER_20041117.0723-E4-9
EM31	MARKBACKER_20041117.0723-E19-10
EM32	MARKBACKER_20041117.0723-E19-11
EM33	MARKBACKER_20041117.0723-E19-12
EM34	MARKBACKER_20041117.0723-E16-13
EM35	MARKBACKER_20041117.0723-E19-14
EM36	MARKBACKER_20041117.0723-E16-15
EM37	MARKBACKER_20041117.0723-E15-16
EM38	MARKBACKER_20041117.0723-E19-17
EM39	MARKBACKER_20041117.0723-E5-18
EM40	MARKBACKER_20041117.0723-E6-19
EM41	MARKBACKER_20041117.0723-E2-20
EM42	MARKBACKER_20041117.0723-E15-21
EM43	MARKBACKER_20041117.0723-E7-22
EM44	MARKBACKER_20041117.0723-E8-23
EM45	MARKBACKER_20041117.0723-E9-24
EM46	MARKBACKER_20041117.0723-E7-25
EM47	MARKBACKER_20041117.0723-E10-26
EM48	MARKBACKER_20041117.0723-E11-27
EM49	MARKBACKER_20041117.0723-E12-28
EM50	MARKBACKER_20041117.0723-E15-29
EM51	MARKBACKER_20041117.0723-E13-30
EM2	MARKBACKER_20041117.0723-E15-31
EM3	MARKBACKER_20041117.0723-E16-32
EM4	MARKBACKER_20041117.0723-E17-33
EM5	MARKBACKER_20041117.0723-E15-34
EM6	MARKBACKER_20041117.0723-E18-35
EM52	MARKBACKER_20041117.0723-E15-36
EM12	MARKBACKER_20041117.0723-E15-37
EM13	MARKBACKER_20041117.0723-E15-38
EM14	MARKBACKER_20041117.0723-E16-39
EM19	MARKBACKER_20041117.0723-E19-40
EM21	MARKBACKER_20041117.0723-E19-41
R6	MARKBACKER_20041117.0723-R1
R7	MARKBACKER_20041117.0723-R2
R8	MARKBACKER_20041117.0723-R3
R9	MARKBACKER_20041117.0723-R4
RM5	MARKBACKER_20041117.0723-R1-1
RM6	MARKBACKER_20041117.0723-R2-1
RM7	MARKBACKER_20041117.0723-R3-1
RM8	MARKBACKER_20041117.0723-R4-1
Q1	MARKBACKER_20041117.0723-T1
Q2	MARKBACKER_20041117.0723-T2
Q3	MARKBACKER_20041117.0723-T3
Q4	MARKBACKER_20041117.0723-T4
Q5	MARKBACKER_20041117.0723-T5
Q6	MARKBACKER_20041117.0723-T6
Q7	MARKBACKER_20041117.0723-T7
Q8	MARKBACKER_20041117.0723-T8
