CE8	MARKETVIEW_20050209.1923-CE1
CE9	MARKETVIEW_20050209.1923-CE2
CE10	MARKETVIEW_20050209.1923-CE3
CE11	MARKETVIEW_20050209.1923-CE4
CE12	MARKETVIEW_20050209.1923-CE5
CE13	MARKETVIEW_20050209.1923-CE6
CE14	MARKETVIEW_20050209.1923-CE7
CE1	MARKETVIEW_20050209.1923-CE8
CE3	MARKETVIEW_20050209.1923-CE9
CE4	MARKETVIEW_20050209.1923-CE10
CE5	MARKETVIEW_20050209.1923-CE11
CE6	MARKETVIEW_20050209.1923-CE12
CE7	MARKETVIEW_20050209.1923-CE13
E12	MARKETVIEW_20050209.1923-E1
E13	MARKETVIEW_20050209.1923-E2
E14	MARKETVIEW_20050209.1923-E3
E15	MARKETVIEW_20050209.1923-E4
E16	MARKETVIEW_20050209.1923-E5
E17	MARKETVIEW_20050209.1923-E6
E18	MARKETVIEW_20050209.1923-E7
E19	MARKETVIEW_20050209.1923-E8
E20	MARKETVIEW_20050209.1923-E9
E21	MARKETVIEW_20050209.1923-E10
E1	MARKETVIEW_20050209.1923-E11
E3	MARKETVIEW_20050209.1923-E12
E4	MARKETVIEW_20050209.1923-E13
E5	MARKETVIEW_20050209.1923-E14
E6	MARKETVIEW_20050209.1923-E15
E7	MARKETVIEW_20050209.1923-E16
E8	MARKETVIEW_20050209.1923-E17
E11	MARKETVIEW_20050209.1923-E18
EM1	MARKETVIEW_20050209.1923-E11-1
EM21	MARKETVIEW_20050209.1923-E1-2
EM22	MARKETVIEW_20050209.1923-E12-3
EM23	MARKETVIEW_20050209.1923-E2-4
EM24	MARKETVIEW_20050209.1923-E3-5
EM25	MARKETVIEW_20050209.1923-E12-6
EM26	MARKETVIEW_20050209.1923-E1-7
EM27	MARKETVIEW_20050209.1923-E12-8
EM28	MARKETVIEW_20050209.1923-E12-9
EM29	MARKETVIEW_20050209.1923-E4-10
EM30	MARKETVIEW_20050209.1923-E5-11
EM31	MARKETVIEW_20050209.1923-E6-12
EM32	MARKETVIEW_20050209.1923-E7-13
EM33	MARKETVIEW_20050209.1923-E8-14
EM34	MARKETVIEW_20050209.1923-E9-15
EM39	MARKETVIEW_20050209.1923-E10-16
EM35	MARKETVIEW_20050209.1923-E4-17
EM36	MARKETVIEW_20050209.1923-E4-18
EM3	MARKETVIEW_20050209.1923-E11-19
EM4	MARKETVIEW_20050209.1923-E12-20
EM5	MARKETVIEW_20050209.1923-E13-21
EM6	MARKETVIEW_20050209.1923-E14-22
EM7	MARKETVIEW_20050209.1923-E13-23
EM8	MARKETVIEW_20050209.1923-E15-24
EM9	MARKETVIEW_20050209.1923-E16-25
EM10	MARKETVIEW_20050209.1923-E11-26
EM11	MARKETVIEW_20050209.1923-E11-27
EM12	MARKETVIEW_20050209.1923-E11-28
EM13	MARKETVIEW_20050209.1923-E17-29
EM14	MARKETVIEW_20050209.1923-E11-30
EM15	MARKETVIEW_20050209.1923-E11-31
EM37	MARKETVIEW_20050209.1923-E16-32
EM38	MARKETVIEW_20050209.1923-E16-33
EM16	MARKETVIEW_20050209.1923-E18-34
EM17	MARKETVIEW_20050209.1923-E12-35
EM18	MARKETVIEW_20050209.1923-E12-36
EM19	MARKETVIEW_20050209.1923-E16-37
EM20	MARKETVIEW_20050209.1923-E12-38
R1	MARKETVIEW_20050209.1923-R1
RM1	MARKETVIEW_20050209.1923-R1-1
Q1	MARKETVIEW_20050209.1923-T1
Q2	MARKETVIEW_20050209.1923-T2
Q3	MARKETVIEW_20050209.1923-T3
