CE9	rec.games.chess.politics_20041216.1047-CE1
CE10	rec.games.chess.politics_20041216.1047-CE2
CE11	rec.games.chess.politics_20041216.1047-CE3
CE12	rec.games.chess.politics_20041216.1047-CE4
CE13	rec.games.chess.politics_20041216.1047-CE5
CE19	rec.games.chess.politics_20041216.1047-CE6
CE14	rec.games.chess.politics_20041216.1047-CE7
CE15	rec.games.chess.politics_20041216.1047-CE8
CE16	rec.games.chess.politics_20041216.1047-CE9
CE17	rec.games.chess.politics_20041216.1047-CE10
CE18	rec.games.chess.politics_20041216.1047-CE11
CE20	rec.games.chess.politics_20041216.1047-CE12
CE23	rec.games.chess.politics_20041216.1047-CE13
CE24	rec.games.chess.politics_20041216.1047-CE14
CE25	rec.games.chess.politics_20041216.1047-CE15
CE26	rec.games.chess.politics_20041216.1047-CE16
CE1	rec.games.chess.politics_20041216.1047-CE17
CE27	rec.games.chess.politics_20041216.1047-CE18
CE28	rec.games.chess.politics_20041216.1047-CE19
CE29	rec.games.chess.politics_20041216.1047-CE20
CE30	rec.games.chess.politics_20041216.1047-CE21
CE31	rec.games.chess.politics_20041216.1047-CE22
CE32	rec.games.chess.politics_20041216.1047-CE23
CE33	rec.games.chess.politics_20041216.1047-CE24
CE34	rec.games.chess.politics_20041216.1047-CE25
CE35	rec.games.chess.politics_20041216.1047-CE26
CE4	rec.games.chess.politics_20041216.1047-CE27
CE3	rec.games.chess.politics_20041216.1047-CE28
CE5	rec.games.chess.politics_20041216.1047-CE29
CE6	rec.games.chess.politics_20041216.1047-CE30
CE7	rec.games.chess.politics_20041216.1047-CE31
CE2	rec.games.chess.politics_20041216.1047-CE32
CE8	rec.games.chess.politics_20041216.1047-CE33
E16	rec.games.chess.politics_20041216.1047-E1
E18	rec.games.chess.politics_20041216.1047-E2
E19	rec.games.chess.politics_20041216.1047-E3
E20	rec.games.chess.politics_20041216.1047-E4
E21	rec.games.chess.politics_20041216.1047-E5
E22	rec.games.chess.politics_20041216.1047-E6
E24	rec.games.chess.politics_20041216.1047-E7
E25	rec.games.chess.politics_20041216.1047-E8
E26	rec.games.chess.politics_20041216.1047-E9
E27	rec.games.chess.politics_20041216.1047-E10
E28	rec.games.chess.politics_20041216.1047-E11
E29	rec.games.chess.politics_20041216.1047-E12
E30	rec.games.chess.politics_20041216.1047-E13
E34	rec.games.chess.politics_20041216.1047-E14
E35	rec.games.chess.politics_20041216.1047-E15
E36	rec.games.chess.politics_20041216.1047-E16
E37	rec.games.chess.politics_20041216.1047-E17
E63	rec.games.chess.politics_20041216.1047-E18
E42	rec.games.chess.politics_20041216.1047-E19
E43	rec.games.chess.politics_20041216.1047-E20
E46	rec.games.chess.politics_20041216.1047-E21
E47	rec.games.chess.politics_20041216.1047-E22
E48	rec.games.chess.politics_20041216.1047-E23
E49	rec.games.chess.politics_20041216.1047-E24
E50	rec.games.chess.politics_20041216.1047-E25
E51	rec.games.chess.politics_20041216.1047-E26
E52	rec.games.chess.politics_20041216.1047-E27
E53	rec.games.chess.politics_20041216.1047-E28
E54	rec.games.chess.politics_20041216.1047-E29
E55	rec.games.chess.politics_20041216.1047-E30
E56	rec.games.chess.politics_20041216.1047-E31
E57	rec.games.chess.politics_20041216.1047-E32
E1	rec.games.chess.politics_20041216.1047-E33
E58	rec.games.chess.politics_20041216.1047-E34
E59	rec.games.chess.politics_20041216.1047-E35
E61	rec.games.chess.politics_20041216.1047-E36
E2	rec.games.chess.politics_20041216.1047-E37
E67	rec.games.chess.politics_20041216.1047-E38
E68	rec.games.chess.politics_20041216.1047-E39
E3	rec.games.chess.politics_20041216.1047-E40
E32	rec.games.chess.politics_20041216.1047-E41
E33	rec.games.chess.politics_20041216.1047-E42
E6	rec.games.chess.politics_20041216.1047-E43
E7	rec.games.chess.politics_20041216.1047-E44
E8	rec.games.chess.politics_20041216.1047-E45
E9	rec.games.chess.politics_20041216.1047-E46
E10	rec.games.chess.politics_20041216.1047-E47
E12	rec.games.chess.politics_20041216.1047-E48
E13	rec.games.chess.politics_20041216.1047-E49
E14	rec.games.chess.politics_20041216.1047-E50
E15	rec.games.chess.politics_20041216.1047-E51
EM49	rec.games.chess.politics_20041216.1047-E41-1
EM17	rec.games.chess.politics_20041216.1047-E1-2
