CE9	ANN20001118.1500.0101-CE1
CE10	ANN20001118.1500.0101-CE2
CE11	ANN20001118.1500.0101-CE3
CE12	ANN20001118.1500.0101-CE4
CE13	ANN20001118.1500.0101-CE5
CE14	ANN20001118.1500.0101-CE6
CE15	ANN20001118.1500.0101-CE7
CE16	ANN20001118.1500.0101-CE8
CE17	ANN20001118.1500.0101-CE9
CE18	ANN20001118.1500.0101-CE10
CE19	ANN20001118.1500.0101-CE11
CE20	ANN20001118.1500.0101-CE12
CE21	ANN20001118.1500.0101-CE13
CE22	ANN20001118.1500.0101-CE14
CE23	ANN20001118.1500.0101-CE15
CE26	ANN20001118.1500.0101-CE16
CE28	ANN20001118.1500.0101-CE17
CE29	ANN20001118.1500.0101-CE18
CE30	ANN20001118.1500.0101-CE19
CE31	ANN20001118.1500.0101-CE20
CE32	ANN20001118.1500.0101-CE21
CE33	ANN20001118.1500.0101-CE22
CE34	ANN20001118.1500.0101-CE23
CE35	ANN20001118.1500.0101-CE24
CE36	ANN20001118.1500.0101-CE25
CE37	ANN20001118.1500.0101-CE26
CE38	ANN20001118.1500.0101-CE27
CE39	ANN20001118.1500.0101-CE28
CE40	ANN20001118.1500.0101-CE29
CE41	ANN20001118.1500.0101-CE30
CE42	ANN20001118.1500.0101-CE31
CE43	ANN20001118.1500.0101-CE32
CE2	ANN20001118.1500.0101-CE33
CE3	ANN20001118.1500.0101-CE34
CE4	ANN20001118.1500.0101-CE35
CE5	ANN20001118.1500.0101-CE36
CE6	ANN20001118.1500.0101-CE37
CE7	ANN20001118.1500.0101-CE38
CE8	ANN20001118.1500.0101-CE39
E12	ANN20001118.1500.0101-E1
E13	ANN20001118.1500.0101-E2
E14	ANN20001118.1500.0101-E3
E15	ANN20001118.1500.0101-E4
E16	ANN20001118.1500.0101-E5
E17	ANN20001118.1500.0101-E6
E18	ANN20001118.1500.0101-E7
E20	ANN20001118.1500.0101-E8
E21	ANN20001118.1500.0101-E9
E22	ANN20001118.1500.0101-E10
E23	ANN20001118.1500.0101-E11
E24	ANN20001118.1500.0101-E12
E25	ANN20001118.1500.0101-E13
E26	ANN20001118.1500.0101-E14
E27	ANN20001118.1500.0101-E15
E28	ANN20001118.1500.0101-E16
E29	ANN20001118.1500.0101-E17
E30	ANN20001118.1500.0101-E18
E31	ANN20001118.1500.0101-E19
E32	ANN20001118.1500.0101-E20
E33	ANN20001118.1500.0101-E21
E34	ANN20001118.1500.0101-E22
E35	ANN20001118.1500.0101-E23
E38	ANN20001118.1500.0101-E24
E39	ANN20001118.1500.0101-E25
E41	ANN20001118.1500.0101-E26
E42	ANN20001118.1500.0101-E27
E43	ANN20001118.1500.0101-E28
E44	ANN20001118.1500.0101-E29
E46	ANN20001118.1500.0101-E30
E47	ANN20001118.1500.0101-E31
E48	ANN20001118.1500.0101-E32
E49	ANN20001118.1500.0101-E33
E50	ANN20001118.1500.0101-E34
E51	ANN20001118.1500.0101-E35
E52	ANN20001118.1500.0101-E36
E53	ANN20001118.1500.0101-E37
E54	ANN20001118.1500.0101-E38
E55	ANN20001118.1500.0101-E39
