CE9	ANN20001124.1500.0090-CE1
CE10	ANN20001124.1500.0090-CE2
CE11	ANN20001124.1500.0090-CE3
CE12	ANN20001124.1500.0090-CE4
CE13	ANN20001124.1500.0090-CE5
CE14	ANN20001124.1500.0090-CE6
CE15	ANN20001124.1500.0090-CE7
CE16	ANN20001124.1500.0090-CE8
CE17	ANN20001124.1500.0090-CE9
CE18	ANN20001124.1500.0090-CE10
CE1	ANN20001124.1500.0090-CE11
CE2	ANN20001124.1500.0090-CE12
CE4	ANN20001124.1500.0090-CE13
CE5	ANN20001124.1500.0090-CE14
CE6	ANN20001124.1500.0090-CE15
CE7	ANN20001124.1500.0090-CE16
CE8	ANN20001124.1500.0090-CE17
E10	ANN20001124.1500.0090-E1
E11	ANN20001124.1500.0090-E2
E12	ANN20001124.1500.0090-E3
E13	ANN20001124.1500.0090-E4
E14	ANN20001124.1500.0090-E5
E15	ANN20001124.1500.0090-E6
E16	ANN20001124.1500.0090-E7
E17	ANN20001124.1500.0090-E8
E18	ANN20001124.1500.0090-E9
E19	ANN20001124.1500.0090-E10
E20	ANN20001124.1500.0090-E11
E21	ANN20001124.1500.0090-E12
E22	ANN20001124.1500.0090-E13
E1	ANN20001124.1500.0090-E14
E2	ANN20001124.1500.0090-E15
E4	ANN20001124.1500.0090-E16
E5	ANN20001124.1500.0090-E17
E6	ANN20001124.1500.0090-E18
E7	ANN20001124.1500.0090-E19
E8	ANN20001124.1500.0090-E20
E9	ANN20001124.1500.0090-E21
EM1	ANN20001124.1500.0090-E14-1
EM23	ANN20001124.1500.0090-E16-2
EM24	ANN20001124.1500.0090-E14-3
EM25	ANN20001124.1500.0090-E19-4
EM26	ANN20001124.1500.0090-E14-5
EM27	ANN20001124.1500.0090-E16-6
EM28	ANN20001124.1500.0090-E14-7
EM29	ANN20001124.1500.0090-E16-8
EM30	ANN20001124.1500.0090-E16-9
EM31	ANN20001124.1500.0090-E14-10
EM32	ANN20001124.1500.0090-E2-11
EM33	ANN20001124.1500.0090-E14-12
EM34	ANN20001124.1500.0090-E3-13
EM35	ANN20001124.1500.0090-E4-14
EM36	ANN20001124.1500.0090-E5-15
EM37	ANN20001124.1500.0090-E14-16
EM38	ANN20001124.1500.0090-E14-17
EM39	ANN20001124.1500.0090-E14-18
EM40	ANN20001124.1500.0090-E14-19
EM41	ANN20001124.1500.0090-E6-20
EM42	ANN20001124.1500.0090-E16-21
EM43	ANN20001124.1500.0090-E7-22
EM44	ANN20001124.1500.0090-E14-23
EM45	ANN20001124.1500.0090-E6-24
EM46	ANN20001124.1500.0090-E8-25
EM47	ANN20001124.1500.0090-E16-26
EM48	ANN20001124.1500.0090-E14-27
EM49	ANN20001124.1500.0090-E9-28
EM50	ANN20001124.1500.0090-E14-29
EM51	ANN20001124.1500.0090-E14-30
EM52	ANN20001124.1500.0090-E2-31
EM53	ANN20001124.1500.0090-E2-32
EM54	ANN20001124.1500.0090-E2-33
EM55	ANN20001124.1500.0090-E2-34
EM56	ANN20001124.1500.0090-E8-35
EM57	ANN20001124.1500.0090-E18-36
EM58	ANN20001124.1500.0090-E10-37
EM59	ANN20001124.1500.0090-E11-38
EM60	ANN20001124.1500.0090-E12-39
EM61	ANN20001124.1500.0090-E13-40
EM62	ANN20001124.1500.0090-E14-41
EM63	ANN20001124.1500.0090-E8-42
EM2	ANN20001124.1500.0090-E15-43
EM4	ANN20001124.1500.0090-E14-44
EM6	ANN20001124.1500.0090-E16-45
EM7	ANN20001124.1500.0090-E16-46
EM8	ANN20001124.1500.0090-E17-47
EM9	ANN20001124.1500.0090-E14-48
EM10	ANN20001124.1500.0090-E18-49
EM11	ANN20001124.1500.0090-E19-50
EM12	ANN20001124.1500.0090-E16-51
EM13	ANN20001124.1500.0090-E16-52
EM14	ANN20001124.1500.0090-E20-53
EM15	ANN20001124.1500.0090-E14-54
EM16	ANN20001124.1500.0090-E14-55
EM17	ANN20001124.1500.0090-E14-56
EM18	ANN20001124.1500.0090-E14-57
