CE8	ALH20001014.1300.0111-CE1
CE9	ALH20001014.1300.0111-CE2
CE10	ALH20001014.1300.0111-CE3
CE11	ALH20001014.1300.0111-CE4
CE12	ALH20001014.1300.0111-CE5
CE13	ALH20001014.1300.0111-CE6
CE14	ALH20001014.1300.0111-CE7
CE1	ALH20001014.1300.0111-CE8
CE2	ALH20001014.1300.0111-CE9
CE3	ALH20001014.1300.0111-CE10
CE4	ALH20001014.1300.0111-CE11
CE5	ALH20001014.1300.0111-CE12
E8	ALH20001014.1300.0111-E1
E9	ALH20001014.1300.0111-E2
E10	ALH20001014.1300.0111-E3
E11	ALH20001014.1300.0111-E4
E12	ALH20001014.1300.0111-E5
E13	ALH20001014.1300.0111-E6
E14	ALH20001014.1300.0111-E7
E1	ALH20001014.1300.0111-E8
E2	ALH20001014.1300.0111-E9
E3	ALH20001014.1300.0111-E10
E4	ALH20001014.1300.0111-E11
E5	ALH20001014.1300.0111-E12
EM1	ALH20001014.1300.0111-E8-1
EM25	ALH20001014.1300.0111-E11-2
EM26	ALH20001014.1300.0111-E11-3
EM27	ALH20001014.1300.0111-E1-4
EM28	ALH20001014.1300.0111-E1-5
EM29	ALH20001014.1300.0111-E2-6
EM30	ALH20001014.1300.0111-E3-7
EM31	ALH20001014.1300.0111-E1-8
EM33	ALH20001014.1300.0111-E1-9
EM34	ALH20001014.1300.0111-E4-10
EM35	ALH20001014.1300.0111-E1-11
EM36	ALH20001014.1300.0111-E1-12
EM40	ALH20001014.1300.0111-E5-13
EM43	ALH20001014.1300.0111-E5-14
EM44	ALH20001014.1300.0111-E6-15
EM45	ALH20001014.1300.0111-E7-16
EM46	ALH20001014.1300.0111-E12-17
EM51	ALH20001014.1300.0111-E11-18
EM53	ALH20001014.1300.0111-E11-19
EM55	ALH20001014.1300.0111-E11-20
EM56	ALH20001014.1300.0111-E11-21
EM57	ALH20001014.1300.0111-E1-22
EM60	ALH20001014.1300.0111-E11-23
EM61	ALH20001014.1300.0111-E11-24
EM62	ALH20001014.1300.0111-E11-25
EM64	ALH20001014.1300.0111-E11-26
EM65	ALH20001014.1300.0111-E11-27
EM66	ALH20001014.1300.0111-E11-28
EM67	ALH20001014.1300.0111-E11-29
EM68	ALH20001014.1300.0111-E1-30
EM70	ALH20001014.1300.0111-E11-31
EM2	ALH20001014.1300.0111-E9-32
EM3	ALH20001014.1300.0111-E10-33
EM4	ALH20001014.1300.0111-E10-34
EM5	ALH20001014.1300.0111-E11-35
EM6	ALH20001014.1300.0111-E12-36
EM7	ALH20001014.1300.0111-E10-37
EM9	ALH20001014.1300.0111-E12-38
EM13	ALH20001014.1300.0111-E10-39
EM14	ALH20001014.1300.0111-E10-40
EM15	ALH20001014.1300.0111-E10-41
EM16	ALH20001014.1300.0111-E11-42
EM17	ALH20001014.1300.0111-E12-43
EM19	ALH20001014.1300.0111-E11-44
R1	ALH20001014.1300.0111-R1
R2	ALH20001014.1300.0111-R2
R3	ALH20001014.1300.0111-R3
R4	ALH20001014.1300.0111-R4
RM1	ALH20001014.1300.0111-R1-1
RM2	ALH20001014.1300.0111-R1-2
RM3	ALH20001014.1300.0111-R3-1
RM4	ALH20001014.1300.0111-R4-1
V4	ALH20001014.1300.0111-EV1
V5	ALH20001014.1300.0111-EV2
VM4	ALH20001014.1300.0111-EV1-1
VM5	ALH20001014.1300.0111-EV2-1
Q1	ALH20001014.1300.0111-T1
Q2	ALH20001014.1300.0111-T2
Q3	ALH20001014.1300.0111-T3
Q4	ALH20001014.1300.0111-T4
Q5	ALH20001014.1300.0111-T5
Q6	ALH20001014.1300.0111-T6
Q7	ALH20001014.1300.0111-V1
Q8	ALH20001014.1300.0111-V2
Q9	ALH20001014.1300.0111-T7
Q10	ALH20001014.1300.0111-T8
Q11	ALH20001014.1300.0111-V3
QM7	ALH20001014.1300.0111-V1-1
QM8	ALH20001014.1300.0111-V2-1
QM11	ALH20001014.1300.0111-V3-1
