CE11	AFA20001020.1800.0184-CE1
CE12	AFA20001020.1800.0184-CE2
CE26	AFA20001020.1800.0184-CE3
CE16	AFA20001020.1800.0184-CE4
CE17	AFA20001020.1800.0184-CE5
CE18	AFA20001020.1800.0184-CE6
CE19	AFA20001020.1800.0184-CE7
CE20	AFA20001020.1800.0184-CE8
CE21	AFA20001020.1800.0184-CE9
CE23	AFA20001020.1800.0184-CE10
CE24	AFA20001020.1800.0184-CE11
CE25	AFA20001020.1800.0184-CE12
CE28	AFA20001020.1800.0184-CE13
CE29	AFA20001020.1800.0184-CE14
CE30	AFA20001020.1800.0184-CE15
CE31	AFA20001020.1800.0184-CE16
CE32	AFA20001020.1800.0184-CE17
CE34	AFA20001020.1800.0184-CE18
CE35	AFA20001020.1800.0184-CE19
CE36	AFA20001020.1800.0184-CE20
CE1	AFA20001020.1800.0184-CE21
CE37	AFA20001020.1800.0184-CE22
CE38	AFA20001020.1800.0184-CE23
CE39	AFA20001020.1800.0184-CE24
CE2	AFA20001020.1800.0184-CE25
CE3	AFA20001020.1800.0184-CE26
CE4	AFA20001020.1800.0184-CE27
CE5	AFA20001020.1800.0184-CE28
CE6	AFA20001020.1800.0184-CE29
CE7	AFA20001020.1800.0184-CE30
CE8	AFA20001020.1800.0184-CE31
CE9	AFA20001020.1800.0184-CE32
CE10	AFA20001020.1800.0184-CE33
E18	AFA20001020.1800.0184-E1
E37	AFA20001020.1800.0184-E2
E22	AFA20001020.1800.0184-E3
E23	AFA20001020.1800.0184-E4
E24	AFA20001020.1800.0184-E5
E25	AFA20001020.1800.0184-E6
E26	AFA20001020.1800.0184-E7
E27	AFA20001020.1800.0184-E8
E28	AFA20001020.1800.0184-E9
E31	AFA20001020.1800.0184-E10
E32	AFA20001020.1800.0184-E11
E33	AFA20001020.1800.0184-E12
E35	AFA20001020.1800.0184-E13
E36	AFA20001020.1800.0184-E14
E38	AFA20001020.1800.0184-E15
E42	AFA20001020.1800.0184-E16
E1	AFA20001020.1800.0184-E17
E43	AFA20001020.1800.0184-E18
E44	AFA20001020.1800.0184-E19
E45	AFA20001020.1800.0184-E20
E47	AFA20001020.1800.0184-E21
E48	AFA20001020.1800.0184-E22
E50	AFA20001020.1800.0184-E23
E51	AFA20001020.1800.0184-E24
E52	AFA20001020.1800.0184-E25
E53	AFA20001020.1800.0184-E26
E54	AFA20001020.1800.0184-E27
E55	AFA20001020.1800.0184-E28
E56	AFA20001020.1800.0184-E29
E57	AFA20001020.1800.0184-E30
E2	AFA20001020.1800.0184-E31
E3	AFA20001020.1800.0184-E32
E4	AFA20001020.1800.0184-E33
E5	AFA20001020.1800.0184-E34
E6	AFA20001020.1800.0184-E35
E7	AFA20001020.1800.0184-E36
E9	AFA20001020.1800.0184-E37
E11	AFA20001020.1800.0184-E38
E12	AFA20001020.1800.0184-E39
E14	AFA20001020.1800.0184-E40
E15	AFA20001020.1800.0184-E41
E16	AFA20001020.1800.0184-E42
EM1	AFA20001020.1800.0184-E17-1
EM18	AFA20001020.1800.0184-E39-2
EM19	AFA20001020.1800.0184-E1-3
EM52	AFA20001020.1800.0184-E39-4
EM53	AFA20001020.1800.0184-E2-5
EM22	AFA20001020.1800.0184-E3-6
EM23	AFA20001020.1800.0184-E4-7
EM24	AFA20001020.1800.0184-E5-8
EM25	AFA20001020.1800.0184-E6-9
EM26	AFA20001020.1800.0184-E33-10
