CE6	ANN20001107.0900.0039-CE1
CE7	ANN20001107.0900.0039-CE2
CE8	ANN20001107.0900.0039-CE3
CE9	ANN20001107.0900.0039-CE4
CE10	ANN20001107.0900.0039-CE5
CE11	ANN20001107.0900.0039-CE6
CE12	ANN20001107.0900.0039-CE7
CE13	ANN20001107.0900.0039-CE8
CE14	ANN20001107.0900.0039-CE9
CE15	ANN20001107.0900.0039-CE10
CE16	ANN20001107.0900.0039-CE11
CE17	ANN20001107.0900.0039-CE12
CE18	ANN20001107.0900.0039-CE13
CE19	ANN20001107.0900.0039-CE14
CE20	ANN20001107.0900.0039-CE15
CE21	ANN20001107.0900.0039-CE16
CE22	ANN20001107.0900.0039-CE17
CE23	ANN20001107.0900.0039-CE18
CE24	ANN20001107.0900.0039-CE19
CE25	ANN20001107.0900.0039-CE20
CE26	ANN20001107.0900.0039-CE21
CE27	ANN20001107.0900.0039-CE22
CE28	ANN20001107.0900.0039-CE23
CE29	ANN20001107.0900.0039-CE24
CE30	ANN20001107.0900.0039-CE25
CE31	ANN20001107.0900.0039-CE26
CE32	ANN20001107.0900.0039-CE27
CE33	ANN20001107.0900.0039-CE28
CE34	ANN20001107.0900.0039-CE29
CE35	ANN20001107.0900.0039-CE30
CE37	ANN20001107.0900.0039-CE31
CE38	ANN20001107.0900.0039-CE32
CE39	ANN20001107.0900.0039-CE33
CE40	ANN20001107.0900.0039-CE34
CE41	ANN20001107.0900.0039-CE35
CE42	ANN20001107.0900.0039-CE36
CE43	ANN20001107.0900.0039-CE37
CE44	ANN20001107.0900.0039-CE38
CE45	ANN20001107.0900.0039-CE39
CE1	ANN20001107.0900.0039-CE40
CE2	ANN20001107.0900.0039-CE41
CE3	ANN20001107.0900.0039-CE42
CE4	ANN20001107.0900.0039-CE43
CE5	ANN20001107.0900.0039-CE44
E10	ANN20001107.0900.0039-E1
E11	ANN20001107.0900.0039-E2
E12	ANN20001107.0900.0039-E3
E13	ANN20001107.0900.0039-E4
E14	ANN20001107.0900.0039-E5
E15	ANN20001107.0900.0039-E6
E16	ANN20001107.0900.0039-E7
E17	ANN20001107.0900.0039-E8
E19	ANN20001107.0900.0039-E9
E20	ANN20001107.0900.0039-E10
E21	ANN20001107.0900.0039-E11
E22	ANN20001107.0900.0039-E12
E23	ANN20001107.0900.0039-E13
E24	ANN20001107.0900.0039-E14
E25	ANN20001107.0900.0039-E15
E26	ANN20001107.0900.0039-E16
E27	ANN20001107.0900.0039-E17
E28	ANN20001107.0900.0039-E18
E29	ANN20001107.0900.0039-E19
E30	ANN20001107.0900.0039-E20
E31	ANN20001107.0900.0039-E21
E32	ANN20001107.0900.0039-E22
E33	ANN20001107.0900.0039-E23
E34	ANN20001107.0900.0039-E24
E36	ANN20001107.0900.0039-E25
E37	ANN20001107.0900.0039-E26
E38	ANN20001107.0900.0039-E27
E39	ANN20001107.0900.0039-E28
E40	ANN20001107.0900.0039-E29
E41	ANN20001107.0900.0039-E30
E42	ANN20001107.0900.0039-E31
E43	ANN20001107.0900.0039-E32
E44	ANN20001107.0900.0039-E33
E46	ANN20001107.0900.0039-E34
E47	ANN20001107.0900.0039-E35
E49	ANN20001107.0900.0039-E36
E50	ANN20001107.0900.0039-E37
E51	ANN20001107.0900.0039-E38
E52	ANN20001107.0900.0039-E39
E53	ANN20001107.0900.0039-E40
E54	ANN20001107.0900.0039-E41
E55	ANN20001107.0900.0039-E42
E56	ANN20001107.0900.0039-E43
E57	ANN20001107.0900.0039-E44
E58	ANN20001107.0900.0039-E45
E59	ANN20001107.0900.0039-E46
E1	ANN20001107.0900.0039-E47
E2	ANN20001107.0900.0039-E48
E3	ANN20001107.0900.0039-E49
E4	ANN20001107.0900.0039-E50
E5	ANN20001107.0900.0039-E51
E6	ANN20001107.0900.0039-E52
E7	ANN20001107.0900.0039-E53
E9	ANN20001107.0900.0039-E54
EM16	ANN20001107.0900.0039-E1-1
EM17	ANN20001107.0900.0039-E49-2
EM18	ANN20001107.0900.0039-E2-3
EM19	ANN20001107.0900.0039-E2-4
EM20	ANN20001107.0900.0039-E3-5
EM21	ANN20001107.0900.0039-E4-6
EM22	ANN20001107.0900.0039-E4-7
EM23	ANN20001107.0900.0039-E4-8
EM24	ANN20001107.0900.0039-E5-9
EM25	ANN20001107.0900.0039-E6-10
EM26	ANN20001107.0900.0039-E7-11
EM27	ANN20001107.0900.0039-E4-12
EM28	ANN20001107.0900.0039-E4-13
EM29	ANN20001107.0900.0039-E47-14
EM30	ANN20001107.0900.0039-E8-15
EM31	ANN20001107.0900.0039-E8-16
EM32	ANN20001107.0900.0039-E9-17
EM33	ANN20001107.0900.0039-E47-18
EM34	ANN20001107.0900.0039-E10-19
EM35	ANN20001107.0900.0039-E8-20
EM36	ANN20001107.0900.0039-E11-21
EM37	ANN20001107.0900.0039-E12-22
EM38	ANN20001107.0900.0039-E10-23
EM39	ANN20001107.0900.0039-E13-24
EM40	ANN20001107.0900.0039-E14-25
EM41	ANN20001107.0900.0039-E15-26
EM42	ANN20001107.0900.0039-E16-27
EM43	ANN20001107.0900.0039-E14-28
EM44	ANN20001107.0900.0039-E14-29
EM45	ANN20001107.0900.0039-E12-30
EM46	ANN20001107.0900.0039-E17-31
EM47	ANN20001107.0900.0039-E17-32
EM48	ANN20001107.0900.0039-E17-33
EM49	ANN20001107.0900.0039-E17-34
EM50	ANN20001107.0900.0039-E17-35
EM51	ANN20001107.0900.0039-E17-36
EM52	ANN20001107.0900.0039-E17-37
EM53	ANN20001107.0900.0039-E17-38
EM54	ANN20001107.0900.0039-E17-39
EM55	ANN20001107.0900.0039-E18-40
EM56	ANN20001107.0900.0039-E52-41
EM57	ANN20001107.0900.0039-E19-42
EM58	ANN20001107.0900.0039-E20-43
EM59	ANN20001107.0900.0039-E21-44
EM60	ANN20001107.0900.0039-E22-45
EM61	ANN20001107.0900.0039-E22-46
EM62	ANN20001107.0900.0039-E3-47
EM63	ANN20001107.0900.0039-E23-48
EM64	ANN20001107.0900.0039-E23-49
EM66	ANN20001107.0900.0039-E24-50
EM67	ANN20001107.0900.0039-E25-51
EM68	ANN20001107.0900.0039-E3-52
EM69	ANN20001107.0900.0039-E22-53
EM70	ANN20001107.0900.0039-E26-54
EM71	ANN20001107.0900.0039-E27-55
EM72	ANN20001107.0900.0039-E28-56
EM73	ANN20001107.0900.0039-E26-57
EM74	ANN20001107.0900.0039-E29-58
EM75	ANN20001107.0900.0039-E30-59
EM76	ANN20001107.0900.0039-E31-60
EM77	ANN20001107.0900.0039-E28-61
EM78	ANN20001107.0900.0039-E28-62
EM79	ANN20001107.0900.0039-E28-63
EM80	ANN20001107.0900.0039-E29-64
EM81	ANN20001107.0900.0039-E32-65
EM83	ANN20001107.0900.0039-E32-66
EM84	ANN20001107.0900.0039-E32-67
EM85	ANN20001107.0900.0039-E32-68
EM86	ANN20001107.0900.0039-E32-69
EM87	ANN20001107.0900.0039-E33-70
EM88	ANN20001107.0900.0039-E34-71
EM89	ANN20001107.0900.0039-E35-72
EM91	ANN20001107.0900.0039-E36-73
EM92	ANN20001107.0900.0039-E37-74
EM93	ANN20001107.0900.0039-E37-75
EM94	ANN20001107.0900.0039-E37-76
EM95	ANN20001107.0900.0039-E38-77
EM96	ANN20001107.0900.0039-E39-78
EM97	ANN20001107.0900.0039-E40-79
EM98	ANN20001107.0900.0039-E41-80
EM99	ANN20001107.0900.0039-E42-81
EM100	ANN20001107.0900.0039-E36-82
EM101	ANN20001107.0900.0039-E43-83
EM102	ANN20001107.0900.0039-E43-84
EM103	ANN20001107.0900.0039-E44-85
EM104	ANN20001107.0900.0039-E43-86
EM105	ANN20001107.0900.0039-E43-87
EM106	ANN20001107.0900.0039-E45-88
EM107	ANN20001107.0900.0039-E45-89
EM108	ANN20001107.0900.0039-E45-90
EM109	ANN20001107.0900.0039-E45-91
EM110	ANN20001107.0900.0039-E46-92
EM111	ANN20001107.0900.0039-E45-93
EM112	ANN20001107.0900.0039-E45-94
EM1	ANN20001107.0900.0039-E47-95
EM2	ANN20001107.0900.0039-E48-96
EM3	ANN20001107.0900.0039-E49-97
EM4	ANN20001107.0900.0039-E50-98
EM5	ANN20001107.0900.0039-E50-99
EM6	ANN20001107.0900.0039-E50-100
EM7	ANN20001107.0900.0039-E51-101
EM8	ANN20001107.0900.0039-E50-102
EM9	ANN20001107.0900.0039-E52-103
EM11	ANN20001107.0900.0039-E53-104
EM13	ANN20001107.0900.0039-E53-105
EM14	ANN20001107.0900.0039-E54-106
EM15	ANN20001107.0900.0039-E53-107
R1	ANN20001107.0900.0039-R1
R2	ANN20001107.0900.0039-R2
