CE12	ANN20001213.0900.0063-CE1
CE13	ANN20001213.0900.0063-CE2
CE23	ANN20001213.0900.0063-CE3
CE14	ANN20001213.0900.0063-CE4
CE15	ANN20001213.0900.0063-CE5
CE16	ANN20001213.0900.0063-CE6
CE24	ANN20001213.0900.0063-CE7
CE25	ANN20001213.0900.0063-CE8
CE17	ANN20001213.0900.0063-CE9
CE35	ANN20001213.0900.0063-CE10
CE27	ANN20001213.0900.0063-CE11
CE28	ANN20001213.0900.0063-CE12
CE30	ANN20001213.0900.0063-CE13
CE31	ANN20001213.0900.0063-CE14
CE32	ANN20001213.0900.0063-CE15
CE33	ANN20001213.0900.0063-CE16
CE34	ANN20001213.0900.0063-CE17
CE36	ANN20001213.0900.0063-CE18
CE37	ANN20001213.0900.0063-CE19
CE38	ANN20001213.0900.0063-CE20
CE39	ANN20001213.0900.0063-CE21
CE40	ANN20001213.0900.0063-CE22
CE1	ANN20001213.0900.0063-CE23
CE41	ANN20001213.0900.0063-CE24
CE42	ANN20001213.0900.0063-CE25
CE43	ANN20001213.0900.0063-CE26
CE44	ANN20001213.0900.0063-CE27
CE45	ANN20001213.0900.0063-CE28
CE46	ANN20001213.0900.0063-CE29
CE47	ANN20001213.0900.0063-CE30
CE48	ANN20001213.0900.0063-CE31
CE49	ANN20001213.0900.0063-CE32
CE50	ANN20001213.0900.0063-CE33
CE52	ANN20001213.0900.0063-CE34
CE2	ANN20001213.0900.0063-CE35
CE18	ANN20001213.0900.0063-CE36
CE19	ANN20001213.0900.0063-CE37
CE20	ANN20001213.0900.0063-CE38
CE22	ANN20001213.0900.0063-CE39
CE10	ANN20001213.0900.0063-CE40
E16	ANN20001213.0900.0063-E1
E17	ANN20001213.0900.0063-E2
E18	ANN20001213.0900.0063-E3
E19	ANN20001213.0900.0063-E4
E20	ANN20001213.0900.0063-E5
E21	ANN20001213.0900.0063-E6
E33	ANN20001213.0900.0063-E7
E34	ANN20001213.0900.0063-E8
E22	ANN20001213.0900.0063-E9
E23	ANN20001213.0900.0063-E10
E36	ANN20001213.0900.0063-E11
E37	ANN20001213.0900.0063-E12
E39	ANN20001213.0900.0063-E13
E40	ANN20001213.0900.0063-E14
E41	ANN20001213.0900.0063-E15
E42	ANN20001213.0900.0063-E16
E43	ANN20001213.0900.0063-E17
E44	ANN20001213.0900.0063-E18
E45	ANN20001213.0900.0063-E19
E46	ANN20001213.0900.0063-E20
E47	ANN20001213.0900.0063-E21
E52	ANN20001213.0900.0063-E22
E1	ANN20001213.0900.0063-E23
E48	ANN20001213.0900.0063-E24
E53	ANN20001213.0900.0063-E25
E54	ANN20001213.0900.0063-E26
E49	ANN20001213.0900.0063-E27
E50	ANN20001213.0900.0063-E28
E55	ANN20001213.0900.0063-E29
E56	ANN20001213.0900.0063-E30
E57	ANN20001213.0900.0063-E31
E58	ANN20001213.0900.0063-E32
E60	ANN20001213.0900.0063-E33
E61	ANN20001213.0900.0063-E34
E62	ANN20001213.0900.0063-E35
E63	ANN20001213.0900.0063-E36
E64	ANN20001213.0900.0063-E37
E65	ANN20001213.0900.0063-E38
E66	ANN20001213.0900.0063-E39
E68	ANN20001213.0900.0063-E40
E69	ANN20001213.0900.0063-E41
E70	ANN20001213.0900.0063-E42
E71	ANN20001213.0900.0063-E43
E72	ANN20001213.0900.0063-E44
E73	ANN20001213.0900.0063-E45
E74	ANN20001213.0900.0063-E46
E75	ANN20001213.0900.0063-E47
E77	ANN20001213.0900.0063-E48
E2	ANN20001213.0900.0063-E49
E3	ANN20001213.0900.0063-E50
E25	ANN20001213.0900.0063-E51
E26	ANN20001213.0900.0063-E52
E27	ANN20001213.0900.0063-E53
E28	ANN20001213.0900.0063-E54
E29	ANN20001213.0900.0063-E55
E51	ANN20001213.0900.0063-E56
E31	ANN20001213.0900.0063-E57
E13	ANN20001213.0900.0063-E58
E32	ANN20001213.0900.0063-E59
E15	ANN20001213.0900.0063-E60
EM1	ANN20001213.0900.0063-E23-1
EM20	ANN20001213.0900.0063-E60-2
EM21	ANN20001213.0900.0063-E2-3
EM22	ANN20001213.0900.0063-E3-4
EM24	ANN20001213.0900.0063-E60-5
EM25	ANN20001213.0900.0063-E60-6
EM26	ANN20001213.0900.0063-E4-7
EM27	ANN20001213.0900.0063-E4-8
EM28	ANN20001213.0900.0063-E5-9
EM30	ANN20001213.0900.0063-E6-10
EM31	ANN20001213.0900.0063-E60-11
EM52	ANN20001213.0900.0063-E7-12
EM53	ANN20001213.0900.0063-E8-13
EM54	ANN20001213.0900.0063-E4-14
EM37	ANN20001213.0900.0063-E9-15
EM38	ANN20001213.0900.0063-E60-16
EM39	ANN20001213.0900.0063-E60-17
EM55	ANN20001213.0900.0063-E60-18
EM76	ANN20001213.0900.0063-E56-19
EM42	ANN20001213.0900.0063-E60-20
EM56	ANN20001213.0900.0063-E11-21
EM57	ANN20001213.0900.0063-E12-22
EM78	ANN20001213.0900.0063-E22-23
EM58	ANN20001213.0900.0063-E23-24
EM59	ANN20001213.0900.0063-E13-25
EM60	ANN20001213.0900.0063-E14-26
EM61	ANN20001213.0900.0063-E15-27
EM62	ANN20001213.0900.0063-E16-28
EM63	ANN20001213.0900.0063-E16-29
EM64	ANN20001213.0900.0063-E60-30
EM65	ANN20001213.0900.0063-E17-31
EM66	ANN20001213.0900.0063-E18-32
EM67	ANN20001213.0900.0063-E19-33
EM68	ANN20001213.0900.0063-E5-34
EM69	ANN20001213.0900.0063-E17-35
EM70	ANN20001213.0900.0063-E20-36
EM71	ANN20001213.0900.0063-E60-37
EM72	ANN20001213.0900.0063-E49-38
EM73	ANN20001213.0900.0063-E21-39
EM74	ANN20001213.0900.0063-E4-40
EM79	ANN20001213.0900.0063-E25-41
EM77	ANN20001213.0900.0063-E24-42
EM88	ANN20001213.0900.0063-E26-43
EM80	ANN20001213.0900.0063-E27-44
EM81	ANN20001213.0900.0063-E23-45
EM82	ANN20001213.0900.0063-E28-46
EM83	ANN20001213.0900.0063-E23-47
EM84	ANN20001213.0900.0063-E60-48
EM85	ANN20001213.0900.0063-E60-49
EM86	ANN20001213.0900.0063-E60-50
EM87	ANN20001213.0900.0063-E17-51
EM89	ANN20001213.0900.0063-E26-52
EM90	ANN20001213.0900.0063-E29-53
EM91	ANN20001213.0900.0063-E11-54
EM92	ANN20001213.0900.0063-E30-55
EM93	ANN20001213.0900.0063-E60-56
EM94	ANN20001213.0900.0063-E60-57
EM95	ANN20001213.0900.0063-E11-58
EM96	ANN20001213.0900.0063-E31-59
EM97	ANN20001213.0900.0063-E32-60
EM98	ANN20001213.0900.0063-E60-61
EM99	ANN20001213.0900.0063-E26-62
EM100	ANN20001213.0900.0063-E33-63
EM101	ANN20001213.0900.0063-E19-64
EM102	ANN20001213.0900.0063-E34-65
EM103	ANN20001213.0900.0063-E19-66
EM104	ANN20001213.0900.0063-E35-67
