CE12	ALH20001114.1300.0095-CE1
CE13	ALH20001114.1300.0095-CE2
CE14	ALH20001114.1300.0095-CE3
CE15	ALH20001114.1300.0095-CE4
CE16	ALH20001114.1300.0095-CE5
CE19	ALH20001114.1300.0095-CE6
CE20	ALH20001114.1300.0095-CE7
CE21	ALH20001114.1300.0095-CE8
CE22	ALH20001114.1300.0095-CE9
CE23	ALH20001114.1300.0095-CE10
CE24	ALH20001114.1300.0095-CE11
CE25	ALH20001114.1300.0095-CE12
CE26	ALH20001114.1300.0095-CE13
CE27	ALH20001114.1300.0095-CE14
CE28	ALH20001114.1300.0095-CE15
CE29	ALH20001114.1300.0095-CE16
CE30	ALH20001114.1300.0095-CE17
CE31	ALH20001114.1300.0095-CE18
CE32	ALH20001114.1300.0095-CE19
CE33	ALH20001114.1300.0095-CE20
CE34	ALH20001114.1300.0095-CE21
CE4	ALH20001114.1300.0095-CE22
CE5	ALH20001114.1300.0095-CE23
CE6	ALH20001114.1300.0095-CE24
CE7	ALH20001114.1300.0095-CE25
CE8	ALH20001114.1300.0095-CE26
CE9	ALH20001114.1300.0095-CE27
CE10	ALH20001114.1300.0095-CE28
CE11	ALH20001114.1300.0095-CE29
E15	ALH20001114.1300.0095-E1
E16	ALH20001114.1300.0095-E2
E17	ALH20001114.1300.0095-E3
E19	ALH20001114.1300.0095-E4
E20	ALH20001114.1300.0095-E5
E24	ALH20001114.1300.0095-E6
E25	ALH20001114.1300.0095-E7
E26	ALH20001114.1300.0095-E8
E27	ALH20001114.1300.0095-E9
E29	ALH20001114.1300.0095-E10
E30	ALH20001114.1300.0095-E11
E31	ALH20001114.1300.0095-E12
E32	ALH20001114.1300.0095-E13
E33	ALH20001114.1300.0095-E14
E34	ALH20001114.1300.0095-E15
E35	ALH20001114.1300.0095-E16
E36	ALH20001114.1300.0095-E17
E37	ALH20001114.1300.0095-E18
E38	ALH20001114.1300.0095-E19
E39	ALH20001114.1300.0095-E20
E40	ALH20001114.1300.0095-E21
E41	ALH20001114.1300.0095-E22
E42	ALH20001114.1300.0095-E23
E43	ALH20001114.1300.0095-E24
E44	ALH20001114.1300.0095-E25
E45	ALH20001114.1300.0095-E26
E46	ALH20001114.1300.0095-E27
E47	ALH20001114.1300.0095-E28
E49	ALH20001114.1300.0095-E29
E50	ALH20001114.1300.0095-E30
E4	ALH20001114.1300.0095-E31
E5	ALH20001114.1300.0095-E32
E6	ALH20001114.1300.0095-E33
E7	ALH20001114.1300.0095-E34
E8	ALH20001114.1300.0095-E35
E9	ALH20001114.1300.0095-E36
E10	ALH20001114.1300.0095-E37
E11	ALH20001114.1300.0095-E38
E12	ALH20001114.1300.0095-E39
E13	ALH20001114.1300.0095-E40
E14	ALH20001114.1300.0095-E41
EM19	ALH20001114.1300.0095-E2-1
EM20	ALH20001114.1300.0095-E38-2
EM21	ALH20001114.1300.0095-E3-3
EM22	ALH20001114.1300.0095-E4-4
EM23	ALH20001114.1300.0095-E5-5
EM24	ALH20001114.1300.0095-E35-6
EM25	ALH20001114.1300.0095-E38-7
EM26	ALH20001114.1300.0095-E38-8
EM29	ALH20001114.1300.0095-E6-9
EM30	ALH20001114.1300.0095-E7-10
EM31	ALH20001114.1300.0095-E7-11
EM32	ALH20001114.1300.0095-E8-12
EM33	ALH20001114.1300.0095-E9-13
EM34	ALH20001114.1300.0095-E10-14
EM35	ALH20001114.1300.0095-E11-15
EM36	ALH20001114.1300.0095-E12-16
EM37	ALH20001114.1300.0095-E13-17
EM38	ALH20001114.1300.0095-E35-18
EM39	ALH20001114.1300.0095-E35-19
EM40	ALH20001114.1300.0095-E35-20
EM41	ALH20001114.1300.0095-E35-21
EM43	ALH20001114.1300.0095-E14-22
EM42	ALH20001114.1300.0095-E15-23
EM44	ALH20001114.1300.0095-E14-24
EM45	ALH20001114.1300.0095-E14-25
EM46	ALH20001114.1300.0095-E16-26
EM47	ALH20001114.1300.0095-E17-27
EM48	ALH20001114.1300.0095-E18-28
EM49	ALH20001114.1300.0095-E1-29
EM50	ALH20001114.1300.0095-E38-30
EM51	ALH20001114.1300.0095-E19-31
EM52	ALH20001114.1300.0095-E19-32
EM53	ALH20001114.1300.0095-E38-33
EM54	ALH20001114.1300.0095-E35-34
EM55	ALH20001114.1300.0095-E35-35
EM56	ALH20001114.1300.0095-E35-36
EM57	ALH20001114.1300.0095-E20-37
EM90	ALH20001114.1300.0095-E1-38
EM58	ALH20001114.1300.0095-E20-39
EM59	ALH20001114.1300.0095-E21-40
EM60	ALH20001114.1300.0095-E21-41
EM61	ALH20001114.1300.0095-E22-42
EM62	ALH20001114.1300.0095-E22-43
EM63	ALH20001114.1300.0095-E39-44
EM64	ALH20001114.1300.0095-E39-45
EM65	ALH20001114.1300.0095-E39-46
EM66	ALH20001114.1300.0095-E39-47
EM67	ALH20001114.1300.0095-E39-48
EM68	ALH20001114.1300.0095-E1-49
EM69	ALH20001114.1300.0095-E23-50
EM70	ALH20001114.1300.0095-E24-51
EM71	ALH20001114.1300.0095-E1-52
EM73	ALH20001114.1300.0095-E1-53
EM74	ALH20001114.1300.0095-E1-54
EM75	ALH20001114.1300.0095-E38-55
EM76	ALH20001114.1300.0095-E25-56
EM77	ALH20001114.1300.0095-E1-57
EM78	ALH20001114.1300.0095-E3-58
EM79	ALH20001114.1300.0095-E38-59
EM80	ALH20001114.1300.0095-E26-60
EM81	ALH20001114.1300.0095-E38-61
EM82	ALH20001114.1300.0095-E38-62
EM83	ALH20001114.1300.0095-E27-63
EM84	ALH20001114.1300.0095-E27-64
EM85	ALH20001114.1300.0095-E28-65
EM86	ALH20001114.1300.0095-E29-66
EM87	ALH20001114.1300.0095-E5-67
EM88	ALH20001114.1300.0095-E35-68
EM89	ALH20001114.1300.0095-E30-69
EM7	ALH20001114.1300.0095-E32-70
EM8	ALH20001114.1300.0095-E33-71
EM9	ALH20001114.1300.0095-E34-72
EM10	ALH20001114.1300.0095-E35-73
EM11	ALH20001114.1300.0095-E36-74
EM12	ALH20001114.1300.0095-E37-75
EM13	ALH20001114.1300.0095-E38-76
EM14	ALH20001114.1300.0095-E40-77
EM15	ALH20001114.1300.0095-E41-78
EM16	ALH20001114.1300.0095-E39-79
EM17	ALH20001114.1300.0095-E31-80
EM18	ALH20001114.1300.0095-E1-81
R1	ALH20001114.1300.0095-R1
R2	ALH20001114.1300.0095-R2
R3	ALH20001114.1300.0095-R3
R4	ALH20001114.1300.0095-R4
R6	ALH20001114.1300.0095-R5
R7	ALH20001114.1300.0095-R6
R8	ALH20001114.1300.0095-R7
R10	ALH20001114.1300.0095-R8
R11	ALH20001114.1300.0095-R9
RM1	ALH20001114.1300.0095-R1-1
RM2	ALH20001114.1300.0095-R2-1
RM3	ALH20001114.1300.0095-R3-1
RM4	ALH20001114.1300.0095-R4-1
RM6	ALH20001114.1300.0095-R5-1
RM7	ALH20001114.1300.0095-R6-1
RM8	ALH20001114.1300.0095-R7-1
RM10	ALH20001114.1300.0095-R8-1
RM11	ALH20001114.1300.0095-R9-1
Q1	ALH20001114.1300.0095-T1
