CE13	AFA20001018.1400.0130-CE1
CE14	AFA20001018.1400.0130-CE2
CE15	AFA20001018.1400.0130-CE3
CE16	AFA20001018.1400.0130-CE4
CE17	AFA20001018.1400.0130-CE5
CE18	AFA20001018.1400.0130-CE6
CE19	AFA20001018.1400.0130-CE7
CE20	AFA20001018.1400.0130-CE8
CE21	AFA20001018.1400.0130-CE9
CE22	AFA20001018.1400.0130-CE10
CE24	AFA20001018.1400.0130-CE11
CE25	AFA20001018.1400.0130-CE12
CE26	AFA20001018.1400.0130-CE13
CE1	AFA20001018.1400.0130-CE14
CE2	AFA20001018.1400.0130-CE15
CE3	AFA20001018.1400.0130-CE16
CE4	AFA20001018.1400.0130-CE17
CE5	AFA20001018.1400.0130-CE18
CE8	AFA20001018.1400.0130-CE19
CE9	AFA20001018.1400.0130-CE20
CE10	AFA20001018.1400.0130-CE21
CE11	AFA20001018.1400.0130-CE22
CE12	AFA20001018.1400.0130-CE23
E15	AFA20001018.1400.0130-E1
E16	AFA20001018.1400.0130-E2
E17	AFA20001018.1400.0130-E3
E18	AFA20001018.1400.0130-E4
E19	AFA20001018.1400.0130-E5
E20	AFA20001018.1400.0130-E6
E21	AFA20001018.1400.0130-E7
E23	AFA20001018.1400.0130-E8
E24	AFA20001018.1400.0130-E9
E26	AFA20001018.1400.0130-E10
E27	AFA20001018.1400.0130-E11
E28	AFA20001018.1400.0130-E12
E29	AFA20001018.1400.0130-E13
E1	AFA20001018.1400.0130-E14
E2	AFA20001018.1400.0130-E15
E3	AFA20001018.1400.0130-E16
E4	AFA20001018.1400.0130-E17
E5	AFA20001018.1400.0130-E18
E9	AFA20001018.1400.0130-E19
E10	AFA20001018.1400.0130-E20
E11	AFA20001018.1400.0130-E21
E12	AFA20001018.1400.0130-E22
E13	AFA20001018.1400.0130-E23
E14	AFA20001018.1400.0130-E24
EM1	AFA20001018.1400.0130-E14-1
EM18	AFA20001018.1400.0130-E22-2
EM19	AFA20001018.1400.0130-E1-3
EM20	AFA20001018.1400.0130-E24-4
EM21	AFA20001018.1400.0130-E2-5
EM22	AFA20001018.1400.0130-E3-6
EM23	AFA20001018.1400.0130-E4-7
EM24	AFA20001018.1400.0130-E5-8
EM25	AFA20001018.1400.0130-E6-9
EM26	AFA20001018.1400.0130-E7-10
EM27	AFA20001018.1400.0130-E8-11
EM28	AFA20001018.1400.0130-E9-12
EM30	AFA20001018.1400.0130-E10-13
EM31	AFA20001018.1400.0130-E11-14
EM32	AFA20001018.1400.0130-E12-15
EM33	AFA20001018.1400.0130-E14-16
EM34	AFA20001018.1400.0130-E13-17
EM2	AFA20001018.1400.0130-E15-18
EM3	AFA20001018.1400.0130-E16-19
EM4	AFA20001018.1400.0130-E17-20
EM5	AFA20001018.1400.0130-E18-21
EM7	AFA20001018.1400.0130-E10-22
EM8	AFA20001018.1400.0130-E19-23
EM9	AFA20001018.1400.0130-E14-24
EM10	AFA20001018.1400.0130-E20-25
EM11	AFA20001018.1400.0130-E15-26
EM12	AFA20001018.1400.0130-E14-27
EM13	AFA20001018.1400.0130-E21-28
EM14	AFA20001018.1400.0130-E22-29
EM15	AFA20001018.1400.0130-E23-30
EM16	AFA20001018.1400.0130-E14-31
EM17	AFA20001018.1400.0130-E24-32
R1	AFA20001018.1400.0130-R1
R2	AFA20001018.1400.0130-R2
R5	AFA20001018.1400.0130-R3
R6	AFA20001018.1400.0130-R4
R7	AFA20001018.1400.0130-R5
R13	AFA20001018.1400.0130-R6
R9	AFA20001018.1400.0130-R7
R14	AFA20001018.1400.0130-R8
R11	AFA20001018.1400.0130-R9
RM1	AFA20001018.1400.0130-R1-1
RM2	AFA20001018.1400.0130-R2-1
RM13	AFA20001018.1400.0130-R6-1
RM5	AFA20001018.1400.0130-R3-1
RM6	AFA20001018.1400.0130-R4-1
RM7	AFA20001018.1400.0130-R5-1
RM14	AFA20001018.1400.0130-R8-1
RM9	AFA20001018.1400.0130-R7-1
RM11	AFA20001018.1400.0130-R9-1
V2	AFA20001018.1400.0130-EV1
V3	AFA20001018.1400.0130-EV2
V4	AFA20001018.1400.0130-EV3
V5	AFA20001018.1400.0130-EV4
V6	AFA20001018.1400.0130-EV5
V7	AFA20001018.1400.0130-EV6
V8	AFA20001018.1400.0130-EV7
VM2	AFA20001018.1400.0130-EV1-1
VM3	AFA20001018.1400.0130-EV2-1
VM4	AFA20001018.1400.0130-EV3-1
VM5	AFA20001018.1400.0130-EV4-1
VM6	AFA20001018.1400.0130-EV5-1
VM7	AFA20001018.1400.0130-EV6-1
VM8	AFA20001018.1400.0130-EV7-1
Q2	AFA20001018.1400.0130-T1
Q3	AFA20001018.1400.0130-T2
Q1	AFA20001018.1400.0130-T3
