CE11	AFA20001225.0000.0009-CE1
CE12	AFA20001225.0000.0009-CE2
CE13	AFA20001225.0000.0009-CE3
CE14	AFA20001225.0000.0009-CE4
CE15	AFA20001225.0000.0009-CE5
CE16	AFA20001225.0000.0009-CE6
CE17	AFA20001225.0000.0009-CE7
CE18	AFA20001225.0000.0009-CE8
CE19	AFA20001225.0000.0009-CE9
CE20	AFA20001225.0000.0009-CE10
CE21	AFA20001225.0000.0009-CE11
CE22	AFA20001225.0000.0009-CE12
CE23	AFA20001225.0000.0009-CE13
CE24	AFA20001225.0000.0009-CE14
CE25	AFA20001225.0000.0009-CE15
CE26	AFA20001225.0000.0009-CE16
CE27	AFA20001225.0000.0009-CE17
CE28	AFA20001225.0000.0009-CE18
CE29	AFA20001225.0000.0009-CE19
CE30	AFA20001225.0000.0009-CE20
CE31	AFA20001225.0000.0009-CE21
CE32	AFA20001225.0000.0009-CE22
CE33	AFA20001225.0000.0009-CE23
CE34	AFA20001225.0000.0009-CE24
CE35	AFA20001225.0000.0009-CE25
CE36	AFA20001225.0000.0009-CE26
CE1	AFA20001225.0000.0009-CE27
CE37	AFA20001225.0000.0009-CE28
CE2	AFA20001225.0000.0009-CE29
CE3	AFA20001225.0000.0009-CE30
CE4	AFA20001225.0000.0009-CE31
CE5	AFA20001225.0000.0009-CE32
CE6	AFA20001225.0000.0009-CE33
CE7	AFA20001225.0000.0009-CE34
CE8	AFA20001225.0000.0009-CE35
CE9	AFA20001225.0000.0009-CE36
CE10	AFA20001225.0000.0009-CE37
E14	AFA20001225.0000.0009-E1
E15	AFA20001225.0000.0009-E2
E16	AFA20001225.0000.0009-E3
E17	AFA20001225.0000.0009-E4
E18	AFA20001225.0000.0009-E5
E19	AFA20001225.0000.0009-E6
E20	AFA20001225.0000.0009-E7
E21	AFA20001225.0000.0009-E8
E22	AFA20001225.0000.0009-E9
E23	AFA20001225.0000.0009-E10
E24	AFA20001225.0000.0009-E11
E25	AFA20001225.0000.0009-E12
E26	AFA20001225.0000.0009-E13
E27	AFA20001225.0000.0009-E14
E28	AFA20001225.0000.0009-E15
E29	AFA20001225.0000.0009-E16
E30	AFA20001225.0000.0009-E17
E31	AFA20001225.0000.0009-E18
E32	AFA20001225.0000.0009-E19
E33	AFA20001225.0000.0009-E20
E34	AFA20001225.0000.0009-E21
E35	AFA20001225.0000.0009-E22
E1	AFA20001225.0000.0009-E23
E36	AFA20001225.0000.0009-E24
E37	AFA20001225.0000.0009-E25
E38	AFA20001225.0000.0009-E26
E39	AFA20001225.0000.0009-E27
E40	AFA20001225.0000.0009-E28
E41	AFA20001225.0000.0009-E29
E42	AFA20001225.0000.0009-E30
E43	AFA20001225.0000.0009-E31
E44	AFA20001225.0000.0009-E32
E2	AFA20001225.0000.0009-E33
E3	AFA20001225.0000.0009-E34
E4	AFA20001225.0000.0009-E35
E6	AFA20001225.0000.0009-E36
E7	AFA20001225.0000.0009-E37
E8	AFA20001225.0000.0009-E38
E9	AFA20001225.0000.0009-E39
E10	AFA20001225.0000.0009-E40
E11	AFA20001225.0000.0009-E41
E12	AFA20001225.0000.0009-E42
E13	AFA20001225.0000.0009-E43
EM1	AFA20001225.0000.0009-E23-1
EM19	AFA20001225.0000.0009-E1-2
EM20	AFA20001225.0000.0009-E1-3
EM21	AFA20001225.0000.0009-E3-4
EM22	AFA20001225.0000.0009-E3-5
EM23	AFA20001225.0000.0009-E3-6
EM24	AFA20001225.0000.0009-E1-7
EM25	AFA20001225.0000.0009-E4-8
EM26	AFA20001225.0000.0009-E5-9
EM27	AFA20001225.0000.0009-E4-10
EM28	AFA20001225.0000.0009-E34-11
EM29	AFA20001225.0000.0009-E34-12
EM30	AFA20001225.0000.0009-E34-13
EM31	AFA20001225.0000.0009-E34-14
EM32	AFA20001225.0000.0009-E6-15
EM33	AFA20001225.0000.0009-E6-16
EM35	AFA20001225.0000.0009-E7-17
EM36	AFA20001225.0000.0009-E7-18
EM37	AFA20001225.0000.0009-E9-19
EM38	AFA20001225.0000.0009-E8-20
EM39	AFA20001225.0000.0009-E10-21
EM40	AFA20001225.0000.0009-E10-22
EM41	AFA20001225.0000.0009-E8-23
EM42	AFA20001225.0000.0009-E11-24
EM44	AFA20001225.0000.0009-E12-25
EM45	AFA20001225.0000.0009-E13-26
EM46	AFA20001225.0000.0009-E14-27
EM47	AFA20001225.0000.0009-E15-28
EM48	AFA20001225.0000.0009-E16-29
EM49	AFA20001225.0000.0009-E17-30
EM50	AFA20001225.0000.0009-E17-31
EM51	AFA20001225.0000.0009-E18-32
EM52	AFA20001225.0000.0009-E19-33
EM53	AFA20001225.0000.0009-E17-34
EM55	AFA20001225.0000.0009-E20-35
EM56	AFA20001225.0000.0009-E21-36
EM57	AFA20001225.0000.0009-E21-37
EM58	AFA20001225.0000.0009-E22-38
EM59	AFA20001225.0000.0009-E24-39
EM60	AFA20001225.0000.0009-E21-40
EM61	AFA20001225.0000.0009-E25-41
EM62	AFA20001225.0000.0009-E26-42
EM63	AFA20001225.0000.0009-E26-43
EM64	AFA20001225.0000.0009-E26-44
EM65	AFA20001225.0000.0009-E26-45
EM66	AFA20001225.0000.0009-E27-46
EM67	AFA20001225.0000.0009-E26-47
EM68	AFA20001225.0000.0009-E37-48
EM69	AFA20001225.0000.0009-E37-49
EM70	AFA20001225.0000.0009-E37-50
EM71	AFA20001225.0000.0009-E28-51
EM72	AFA20001225.0000.0009-E28-52
EM73	AFA20001225.0000.0009-E29-53
EM74	AFA20001225.0000.0009-E37-54
EM75	AFA20001225.0000.0009-E37-55
EM76	AFA20001225.0000.0009-E37-56
EM77	AFA20001225.0000.0009-E30-57
EM78	AFA20001225.0000.0009-E31-58
EM79	AFA20001225.0000.0009-E37-59
EM80	AFA20001225.0000.0009-E30-60
EM2	AFA20001225.0000.0009-E33-61
EM81	AFA20001225.0000.0009-E32-62
EM3	AFA20001225.0000.0009-E34-63
EM4	AFA20001225.0000.0009-E23-64
EM5	AFA20001225.0000.0009-E35-65
EM6	AFA20001225.0000.0009-E36-66
EM7	AFA20001225.0000.0009-E37-67
EM8	AFA20001225.0000.0009-E37-68
EM9	AFA20001225.0000.0009-E38-69
EM10	AFA20001225.0000.0009-E38-70
EM11	AFA20001225.0000.0009-E39-71
EM12	AFA20001225.0000.0009-E40-72
EM13	AFA20001225.0000.0009-E41-73
EM14	AFA20001225.0000.0009-E42-74
EM15	AFA20001225.0000.0009-E23-75
EM16	AFA20001225.0000.0009-E43-76
EM17	AFA20001225.0000.0009-E34-77
EM18	AFA20001225.0000.0009-E2-78
R1	AFA20001225.0000.0009-R1
R2	AFA20001225.0000.0009-R2
R3	AFA20001225.0000.0009-R3
R4	AFA20001225.0000.0009-R4
R5	AFA20001225.0000.0009-R5
R6	AFA20001225.0000.0009-R6
R7	AFA20001225.0000.0009-R7
R8	AFA20001225.0000.0009-R8
R9	AFA20001225.0000.0009-R9
R10	AFA20001225.0000.0009-R10
R11	AFA20001225.0000.0009-R11
RM1	AFA20001225.0000.0009-R1-1
RM2	AFA20001225.0000.0009-R2-1
RM3	AFA20001225.0000.0009-R3-1
RM4	AFA20001225.0000.0009-R4-1
RM5	AFA20001225.0000.0009-R5-1
RM6	AFA20001225.0000.0009-R6-1
RM7	AFA20001225.0000.0009-R7-1
RM8	AFA20001225.0000.0009-R8-1
RM9	AFA20001225.0000.0009-R9-1
RM10	AFA20001225.0000.0009-R10-1
RM11	AFA20001225.0000.0009-R11-1
V18	AFA20001225.0000.0009-EV1
V19	AFA20001225.0000.0009-EV2
V5	AFA20001225.0000.0009-EV3
V21	AFA20001225.0000.0009-EV4
V7	AFA20001225.0000.0009-EV5
V22	AFA20001225.0000.0009-EV6
V10	AFA20001225.0000.0009-EV7
V11	AFA20001225.0000.0009-EV8
V12	AFA20001225.0000.0009-EV9
V13	AFA20001225.0000.0009-EV10
V14	AFA20001225.0000.0009-EV11
V23	AFA20001225.0000.0009-EV12
V16	AFA20001225.0000.0009-EV13
V24	AFA20001225.0000.0009-EV14
V25	AFA20001225.0000.0009-EV15
V26	AFA20001225.0000.0009-EV16
V27	AFA20001225.0000.0009-EV17
V28	AFA20001225.0000.0009-EV18
V31	AFA20001225.0000.0009-EV19
V30	AFA20001225.0000.0009-EV20
VM18	AFA20001225.0000.0009-EV1-1
VM19	AFA20001225.0000.0009-EV2-1
VM5	AFA20001225.0000.0009-EV3-1
VM21	AFA20001225.0000.0009-EV4-1
VM7	AFA20001225.0000.0009-EV5-1
VM22	AFA20001225.0000.0009-EV6-1
VM23	AFA20001225.0000.0009-EV12-1
VM10	AFA20001225.0000.0009-EV7-1
VM11	AFA20001225.0000.0009-EV8-1
VM12	AFA20001225.0000.0009-EV9-1
VM13	AFA20001225.0000.0009-EV10-1
VM14	AFA20001225.0000.0009-EV11-1
VM16	AFA20001225.0000.0009-EV13-1
VM24	AFA20001225.0000.0009-EV14-1
VM25	AFA20001225.0000.0009-EV15-1
VM26	AFA20001225.0000.0009-EV16-1
VM27	AFA20001225.0000.0009-EV17-1
VM28	AFA20001225.0000.0009-EV18-1
VM31	AFA20001225.0000.0009-EV19-1
VM30	AFA20001225.0000.0009-EV20-1
Q1	AFA20001225.0000.0009-T1
Q2	AFA20001225.0000.0009-T2
Q3	AFA20001225.0000.0009-T3
Q4	AFA20001225.0000.0009-V1
Q5	AFA20001225.0000.0009-V2
Q6	AFA20001225.0000.0009-V3
Q7	AFA20001225.0000.0009-T4
Q8	AFA20001225.0000.0009-T5
Q9	AFA20001225.0000.0009-T6
Q11	AFA20001225.0000.0009-T7
Q12	AFA20001225.0000.0009-V4
Q13	AFA20001225.0000.0009-V5
Q14	AFA20001225.0000.0009-V6
Q15	AFA20001225.0000.0009-V7
QM4	AFA20001225.0000.0009-V1-1
QM5	AFA20001225.0000.0009-V2-1
QM6	AFA20001225.0000.0009-V3-1
QM12	AFA20001225.0000.0009-V4-1
QM13	AFA20001225.0000.0009-V5-1
QM14	AFA20001225.0000.0009-V6-1
QM15	AFA20001225.0000.0009-V7-1
