CE9	AFA20001021.1000.0111-CE1
CE10	AFA20001021.1000.0111-CE2
CE11	AFA20001021.1000.0111-CE3
CE12	AFA20001021.1000.0111-CE4
CE1	AFA20001021.1000.0111-CE5
CE2	AFA20001021.1000.0111-CE6
CE3	AFA20001021.1000.0111-CE7
CE4	AFA20001021.1000.0111-CE8
CE5	AFA20001021.1000.0111-CE9
CE6	AFA20001021.1000.0111-CE10
CE7	AFA20001021.1000.0111-CE11
CE8	AFA20001021.1000.0111-CE12
E12	AFA20001021.1000.0111-E1
E13	AFA20001021.1000.0111-E2
E14	AFA20001021.1000.0111-E3
E15	AFA20001021.1000.0111-E4
E16	AFA20001021.1000.0111-E5
E18	AFA20001021.1000.0111-E6
E1	AFA20001021.1000.0111-E7
E2	AFA20001021.1000.0111-E8
E3	AFA20001021.1000.0111-E9
E4	AFA20001021.1000.0111-E10
E5	AFA20001021.1000.0111-E11
E6	AFA20001021.1000.0111-E12
E7	AFA20001021.1000.0111-E13
E8	AFA20001021.1000.0111-E14
E10	AFA20001021.1000.0111-E15
E11	AFA20001021.1000.0111-E16
EM1	AFA20001021.1000.0111-E7-1
EM21	AFA20001021.1000.0111-E16-2
EM20	AFA20001021.1000.0111-E1-3
EM22	AFA20001021.1000.0111-E10-4
EM23	AFA20001021.1000.0111-E2-5
EM24	AFA20001021.1000.0111-E3-6
EM25	AFA20001021.1000.0111-E10-7
EM26	AFA20001021.1000.0111-E10-8
EM7	AFA20001021.1000.0111-E4-9
EM27	AFA20001021.1000.0111-E5-10
EM28	AFA20001021.1000.0111-E6-11
EM29	AFA20001021.1000.0111-E10-12
EM2	AFA20001021.1000.0111-E8-13
EM3	AFA20001021.1000.0111-E9-14
EM4	AFA20001021.1000.0111-E9-15
EM5	AFA20001021.1000.0111-E9-16
EM6	AFA20001021.1000.0111-E10-17
EM8	AFA20001021.1000.0111-E11-18
EM9	AFA20001021.1000.0111-E12-19
EM11	AFA20001021.1000.0111-E14-20
EM12	AFA20001021.1000.0111-E13-21
EM14	AFA20001021.1000.0111-E15-22
EM15	AFA20001021.1000.0111-E13-23
EM16	AFA20001021.1000.0111-E9-24
EM17	AFA20001021.1000.0111-E9-25
EM18	AFA20001021.1000.0111-E9-26
EM19	AFA20001021.1000.0111-E9-27
R1	AFA20001021.1000.0111-R1
R3	AFA20001021.1000.0111-R2
R4	AFA20001021.1000.0111-R3
RM1	AFA20001021.1000.0111-R1-1
RM3	AFA20001021.1000.0111-R2-1
RM4	AFA20001021.1000.0111-R3-1
V1	AFA20001021.1000.0111-EV1
V2	AFA20001021.1000.0111-EV2
V3	AFA20001021.1000.0111-EV3
VM1	AFA20001021.1000.0111-EV1-1
VM2	AFA20001021.1000.0111-EV2-1
VM3	AFA20001021.1000.0111-EV3-1
Q1	AFA20001021.1000.0111-T1
Q2	AFA20001021.1000.0111-T2
Q3	AFA20001021.1000.0111-T3
Q4	AFA20001021.1000.0111-T4
Q5	AFA20001021.1000.0111-T5
