CE8	ALH20001105.1300.0083-CE1
CE11	ALH20001105.1300.0083-CE2
CE12	ALH20001105.1300.0083-CE3
CE13	ALH20001105.1300.0083-CE4
CE14	ALH20001105.1300.0083-CE5
CE15	ALH20001105.1300.0083-CE6
CE16	ALH20001105.1300.0083-CE7
CE17	ALH20001105.1300.0083-CE8
CE1	ALH20001105.1300.0083-CE9
CE2	ALH20001105.1300.0083-CE10
CE3	ALH20001105.1300.0083-CE11
CE4	ALH20001105.1300.0083-CE12
CE5	ALH20001105.1300.0083-CE13
CE6	ALH20001105.1300.0083-CE14
CE7	ALH20001105.1300.0083-CE15
E11	ALH20001105.1300.0083-E1
E14	ALH20001105.1300.0083-E2
E16	ALH20001105.1300.0083-E3
E17	ALH20001105.1300.0083-E4
E18	ALH20001105.1300.0083-E5
E19	ALH20001105.1300.0083-E6
E20	ALH20001105.1300.0083-E7
E21	ALH20001105.1300.0083-E8
E1	ALH20001105.1300.0083-E9
E2	ALH20001105.1300.0083-E10
E3	ALH20001105.1300.0083-E11
E4	ALH20001105.1300.0083-E12
E5	ALH20001105.1300.0083-E13
E6	ALH20001105.1300.0083-E14
E8	ALH20001105.1300.0083-E15
E10	ALH20001105.1300.0083-E16
EM14	ALH20001105.1300.0083-E12-1
EM15	ALH20001105.1300.0083-E1-2
EM16	ALH20001105.1300.0083-E14-3
EM19	ALH20001105.1300.0083-E2-4
EM20	ALH20001105.1300.0083-E3-5
EM21	ALH20001105.1300.0083-E4-6
EM22	ALH20001105.1300.0083-E5-7
EM23	ALH20001105.1300.0083-E12-8
EM24	ALH20001105.1300.0083-E12-9
EM25	ALH20001105.1300.0083-E12-10
EM26	ALH20001105.1300.0083-E6-11
EM27	ALH20001105.1300.0083-E12-12
EM28	ALH20001105.1300.0083-E12-13
EM29	ALH20001105.1300.0083-E12-14
EM30	ALH20001105.1300.0083-E12-15
EM31	ALH20001105.1300.0083-E12-16
EM32	ALH20001105.1300.0083-E14-17
EM33	ALH20001105.1300.0083-E14-18
EM34	ALH20001105.1300.0083-E7-19
EM35	ALH20001105.1300.0083-E8-20
EM36	ALH20001105.1300.0083-E14-21
EM1	ALH20001105.1300.0083-E9-22
EM2	ALH20001105.1300.0083-E10-23
EM3	ALH20001105.1300.0083-E11-24
EM4	ALH20001105.1300.0083-E12-25
EM5	ALH20001105.1300.0083-E12-26
EM6	ALH20001105.1300.0083-E13-27
EM7	ALH20001105.1300.0083-E12-28
EM8	ALH20001105.1300.0083-E14-29
EM9	ALH20001105.1300.0083-E15-30
EM10	ALH20001105.1300.0083-E16-31
EM11	ALH20001105.1300.0083-E12-32
EM12	ALH20001105.1300.0083-E12-33
EM13	ALH20001105.1300.0083-E12-34
R1	ALH20001105.1300.0083-R1
R2	ALH20001105.1300.0083-R2
R3	ALH20001105.1300.0083-R3
R4	ALH20001105.1300.0083-R4
R5	ALH20001105.1300.0083-R5
R6	ALH20001105.1300.0083-R6
RM1	ALH20001105.1300.0083-R1-1
RM2	ALH20001105.1300.0083-R2-1
RM3	ALH20001105.1300.0083-R3-1
RM4	ALH20001105.1300.0083-R4-1
RM5	ALH20001105.1300.0083-R5-1
RM6	ALH20001105.1300.0083-R4-2
V1	ALH20001105.1300.0083-EV1
VM1	ALH20001105.1300.0083-EV1-1
Q6	ALH20001105.1300.0083-T1
Q7	ALH20001105.1300.0083-V1
Q8	ALH20001105.1300.0083-T2
Q9	ALH20001105.1300.0083-T3
QM7	ALH20001105.1300.0083-V1-1
