CE11	ALH20001120.0700.0043-CE1
CE12	ALH20001120.0700.0043-CE2
CE13	ALH20001120.0700.0043-CE3
CE14	ALH20001120.0700.0043-CE4
CE1	ALH20001120.0700.0043-CE5
CE2	ALH20001120.0700.0043-CE6
CE3	ALH20001120.0700.0043-CE7
CE4	ALH20001120.0700.0043-CE8
CE5	ALH20001120.0700.0043-CE9
CE6	ALH20001120.0700.0043-CE10
CE7	ALH20001120.0700.0043-CE11
CE8	ALH20001120.0700.0043-CE12
CE9	ALH20001120.0700.0043-CE13
CE10	ALH20001120.0700.0043-CE14
E14	ALH20001120.0700.0043-E1
E15	ALH20001120.0700.0043-E2
E16	ALH20001120.0700.0043-E3
E17	ALH20001120.0700.0043-E4
E18	ALH20001120.0700.0043-E5
E1	ALH20001120.0700.0043-E6
E2	ALH20001120.0700.0043-E7
E3	ALH20001120.0700.0043-E8
E4	ALH20001120.0700.0043-E9
E5	ALH20001120.0700.0043-E10
E6	ALH20001120.0700.0043-E11
E8	ALH20001120.0700.0043-E12
E9	ALH20001120.0700.0043-E13
E11	ALH20001120.0700.0043-E14
E12	ALH20001120.0700.0043-E15
E13	ALH20001120.0700.0043-E16
EM17	ALH20001120.0700.0043-E13-1
EM18	ALH20001120.0700.0043-E2-2
EM19	ALH20001120.0700.0043-E1-3
EM10	ALH20001120.0700.0043-E11-4
EM11	ALH20001120.0700.0043-E11-5
EM15	ALH20001120.0700.0043-E11-6
EM20	ALH20001120.0700.0043-E11-7
EM21	ALH20001120.0700.0043-E11-8
EM22	ALH20001120.0700.0043-E11-9
EM23	ALH20001120.0700.0043-E11-10
EM24	ALH20001120.0700.0043-E3-11
EM25	ALH20001120.0700.0043-E1-12
EM26	ALH20001120.0700.0043-E4-13
EM27	ALH20001120.0700.0043-E11-14
EM28	ALH20001120.0700.0043-E5-15
EM29	ALH20001120.0700.0043-E9-16
EM1	ALH20001120.0700.0043-E6-17
EM2	ALH20001120.0700.0043-E7-18
EM3	ALH20001120.0700.0043-E8-19
EM4	ALH20001120.0700.0043-E8-20
EM5	ALH20001120.0700.0043-E10-21
EM6	ALH20001120.0700.0043-E11-22
EM7	ALH20001120.0700.0043-E12-23
EM8	ALH20001120.0700.0043-E13-24
EM9	ALH20001120.0700.0043-E14-25
EM12	ALH20001120.0700.0043-E15-26
EM13	ALH20001120.0700.0043-E15-27
EM14	ALH20001120.0700.0043-E16-28
EM16	ALH20001120.0700.0043-E1-29
R1	ALH20001120.0700.0043-R1
R2	ALH20001120.0700.0043-R2
R3	ALH20001120.0700.0043-R3
R4	ALH20001120.0700.0043-R4
R5	ALH20001120.0700.0043-R5
R6	ALH20001120.0700.0043-R6
RM1	ALH20001120.0700.0043-R1-1
RM2	ALH20001120.0700.0043-R2-1
RM3	ALH20001120.0700.0043-R3-1
RM4	ALH20001120.0700.0043-R4-1
RM5	ALH20001120.0700.0043-R5-1
RM6	ALH20001120.0700.0043-R6-1
V1	ALH20001120.0700.0043-EV1
V2	ALH20001120.0700.0043-EV2
V4	ALH20001120.0700.0043-EV3
V5	ALH20001120.0700.0043-EV4
VM1	ALH20001120.0700.0043-EV1-1
VM2	ALH20001120.0700.0043-EV2-1
VM4	ALH20001120.0700.0043-EV3-1
VM5	ALH20001120.0700.0043-EV4-1
Q1	ALH20001120.0700.0043-T1
Q2	ALH20001120.0700.0043-T2
