CE7	ALH20001017.0700.0030-CE1
CE8	ALH20001017.0700.0030-CE2
CE9	ALH20001017.0700.0030-CE3
CE10	ALH20001017.0700.0030-CE4
CE11	ALH20001017.0700.0030-CE5
CE12	ALH20001017.0700.0030-CE6
CE13	ALH20001017.0700.0030-CE7
CE14	ALH20001017.0700.0030-CE8
CE15	ALH20001017.0700.0030-CE9
CE16	ALH20001017.0700.0030-CE10
CE17	ALH20001017.0700.0030-CE11
CE18	ALH20001017.0700.0030-CE12
CE19	ALH20001017.0700.0030-CE13
CE20	ALH20001017.0700.0030-CE14
CE21	ALH20001017.0700.0030-CE15
CE22	ALH20001017.0700.0030-CE16
CE23	ALH20001017.0700.0030-CE17
CE24	ALH20001017.0700.0030-CE18
CE25	ALH20001017.0700.0030-CE19
CE26	ALH20001017.0700.0030-CE20
CE27	ALH20001017.0700.0030-CE21
CE28	ALH20001017.0700.0030-CE22
CE29	ALH20001017.0700.0030-CE23
CE30	ALH20001017.0700.0030-CE24
CE31	ALH20001017.0700.0030-CE25
CE32	ALH20001017.0700.0030-CE26
CE33	ALH20001017.0700.0030-CE27
CE34	ALH20001017.0700.0030-CE28
CE35	ALH20001017.0700.0030-CE29
CE36	ALH20001017.0700.0030-CE30
CE37	ALH20001017.0700.0030-CE31
CE38	ALH20001017.0700.0030-CE32
CE39	ALH20001017.0700.0030-CE33
CE40	ALH20001017.0700.0030-CE34
CE41	ALH20001017.0700.0030-CE35
CE42	ALH20001017.0700.0030-CE36
CE43	ALH20001017.0700.0030-CE37
CE44	ALH20001017.0700.0030-CE38
CE45	ALH20001017.0700.0030-CE39
CE46	ALH20001017.0700.0030-CE40
CE47	ALH20001017.0700.0030-CE41
CE48	ALH20001017.0700.0030-CE42
CE49	ALH20001017.0700.0030-CE43
CE50	ALH20001017.0700.0030-CE44
CE51	ALH20001017.0700.0030-CE45
CE52	ALH20001017.0700.0030-CE46
CE53	ALH20001017.0700.0030-CE47
CE54	ALH20001017.0700.0030-CE48
CE1	ALH20001017.0700.0030-CE49
CE2	ALH20001017.0700.0030-CE50
CE4	ALH20001017.0700.0030-CE51
CE5	ALH20001017.0700.0030-CE52
E10	ALH20001017.0700.0030-E1
E11	ALH20001017.0700.0030-E2
E12	ALH20001017.0700.0030-E3
E13	ALH20001017.0700.0030-E4
E14	ALH20001017.0700.0030-E5
E15	ALH20001017.0700.0030-E6
E16	ALH20001017.0700.0030-E7
E17	ALH20001017.0700.0030-E8
E18	ALH20001017.0700.0030-E9
E19	ALH20001017.0700.0030-E10
E20	ALH20001017.0700.0030-E11
E21	ALH20001017.0700.0030-E12
E22	ALH20001017.0700.0030-E13
E23	ALH20001017.0700.0030-E14
E24	ALH20001017.0700.0030-E15
E25	ALH20001017.0700.0030-E16
E26	ALH20001017.0700.0030-E17
E27	ALH20001017.0700.0030-E18
E28	ALH20001017.0700.0030-E19
E29	ALH20001017.0700.0030-E20
E30	ALH20001017.0700.0030-E21
E31	ALH20001017.0700.0030-E22
E32	ALH20001017.0700.0030-E23
E33	ALH20001017.0700.0030-E24
E34	ALH20001017.0700.0030-E25
E35	ALH20001017.0700.0030-E26
E36	ALH20001017.0700.0030-E27
E37	ALH20001017.0700.0030-E28
E38	ALH20001017.0700.0030-E29
E39	ALH20001017.0700.0030-E30
E40	ALH20001017.0700.0030-E31
E41	ALH20001017.0700.0030-E32
E42	ALH20001017.0700.0030-E33
E43	ALH20001017.0700.0030-E34
E44	ALH20001017.0700.0030-E35
E45	ALH20001017.0700.0030-E36
E46	ALH20001017.0700.0030-E37
E47	ALH20001017.0700.0030-E38
E48	ALH20001017.0700.0030-E39
E49	ALH20001017.0700.0030-E40
E50	ALH20001017.0700.0030-E41
E51	ALH20001017.0700.0030-E42
E53	ALH20001017.0700.0030-E43
E54	ALH20001017.0700.0030-E44
E55	ALH20001017.0700.0030-E45
E56	ALH20001017.0700.0030-E46
E57	ALH20001017.0700.0030-E47
E58	ALH20001017.0700.0030-E48
E59	ALH20001017.0700.0030-E49
E60	ALH20001017.0700.0030-E50
E61	ALH20001017.0700.0030-E51
E62	ALH20001017.0700.0030-E52
E63	ALH20001017.0700.0030-E53
E64	ALH20001017.0700.0030-E54
E65	ALH20001017.0700.0030-E55
E66	ALH20001017.0700.0030-E56
E67	ALH20001017.0700.0030-E57
E68	ALH20001017.0700.0030-E58
E69	ALH20001017.0700.0030-E59
E70	ALH20001017.0700.0030-E60
E71	ALH20001017.0700.0030-E61
E72	ALH20001017.0700.0030-E62
E73	ALH20001017.0700.0030-E63
E74	ALH20001017.0700.0030-E64
E75	ALH20001017.0700.0030-E65
E76	ALH20001017.0700.0030-E66
E77	ALH20001017.0700.0030-E67
E1	ALH20001017.0700.0030-E68
E78	ALH20001017.0700.0030-E69
E79	ALH20001017.0700.0030-E70
E80	ALH20001017.0700.0030-E71
E81	ALH20001017.0700.0030-E72
E82	ALH20001017.0700.0030-E73
E3	ALH20001017.0700.0030-E74
E5	ALH20001017.0700.0030-E75
E7	ALH20001017.0700.0030-E76
E8	ALH20001017.0700.0030-E77
EM21	ALH20001017.0700.0030-E77-1
EM22	ALH20001017.0700.0030-E77-2
EM24	ALH20001017.0700.0030-E1-3
EM25	ALH20001017.0700.0030-E1-4
EM26	ALH20001017.0700.0030-E1-5
EM28	ALH20001017.0700.0030-E2-6
EM29	ALH20001017.0700.0030-E2-7
EM30	ALH20001017.0700.0030-E3-8
EM31	ALH20001017.0700.0030-E4-9
EM32	ALH20001017.0700.0030-E5-10
EM33	ALH20001017.0700.0030-E5-11
EM34	ALH20001017.0700.0030-E5-12
EM35	ALH20001017.0700.0030-E6-13
EM36	ALH20001017.0700.0030-E7-14
EM37	ALH20001017.0700.0030-E3-15
EM38	ALH20001017.0700.0030-E5-16
EM39	ALH20001017.0700.0030-E8-17
EM40	ALH20001017.0700.0030-E3-18
EM41	ALH20001017.0700.0030-E9-19
EM42	ALH20001017.0700.0030-E3-20
EM43	ALH20001017.0700.0030-E3-21
EM45	ALH20001017.0700.0030-E5-22
EM46	ALH20001017.0700.0030-E10-23
EM47	ALH20001017.0700.0030-E5-24
EM48	ALH20001017.0700.0030-E2-25
EM49	ALH20001017.0700.0030-E3-26
EM50	ALH20001017.0700.0030-E3-27
