CE9	ANN20001128.0900.0064-CE1
CE10	ANN20001128.0900.0064-CE2
CE11	ANN20001128.0900.0064-CE3
CE12	ANN20001128.0900.0064-CE4
CE13	ANN20001128.0900.0064-CE5
CE14	ANN20001128.0900.0064-CE6
CE15	ANN20001128.0900.0064-CE7
CE16	ANN20001128.0900.0064-CE8
CE17	ANN20001128.0900.0064-CE9
CE18	ANN20001128.0900.0064-CE10
CE19	ANN20001128.0900.0064-CE11
CE20	ANN20001128.0900.0064-CE12
CE21	ANN20001128.0900.0064-CE13
CE23	ANN20001128.0900.0064-CE14
CE24	ANN20001128.0900.0064-CE15
CE25	ANN20001128.0900.0064-CE16
CE26	ANN20001128.0900.0064-CE17
CE27	ANN20001128.0900.0064-CE18
CE28	ANN20001128.0900.0064-CE19
CE29	ANN20001128.0900.0064-CE20
CE30	ANN20001128.0900.0064-CE21
CE31	ANN20001128.0900.0064-CE22
CE32	ANN20001128.0900.0064-CE23
CE33	ANN20001128.0900.0064-CE24
CE34	ANN20001128.0900.0064-CE25
CE35	ANN20001128.0900.0064-CE26
CE1	ANN20001128.0900.0064-CE27
CE36	ANN20001128.0900.0064-CE28
CE37	ANN20001128.0900.0064-CE29
CE38	ANN20001128.0900.0064-CE30
CE42	ANN20001128.0900.0064-CE31
CE43	ANN20001128.0900.0064-CE32
CE44	ANN20001128.0900.0064-CE33
CE45	ANN20001128.0900.0064-CE34
CE46	ANN20001128.0900.0064-CE35
CE47	ANN20001128.0900.0064-CE36
CE48	ANN20001128.0900.0064-CE37
CE50	ANN20001128.0900.0064-CE38
CE2	ANN20001128.0900.0064-CE39
CE3	ANN20001128.0900.0064-CE40
CE4	ANN20001128.0900.0064-CE41
CE5	ANN20001128.0900.0064-CE42
CE6	ANN20001128.0900.0064-CE43
CE7	ANN20001128.0900.0064-CE44
CE8	ANN20001128.0900.0064-CE45
E14	ANN20001128.0900.0064-E1
E15	ANN20001128.0900.0064-E2
E16	ANN20001128.0900.0064-E3
E18	ANN20001128.0900.0064-E4
E19	ANN20001128.0900.0064-E5
E20	ANN20001128.0900.0064-E6
E22	ANN20001128.0900.0064-E7
E23	ANN20001128.0900.0064-E8
E24	ANN20001128.0900.0064-E9
E25	ANN20001128.0900.0064-E10
E26	ANN20001128.0900.0064-E11
E27	ANN20001128.0900.0064-E12
E28	ANN20001128.0900.0064-E13
E29	ANN20001128.0900.0064-E14
E30	ANN20001128.0900.0064-E15
E31	ANN20001128.0900.0064-E16
E32	ANN20001128.0900.0064-E17
E33	ANN20001128.0900.0064-E18
E83	ANN20001128.0900.0064-E19
E35	ANN20001128.0900.0064-E20
E36	ANN20001128.0900.0064-E21
E38	ANN20001128.0900.0064-E22
E39	ANN20001128.0900.0064-E23
E41	ANN20001128.0900.0064-E24
E43	ANN20001128.0900.0064-E25
E1	ANN20001128.0900.0064-E26
E45	ANN20001128.0900.0064-E27
E47	ANN20001128.0900.0064-E28
E49	ANN20001128.0900.0064-E29
E50	ANN20001128.0900.0064-E30
E51	ANN20001128.0900.0064-E31
E52	ANN20001128.0900.0064-E32
E53	ANN20001128.0900.0064-E33
E54	ANN20001128.0900.0064-E34
E55	ANN20001128.0900.0064-E35
E56	ANN20001128.0900.0064-E36
E57	ANN20001128.0900.0064-E37
E58	ANN20001128.0900.0064-E38
E59	ANN20001128.0900.0064-E39
E60	ANN20001128.0900.0064-E40
E61	ANN20001128.0900.0064-E41
