CE11	ALH20001017.0700.0061-CE1
CE12	ALH20001017.0700.0061-CE2
CE13	ALH20001017.0700.0061-CE3
CE14	ALH20001017.0700.0061-CE4
CE15	ALH20001017.0700.0061-CE5
CE17	ALH20001017.0700.0061-CE6
CE18	ALH20001017.0700.0061-CE7
CE19	ALH20001017.0700.0061-CE8
CE20	ALH20001017.0700.0061-CE9
CE21	ALH20001017.0700.0061-CE10
CE22	ALH20001017.0700.0061-CE11
CE24	ALH20001017.0700.0061-CE12
CE39	ALH20001017.0700.0061-CE13
CE40	ALH20001017.0700.0061-CE14
CE27	ALH20001017.0700.0061-CE15
CE28	ALH20001017.0700.0061-CE16
CE29	ALH20001017.0700.0061-CE17
CE30	ALH20001017.0700.0061-CE18
CE31	ALH20001017.0700.0061-CE19
CE33	ALH20001017.0700.0061-CE20
CE34	ALH20001017.0700.0061-CE21
CE35	ALH20001017.0700.0061-CE22
CE36	ALH20001017.0700.0061-CE23
CE1	ALH20001017.0700.0061-CE24
CE37	ALH20001017.0700.0061-CE25
CE38	ALH20001017.0700.0061-CE26
CE41	ALH20001017.0700.0061-CE27
CE42	ALH20001017.0700.0061-CE28
CE43	ALH20001017.0700.0061-CE29
CE44	ALH20001017.0700.0061-CE30
CE46	ALH20001017.0700.0061-CE31
CE47	ALH20001017.0700.0061-CE32
CE48	ALH20001017.0700.0061-CE33
CE49	ALH20001017.0700.0061-CE34
CE50	ALH20001017.0700.0061-CE35
CE52	ALH20001017.0700.0061-CE36
CE2	ALH20001017.0700.0061-CE37
CE3	ALH20001017.0700.0061-CE38
CE4	ALH20001017.0700.0061-CE39
CE5	ALH20001017.0700.0061-CE40
CE6	ALH20001017.0700.0061-CE41
CE7	ALH20001017.0700.0061-CE42
CE8	ALH20001017.0700.0061-CE43
CE9	ALH20001017.0700.0061-CE44
CE10	ALH20001017.0700.0061-CE45
E15	ALH20001017.0700.0061-E1
E16	ALH20001017.0700.0061-E2
E17	ALH20001017.0700.0061-E3
E18	ALH20001017.0700.0061-E4
E19	ALH20001017.0700.0061-E5
E20	ALH20001017.0700.0061-E6
E21	ALH20001017.0700.0061-E7
E22	ALH20001017.0700.0061-E8
E57	ALH20001017.0700.0061-E9
E24	ALH20001017.0700.0061-E10
E25	ALH20001017.0700.0061-E11
E26	ALH20001017.0700.0061-E12
E28	ALH20001017.0700.0061-E13
E29	ALH20001017.0700.0061-E14
E30	ALH20001017.0700.0061-E15
E31	ALH20001017.0700.0061-E16
E32	ALH20001017.0700.0061-E17
E33	ALH20001017.0700.0061-E18
E58	ALH20001017.0700.0061-E19
E35	ALH20001017.0700.0061-E20
E36	ALH20001017.0700.0061-E21
E59	ALH20001017.0700.0061-E22
E39	ALH20001017.0700.0061-E23
E1	ALH20001017.0700.0061-E24
E40	ALH20001017.0700.0061-E25
E41	ALH20001017.0700.0061-E26
E42	ALH20001017.0700.0061-E27
E43	ALH20001017.0700.0061-E28
E44	ALH20001017.0700.0061-E29
E45	ALH20001017.0700.0061-E30
E60	ALH20001017.0700.0061-E31
E47	ALH20001017.0700.0061-E32
E48	ALH20001017.0700.0061-E33
E50	ALH20001017.0700.0061-E34
E51	ALH20001017.0700.0061-E35
E52	ALH20001017.0700.0061-E36
E53	ALH20001017.0700.0061-E37
E54	ALH20001017.0700.0061-E38
E55	ALH20001017.0700.0061-E39
E56	ALH20001017.0700.0061-E40
E61	ALH20001017.0700.0061-E41
E62	ALH20001017.0700.0061-E42
E63	ALH20001017.0700.0061-E43
E64	ALH20001017.0700.0061-E44
E66	ALH20001017.0700.0061-E45
E68	ALH20001017.0700.0061-E46
E69	ALH20001017.0700.0061-E47
E70	ALH20001017.0700.0061-E48
E71	ALH20001017.0700.0061-E49
E73	ALH20001017.0700.0061-E50
E2	ALH20001017.0700.0061-E51
E3	ALH20001017.0700.0061-E52
E4	ALH20001017.0700.0061-E53
E5	ALH20001017.0700.0061-E54
E6	ALH20001017.0700.0061-E55
E7	ALH20001017.0700.0061-E56
E8	ALH20001017.0700.0061-E57
E9	ALH20001017.0700.0061-E58
E10	ALH20001017.0700.0061-E59
E11	ALH20001017.0700.0061-E60
