CE14	ANN20001125.2100.0155-CE1
CE10	ANN20001125.2100.0155-CE2
CE11	ANN20001125.2100.0155-CE3
CE12	ANN20001125.2100.0155-CE4
CE1	ANN20001125.2100.0155-CE5
CE2	ANN20001125.2100.0155-CE6
CE3	ANN20001125.2100.0155-CE7
CE4	ANN20001125.2100.0155-CE8
CE5	ANN20001125.2100.0155-CE9
CE13	ANN20001125.2100.0155-CE10
CE6	ANN20001125.2100.0155-CE11
CE7	ANN20001125.2100.0155-CE12
CE8	ANN20001125.2100.0155-CE13
E17	ANN20001125.2100.0155-E1
E12	ANN20001125.2100.0155-E2
E13	ANN20001125.2100.0155-E3
E15	ANN20001125.2100.0155-E4
E1	ANN20001125.2100.0155-E5
E2	ANN20001125.2100.0155-E6
E3	ANN20001125.2100.0155-E7
E4	ANN20001125.2100.0155-E8
E5	ANN20001125.2100.0155-E9
E6	ANN20001125.2100.0155-E10
E16	ANN20001125.2100.0155-E11
E7	ANN20001125.2100.0155-E12
E8	ANN20001125.2100.0155-E13
E9	ANN20001125.2100.0155-E14
E10	ANN20001125.2100.0155-E15
EM1	ANN20001125.2100.0155-E5-1
EM23	ANN20001125.2100.0155-E15-2
EM40	ANN20001125.2100.0155-E1-3
EM25	ANN20001125.2100.0155-E7-4
EM26	ANN20001125.2100.0155-E2-5
EM27	ANN20001125.2100.0155-E7-6
EM28	ANN20001125.2100.0155-E7-7
EM29	ANN20001125.2100.0155-E14-8
EM30	ANN20001125.2100.0155-E14-9
EM31	ANN20001125.2100.0155-E7-10
EM34	ANN20001125.2100.0155-E7-11
EM35	ANN20001125.2100.0155-E3-12
EM37	ANN20001125.2100.0155-E4-13
EM38	ANN20001125.2100.0155-E5-14
EM2	ANN20001125.2100.0155-E6-15
EM3	ANN20001125.2100.0155-E7-16
EM4	ANN20001125.2100.0155-E9-17
EM39	ANN20001125.2100.0155-E11-18
EM6	ANN20001125.2100.0155-E7-19
EM7	ANN20001125.2100.0155-E8-20
EM8	ANN20001125.2100.0155-E8-21
EM9	ANN20001125.2100.0155-E10-22
EM10	ANN20001125.2100.0155-E10-23
EM11	ANN20001125.2100.0155-E7-24
EM14	ANN20001125.2100.0155-E7-25
EM15	ANN20001125.2100.0155-E12-26
EM16	ANN20001125.2100.0155-E13-27
EM17	ANN20001125.2100.0155-E14-28
EM18	ANN20001125.2100.0155-E7-29
EM19	ANN20001125.2100.0155-E7-30
EM20	ANN20001125.2100.0155-E7-31
EM21	ANN20001125.2100.0155-E15-32
EM22	ANN20001125.2100.0155-E15-33
R1	ANN20001125.2100.0155-R1
R2	ANN20001125.2100.0155-R2
R3	ANN20001125.2100.0155-R3
R4	ANN20001125.2100.0155-R4
R5	ANN20001125.2100.0155-R5
RM1	ANN20001125.2100.0155-R1-1
RM2	ANN20001125.2100.0155-R2-1
RM3	ANN20001125.2100.0155-R3-1
RM4	ANN20001125.2100.0155-R4-1
RM5	ANN20001125.2100.0155-R5-1
V2	ANN20001125.2100.0155-EV1
V3	ANN20001125.2100.0155-EV2
V4	ANN20001125.2100.0155-EV3
V5	ANN20001125.2100.0155-EV4
V6	ANN20001125.2100.0155-EV5
VM2	ANN20001125.2100.0155-EV1-1
VM3	ANN20001125.2100.0155-EV2-1
VM4	ANN20001125.2100.0155-EV3-1
VM5	ANN20001125.2100.0155-EV4-1
VM6	ANN20001125.2100.0155-EV5-1
Q1	ANN20001125.2100.0155-T1
Q2	ANN20001125.2100.0155-T2
Q3	ANN20001125.2100.0155-V1
Q4	ANN20001125.2100.0155-V2
Q5	ANN20001125.2100.0155-V3
Q6	ANN20001125.2100.0155-V4
Q8	ANN20001125.2100.0155-V5
Q9	ANN20001125.2100.0155-V6
Q11	ANN20001125.2100.0155-V7
QM3	ANN20001125.2100.0155-V1-1
QM4	ANN20001125.2100.0155-V2-1
QM5	ANN20001125.2100.0155-V3-1
QM6	ANN20001125.2100.0155-V4-1
QM8	ANN20001125.2100.0155-V5-1
QM9	ANN20001125.2100.0155-V6-1
QM11	ANN20001125.2100.0155-V7-1
