CE11	AFA20001029.1800.0166-CE1
CE12	AFA20001029.1800.0166-CE2
CE13	AFA20001029.1800.0166-CE3
CE14	AFA20001029.1800.0166-CE4
CE15	AFA20001029.1800.0166-CE5
CE16	AFA20001029.1800.0166-CE6
CE17	AFA20001029.1800.0166-CE7
CE18	AFA20001029.1800.0166-CE8
CE19	AFA20001029.1800.0166-CE9
CE1	AFA20001029.1800.0166-CE10
CE2	AFA20001029.1800.0166-CE11
CE3	AFA20001029.1800.0166-CE12
CE4	AFA20001029.1800.0166-CE13
CE5	AFA20001029.1800.0166-CE14
CE6	AFA20001029.1800.0166-CE15
CE7	AFA20001029.1800.0166-CE16
CE8	AFA20001029.1800.0166-CE17
CE9	AFA20001029.1800.0166-CE18
CE10	AFA20001029.1800.0166-CE19
E14	AFA20001029.1800.0166-E1
E15	AFA20001029.1800.0166-E2
E16	AFA20001029.1800.0166-E3
E17	AFA20001029.1800.0166-E4
E18	AFA20001029.1800.0166-E5
E19	AFA20001029.1800.0166-E6
E20	AFA20001029.1800.0166-E7
E21	AFA20001029.1800.0166-E8
E22	AFA20001029.1800.0166-E9
E23	AFA20001029.1800.0166-E10
E24	AFA20001029.1800.0166-E11
E25	AFA20001029.1800.0166-E12
E26	AFA20001029.1800.0166-E13
E27	AFA20001029.1800.0166-E14
E28	AFA20001029.1800.0166-E15
E29	AFA20001029.1800.0166-E16
E30	AFA20001029.1800.0166-E17
E1	AFA20001029.1800.0166-E18
E2	AFA20001029.1800.0166-E19
E3	AFA20001029.1800.0166-E20
E4	AFA20001029.1800.0166-E21
E5	AFA20001029.1800.0166-E22
E6	AFA20001029.1800.0166-E23
E7	AFA20001029.1800.0166-E24
E8	AFA20001029.1800.0166-E25
E10	AFA20001029.1800.0166-E26
E11	AFA20001029.1800.0166-E27
E12	AFA20001029.1800.0166-E28
E13	AFA20001029.1800.0166-E29
EM14	AFA20001029.1800.0166-E1-1
EM15	AFA20001029.1800.0166-E1-2
EM16	AFA20001029.1800.0166-E2-3
EM17	AFA20001029.1800.0166-E3-4
EM18	AFA20001029.1800.0166-E4-5
EM19	AFA20001029.1800.0166-E5-6
EM20	AFA20001029.1800.0166-E6-7
EM21	AFA20001029.1800.0166-E6-8
EM22	AFA20001029.1800.0166-E7-9
EM23	AFA20001029.1800.0166-E8-10
EM24	AFA20001029.1800.0166-E1-11
EM26	AFA20001029.1800.0166-E1-12
EM27	AFA20001029.1800.0166-E9-13
EM28	AFA20001029.1800.0166-E1-14
EM29	AFA20001029.1800.0166-E25-15
EM30	AFA20001029.1800.0166-E10-16
EM31	AFA20001029.1800.0166-E1-17
EM32	AFA20001029.1800.0166-E11-18
EM33	AFA20001029.1800.0166-E11-19
EM34	AFA20001029.1800.0166-E25-20
EM35	AFA20001029.1800.0166-E25-21
EM36	AFA20001029.1800.0166-E25-22
EM37	AFA20001029.1800.0166-E12-23
EM38	AFA20001029.1800.0166-E25-24
EM40	AFA20001029.1800.0166-E13-25
EM41	AFA20001029.1800.0166-E21-26
EM42	AFA20001029.1800.0166-E14-27
EM43	AFA20001029.1800.0166-E14-28
EM44	AFA20001029.1800.0166-E23-29
EM45	AFA20001029.1800.0166-E15-30
EM46	AFA20001029.1800.0166-E16-31
EM47	AFA20001029.1800.0166-E17-32
EM48	AFA20001029.1800.0166-E13-33
EM49	AFA20001029.1800.0166-E20-34
EM50	AFA20001029.1800.0166-E20-35
EM51	AFA20001029.1800.0166-E20-36
EM1	AFA20001029.1800.0166-E18-37
EM2	AFA20001029.1800.0166-E19-38
EM3	AFA20001029.1800.0166-E20-39
EM4	AFA20001029.1800.0166-E20-40
EM5	AFA20001029.1800.0166-E22-41
EM6	AFA20001029.1800.0166-E24-42
EM7	AFA20001029.1800.0166-E25-43
EM8	AFA20001029.1800.0166-E26-44
EM9	AFA20001029.1800.0166-E27-45
EM10	AFA20001029.1800.0166-E20-46
EM11	AFA20001029.1800.0166-E28-47
EM12	AFA20001029.1800.0166-E29-48
EM13	AFA20001029.1800.0166-E20-49
R1	AFA20001029.1800.0166-R1
R2	AFA20001029.1800.0166-R2
R3	AFA20001029.1800.0166-R3
R4	AFA20001029.1800.0166-R4
R5	AFA20001029.1800.0166-R5
R6	AFA20001029.1800.0166-R6
R7	AFA20001029.1800.0166-R7
R9	AFA20001029.1800.0166-R8
R10	AFA20001029.1800.0166-R9
R11	AFA20001029.1800.0166-R10
R12	AFA20001029.1800.0166-R11
R13	AFA20001029.1800.0166-R12
R15	AFA20001029.1800.0166-R13
R16	AFA20001029.1800.0166-R14
R17	AFA20001029.1800.0166-R15
RM1	AFA20001029.1800.0166-R1-1
RM2	AFA20001029.1800.0166-R2-1
RM3	AFA20001029.1800.0166-R3-1
RM4	AFA20001029.1800.0166-R4-1
RM5	AFA20001029.1800.0166-R5-1
RM6	AFA20001029.1800.0166-R6-1
RM7	AFA20001029.1800.0166-R7-1
RM9	AFA20001029.1800.0166-R8-1
RM10	AFA20001029.1800.0166-R9-1
RM11	AFA20001029.1800.0166-R10-1
RM12	AFA20001029.1800.0166-R11-1
RM13	AFA20001029.1800.0166-R12-1
RM16	AFA20001029.1800.0166-R13-1
RM17	AFA20001029.1800.0166-R12-2
RM18	AFA20001029.1800.0166-R15-1
V1	AFA20001029.1800.0166-EV1
VM1	AFA20001029.1800.0166-EV1-1
Q6	AFA20001029.1800.0166-T1
Q1	AFA20001029.1800.0166-T2
Q2	AFA20001029.1800.0166-T3
Q3	AFA20001029.1800.0166-T4
Q4	AFA20001029.1800.0166-T5
Q5	AFA20001029.1800.0166-T6
